"","lon","lat","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"7390",-170.5,69.5,-1.6899995803833,-1.68249952793121,-1.72749948501587,-1.0999995470047,-1.7249995470047,-1.55749952793121,-1.69249951839447,-1.76249957084656,-1.78999948501587,-1.69499957561493,-1.71999955177307,-1.59749948978424,-1.79249954223633,-1.5374995470047,-1.67999958992004,-1.30999958515167,-1.73249959945679,-1.76749956607819,-1.6899995803833,-1.51999950408936,-1.38999950885773,-1.23999953269958,-1.3149995803833,-1.78999948501587,-1.61999952793121,-1.78499948978424,-1.76249957084656,-1.21249949932098,-1.54999959468842,-1.60749959945679,-1.73999953269958,-1.57999956607819,-1.77499949932098,-1.75749957561493,-1.31749951839447,-1.76499950885773,-1.41999959945679,-1.78499948978424,-1.74749958515167,-0.594999551773071,-1.23249959945679,-1.3499995470047,-0.0299995429813862,-0.134999543428421,0.0775004550814629,-0.642499566078186
"7391",-169.5,69.5,-1.5724995136261,-1.66999959945679,-1.67749953269958,-0.877499520778656,-1.64999949932098,-1.58999955654144,-1.63999950885773,-1.73749959468842,-1.79499959945679,-1.70249950885773,-1.72249948978424,-1.2524995803833,-1.77999949455261,-1.62499952316284,-1.44999957084656,-1.28249955177307,-1.74499952793121,-1.78249955177307,-1.10999953746796,-1.55749952793121,-1.24249958992004,-1.33749949932098,-0.87999951839447,-1.76999950408936,-1.64749956130981,-1.7874995470047,-1.59499955177307,-1.23999953269958,-1.40999948978424,-1.52999949455261,-1.71249949932098,-1.61749958992004,-1.74749958515167,-1.73249959945679,-1.67999958992004,-1.53999948501587,-1.12499952316284,-1.76249957084656,-1.74249958992004,-0.652499556541443,-1.08749949932098,-1.1349995136261,0.535000443458557,0.895000457763672,0.592500448226929,-0.24249954521656
"7392",-168.5,69.5,-1.60499954223633,-1.70749950408936,-1.69999957084656,-1.01999950408936,-1.47749948501587,-1.60999953746796,-1.53999948501587,-1.60999953746796,-1.74999952316284,-1.69499957561493,-1.71749949455261,-0.702499568462372,-1.74249958992004,-1.55499958992004,-1.05249953269958,-1.30999958515167,-1.69499957561493,-1.78999948501587,-0.844999551773071,-1.5374995470047,-0.627499520778656,-1.47249948978424,-0.5374995470047,-1.7249995470047,-1.63749957084656,-1.76249957084656,-1.37999951839447,-1.32499957084656,-0.634999513626099,-1.43499958515167,-1.53999948501587,-1.68249952793121,-1.54249954223633,-1.11749958992004,-1.7874995470047,-0.827499568462372,-0.694999516010284,-1.65499949455261,-1.72999954223633,-0.774999558925629,-1.07499957084656,-0.624999523162842,1.04250049591064,1.53250050544739,1.10500049591064,0.175000458955765
"7393",-167.5,69.5,-1.76249957084656,-1.79499959945679,-1.78499948978424,-1.65999948978424,-1.19499957561493,-1.5649995803833,-1.39999949932098,-1.31999957561493,-1.29749953746796,-1.6624995470047,-1.6899995803833,-0.0424995422363281,-1.57749950885773,-0.642499566078186,-0.514999568462372,-1.22999954223633,-1.47999954223633,-1.77749955654144,-0.352499544620514,-1.40999948978424,-0.184999540448189,-1.47999954223633,-0.114999540150166,-1.64249956607819,-1.52249956130981,-1.6899995803833,-0.994999527931213,-1.29749953746796,-0.067499540746212,-1.36499953269958,-1.20499956607819,-1.71249949932098,-1.02499949932098,0.162500455975533,-1.75499951839447,-0.0699995458126068,-0.184999540448189,-1.49249958992004,-1.70749950408936,-0.874999523162842,-0.739999532699585,-0.164999544620514,1.43000042438507,1.89500045776367,1.63000047206879,0.545000433921814
"7394",-166.5,69.5,-1.79999959468842,-1.79749953746796,-1.79749953746796,-1.79999959468842,-0.774999558925629,-1.32999956607819,-1.12249958515167,-0.797499537467957,-0.254999548196793,-1.61999952793121,-1.57999956607819,0.37750044465065,-0.989999532699585,0.320000469684601,0.0350004583597183,-0.987499535083771,-1.0099995136261,-1.7524995803833,0.205000460147858,-1.17999958992004,0.192500457167625,-1.20749950408936,0.282500445842743,-1.21999955177307,-0.989999532699585,-1.53999948501587,-0.467499554157257,-1.12999951839447,0.390000462532043,-1.05499958992004,-0.4749995470047,-1.68499958515167,-0.387499541044235,0.720000445842743,-1.63999950885773,0.312500447034836,0.542500436306,-1.34499955177307,-1.62249958515167,-0.822499513626099,0.152500450611115,0.380000472068787,1.69250047206879,2.09000039100647,2.01250052452087,0.795000433921814
"7395",-165.5,69.5,-1.79749953746796,-1.79499959945679,-1.79499959945679,-1.79999959468842,-0.382499545812607,-0.959999561309814,-0.514999568462372,-0.254999548196793,0.360000461339951,-1.59499955177307,-1.38249957561493,0.550000429153442,-0.517499566078186,0.795000433921814,0.370000451803207,-0.819999516010284,-0.199999541044235,-1.73249959945679,1.04750049114227,-0.669999539852142,0.625000476837158,-0.759999513626099,0.520000457763672,-0.694999516010284,-0.244999542832375,-1.20999956130981,-0.0374995432794094,-0.844999551773071,1.16750049591064,-0.259999543428421,0.167500451207161,-1.61499953269958,-0.0949995443224907,1.09750044345856,-1.5024995803833,0.955000460147858,0.9000004529953,-0.867499530315399,-1.51999950408936,-0.612499535083771,1.05750048160553,1.4000004529953,1.7125004529953,2.08250045776367,2.15250039100647,0.797500431537628
"7396",-164.5,69.5,-1.79749953746796,-1.79249954223633,-1.79249954223633,-1.79999959468842,-0.104999542236328,-0.607499539852142,-0.177499547600746,0.0950004607439041,0.722500443458557,-1.5374995470047,-1.22249948978424,0.610000431537628,-0.292499542236328,1.22500050067902,0.547500431537628,-0.727499544620514,0.360000461339951,-1.70999956130981,1.58250045776367,-0.254999548196793,0.947500467300415,-0.549999535083771,0.630000472068787,-0.207499548792839,0.385000467300415,-0.674999535083771,0.37750044465065,-0.469999551773071,1.59750044345856,0.670000433921814,0.535000443458557,-1.52499949932098,0.0325004570186138,1.4000004529953,-1.39249956607819,1.4000004529953,1.08500051498413,-0.414999544620514,-1.46749949455261,-0.617499530315399,1.51250040531158,1.98250043392181,1.52250051498413,2.01000046730042,2.19500041007996,0.942500472068787
"7397",-163.5,69.5,-1.73749959468842,-1.78999948501587,-1.77249956130981,-1.55249953269958,0.0300004575401545,-0.449999541044235,0.0100004579871893,0.290000468492508,0.947500467300415,-1.49249958992004,-1.14249956607819,0.405000448226929,-0.0974995419383049,1.4350004196167,0.512500464916229,-0.759999513626099,0.582500457763672,-1.67499959468842,1.62500047683716,-0.0149995423853397,0.940000474452972,-0.482499539852142,0.555000483989716,0.057500459253788,0.790000438690186,-0.459999531507492,0.577500462532043,-0.1624995470047,1.7750004529953,1.12750041484833,0.707500457763672,-1.49249958992004,-0.284999549388885,1.38250041007996,-1.32999956607819,1.38000047206879,0.905000448226929,-0.197499543428421,-1.48499953746796,-0.579999566078186,1.35500049591064,2.05750036239624,0.942500472068787,1.8375004529953,1.8725004196167,0.755000472068787
"7743",-177.5,68.5,-1.79749953746796,-1.79749953746796,-1.79999959468842,-1.79749953746796,-1.76999950408936,-1.74249958992004,-1.73249959945679,-1.78249955177307,-1.76499950885773,-1.73249959945679,-1.7874995470047,-1.70499956607819,-1.78499948978424,-1.4399995803833,-1.70749950408936,-1.6899995803833,-1.63249957561493,-1.64249956607819,-1.77999949455261,-1.6349995136261,-1.59499955177307,-1.57999956607819,-1.78999948501587,-1.75749957561493,-1.78999948501587,-1.69999957084656,-1.70249950885773,-1.48999953269958,-1.68749952316284,-1.75749957561493,-1.62999951839447,-1.41499948501587,-1.71249949932098,-1.73749959468842,-1.3774995803833,-1.78499948978424,-1.7599995136261,-1.76499950885773,-1.72999954223633,-1.46249949932098,-1.64749956130981,-1.65499949455261,-1.77499949932098,-1.79499959945679,-1.70999956130981,-1.70999956130981
"7744",-176.5,68.5,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.79999959468842,-1.78499948978424,-1.69999957084656,-1.7524995803833,-1.7874995470047,-1.78249955177307,-1.70749950408936,-1.77499949932098,-1.76999950408936,-1.79499959945679,-1.44999957084656,-1.74499952793121,-1.71249949932098,-1.58499956130981,-1.58249950408936,-1.79249954223633,-1.64749956130981,-1.60249948501587,-1.40499949455261,-1.79999959468842,-1.75749957561493,-1.78999948501587,-1.73499953746796,-1.73999953269958,-1.4474995136261,-1.70499956607819,-1.7599995136261,-1.65749955177307,-1.40999948978424,-1.75499951839447,-1.71999955177307,-1.20749950408936,-1.7874995470047,-1.78249955177307,-1.77999949455261,-1.73999953269958,-1.32499957084656,-1.6274995803833,-1.65999948978424,-1.78999948501587,-1.77249956130981,-1.74749958515167,-1.74749958515167
