"","lon","lat","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020"
"11712",-168.5,57.5,0.450000464916229,-0.142499536275864,1.16250050067902,1.20500040054321,1.78000044822693,0.747500479221344,1.85000050067902,2.07000041007996,1.07250046730042,-0.367499530315399,1.75750041007996,-0.132499545812607,1.83500051498413,0.957500457763672,1.91500043869019,1.27000045776367,1.23750042915344,0.260000467300415,1.6500004529953,0.927500486373901,0.93250048160553,2.58000063896179,0.980000436306,1.80000042915344,1.33500051498413,2.46250057220459,2.5050003528595,2.70500063896179,2.10250043869019,2.07500052452087,2.22000050544739,2.15500044822693,0.670000433921814,-0.43499955534935,1.69500041007996,-0.734999537467957,1.4975004196167,-0.49749955534935,0.250000447034836,1.67500042915344,1.86750042438507,2.10250043869019,1.28750050067902,2.79750061035156,2.64000058174133,2.16250038146973
"11713",-167.5,57.5,0.19500045478344,-0.367499530315399,1.15250051021576,1.23750042915344,1.61250042915344,0.472500443458557,1.82500040531158,1.84750044345856,1.01750040054321,-0.419999539852142,1.59250044822693,-0.189999535679817,1.7750004529953,0.810000479221344,1.77750051021576,1.06750047206879,1.10500049591064,-0.222499549388885,1.72250044345856,0.815000474452972,0.862500429153442,2.45250034332275,0.950000464916229,1.72000050544739,1.1500004529953,2.35250043869019,2.32500052452087,2.5450005531311,2.01250052452087,2.02500057220459,2.0525004863739,1.99250042438507,0.637500464916229,-0.769999563694,1.56500041484833,-1.01999950408936,1.29500043392181,-0.622499525547028,0.0650004595518112,1.63500046730042,1.82500040531158,2.0050003528595,1.03500044345856,2.60500049591064,2.54250049591064,1.96750044822693
"11714",-166.5,57.5,0.112500458955765,-0.519999563694,1.0250004529953,1.20750045776367,1.50250041484833,0.295000463724136,1.79750049114227,1.64250040054321,1.01750040054321,-0.249999538064003,1.46500051021576,-0.177499547600746,1.73250043392181,0.627500474452972,1.62500047683716,0.872500479221344,1.01750040054321,-0.804999530315399,1.78500044345856,0.597500443458557,0.822500467300415,2.32500052452087,0.885000467300415,1.6850004196167,0.847500443458557,2.21750044822693,2.12500047683716,2.3650004863739,1.88750040531158,1.96500051021576,1.88500046730042,1.86750042438507,0.602500438690186,-1.02749955654144,1.24250042438507,-1.13999950885773,1.03000044822693,-0.774999558925629,-0.3499995470047,1.60750043392181,1.8025004863739,2.01000046730042,0.882500469684601,2.32000041007996,2.29000043869019,1.5525004863739
"11715",-165.5,57.5,0.0925004556775093,-0.672499537467957,0.897500455379486,1.10250043869019,1.45250046253204,0.322500467300415,1.75500047206879,1.45000040531158,1.17000043392181,0.207500457763672,1.35000050067902,-0.0524995438754559,1.70500040054321,0.465000450611115,1.44000041484833,0.730000436306,1.09000051021576,-0.87999951839447,1.82750046253204,0.430000454187393,0.820000469684601,2.1850004196167,0.790000438690186,1.66250050067902,0.255000472068787,2.06250047683716,1.93750047683716,2.16750049591064,1.75750041007996,1.88750040531158,1.73000049591064,1.70750045776367,0.495000451803207,-1.08249950408936,0.877500474452972,-1.16999959945679,0.747500479221344,-0.882499516010284,-0.557499527931213,1.5875004529953,1.69000041484833,1.90750050544739,0.770000457763672,1.9975004196167,2.1150004863739,1.14750051498413
"11716",-164.5,57.5,-0.022499542683363,-0.997499525547028,0.665000438690186,0.865000486373901,1.47000050544739,0.435000449419022,1.73750042915344,1.32500040531158,1.35250043869019,0.777500450611115,1.31750047206879,0.180000454187393,1.69000041484833,0.4625004529953,1.32250046730042,0.655000448226929,1.24500048160553,-0.382499545812607,1.86250042915344,0.565000474452972,0.830000460147858,2.07750034332275,0.755000472068787,1.64250040054321,-0.174999535083771,1.91500043869019,1.78750050067902,1.9625004529953,1.63500046730042,1.81750047206879,1.61750042438507,1.51000046730042,0.397500455379486,-0.839999556541443,0.672500431537628,-0.997499525547028,0.595000445842743,-0.892499566078186,-0.419999539852142,1.58250045776367,1.57750046253204,1.78250050544739,0.632500469684601,1.77000045776367,1.80750048160553,0.860000431537628
"11717",-163.5,57.5,-1.73999953269958,-1.51249957084656,-0.607499539852142,0.110000461339951,1.56250047683716,0.622500479221344,1.76250040531158,1.26250040531158,1.62000048160553,1.24250042438507,1.40250051021576,0.737500429153442,1.73500049114227,0.652500450611115,1.3375004529953,0.80750048160553,1.3725004196167,0.152500450611115,1.87500047683716,0.897500455379486,0.930000483989716,2.02250051498413,0.840000450611115,1.80000042915344,-0.302499532699585,1.90750050544739,1.75250041484833,1.82250046730042,1.61750042438507,1.79500043392181,1.59000051021576,1.42500042915344,0.347500443458557,-0.5999995470047,0.68250048160553,-0.669999539852142,0.550000429153442,-0.937499523162842,0.0450004562735558,1.62000048160553,1.6150004863739,1.64000046253204,0.617500483989716,1.63500046730042,1.70250046253204,1.01500046253204
"12072",-168.5,56.5,1.60250043869019,0.945000469684601,2.18250036239624,2.05750036239624,2.58750057220459,2.27000045776367,2.62250065803528,3.03250050544739,2.2950005531311,1.52750051021576,2.68250060081482,1.69500041007996,2.76000070571899,2.13250041007996,2.35000038146973,2.26250052452087,2.5050003528595,1.82250046730042,2.63500070571899,2.15000057220459,2.32000041007996,3.26250052452087,2.10500049591064,2.96250057220459,2.39500045776367,2.96500062942505,3.13750052452087,3.61250066757202,2.95250058174133,3.04250049591064,2.8575005531311,2.8575005531311,2.07250046730042,1.58250045776367,2.73000049591064,1.55000042915344,2.39750051498413,1.67000043392181,1.92000043392181,2.55500054359436,2.88750052452087,2.66000056266785,2.55000042915344,3.31750059127808,3.58750057220459,3.09000062942505
"12073",-167.5,56.5,1.5250004529953,0.707500457763672,2.15500044822693,2.07000041007996,2.42500042915344,2.12750053405762,2.56500053405762,2.84000062942505,2.30750036239624,1.32750046253204,2.53250050544739,1.59000051021576,2.68000054359436,1.9975004196167,2.28250050544739,2.10500049591064,2.4275004863739,1.69250047206879,2.62250065803528,2.07000041007996,2.21000051498413,3.13500070571899,1.9975004196167,2.92750072479248,2.2400004863739,2.85000061988831,2.95000052452087,3.46750068664551,2.85000061988831,2.94500064849854,2.69000053405762,2.75250053405762,1.94000041484833,1.36250042915344,2.60000061988831,1.25500047206879,2.27000045776367,1.52750051021576,1.83500051498413,2.47000050544739,2.71750068664551,2.68000054359436,2.32500052452087,3.06000065803528,3.45000052452087,2.69500064849854
"12074",-166.5,56.5,1.42250049114227,0.480000466108322,2.0600004196167,2.02250051498413,2.28000044822693,2.00000047683716,2.46500039100647,2.64750051498413,2.32250046730042,1.06750047206879,2.40500044822693,1.52000045776367,2.59000062942505,1.86000049114227,2.1700005531311,1.94750046730042,2.35500049591064,1.57500040531158,2.59750056266785,1.99250042438507,2.11750054359436,2.99750065803528,1.90750050544739,2.86750054359436,2.06500053405762,2.71000051498413,2.76000070571899,3.26250052452087,2.70000052452087,2.82750058174133,2.51750040054321,2.62000060081482,1.79250049591064,1.0525004863739,2.44750046730042,0.960000455379486,2.16500043869019,1.36750042438507,1.73000049591064,2.36000037193298,2.53750038146973,2.7325005531311,2.14750051498413,2.74250054359436,3.12250065803528,2.3725004196167
"12075",-165.5,56.5,1.48750042915344,0.347500443458557,1.94500041007996,1.92500042915344,2.21000051498413,1.92500042915344,2.40250039100647,2.4975004196167,2.35500049591064,1.09500050544739,2.33250045776367,1.54500043392181,2.51750040054321,1.78750050067902,2.09250044822693,1.85250043869019,2.3175003528595,1.48500049114227,2.58000063896179,1.95500040054321,2.0450005531311,2.86500072479248,1.85000050067902,2.81750059127808,1.92500042915344,2.57250070571899,2.56250071525574,3.06250071525574,2.57500052452087,2.69750070571899,2.35250043869019,2.47750043869019,1.65500044822693,0.945000469684601,2.27000045776367,0.792500436306,2.08000040054321,1.21000051498413,1.64000046253204,2.29250049591064,2.39500045776367,2.64750051498413,1.88250041007996,2.45250034332275,2.87750053405762,2.20750045776367
