"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB"
"1812","3MF06","51",2,"2006-05-15 6:16","3MF06 51 2 60BON 1",0,0,2006,5,55.28783,-164.32716,135,136.66118,97,"3MF06_55.28783_-164.32716_2006-05-15 6:16_505",0,442,"5/15/2006",242629
"1813","2DY08","10",2,"2008-05-09 22:05","2DY08 10 2 60BON 1",0,0,2008,5,55.47017,-167.95934,129,227.53897,148,"2DY08_55.47017_-167.95934_2008-05-09 22:05_333",0,331,"5/9/2008",227649
"1814","1DY12","66",3,"2012-05-08 13:22","1DY12 66 3 60BON 1",344.76129,574.60214,2012,5,56.86067,-164.0747,128,135.7461,73,"1DY12_56.86067_-164.0747_2012-05-08 13:22_505",78,429,"5/8/2012",234044
"1820","1TT06","100",2,"2006-05-09 3:56","1TT06 100 2 60BON 1",2540.73983,4457.4383,2006,5,58.0015,-167.35133,129,103.87132,67,"1TT06_58.0015_-167.35133_2006-05-09 3:56_333",463,442,"5/9/2006",242629
"1821","1TT06","54",2,"2006-04-28 0:55","1TT06 54 2 60BON 2",125.98495,157.48119,2006,4,58.57917,-171.34166,118,158.74912,90,"1TT06_58.57917_-171.34166_2006-04-28 0:55_333",25,442,"4/28/2006",242629
"1824","3MF06","54",2,"2006-05-15 13:46","3MF06 54 2 60BON 1",0,0,2006,5,55.847,-164.38651,135,135.87779,95,"3MF06_55.847_-164.38651_2006-05-15 13:46_505",0,442,"5/15/2006",242629
"1825","1TT06","56",2,"2006-04-28 7:48","1TT06 56 2 60BON 1",272.38145,296.06679,2006,4,58.46733,-171.76016,118,179.01366,100,"1TT06_58.46733_-171.76016_2006-04-28 7:48_333",53,442,"4/28/2006",242629
"1826","1OM06","11",1,"2006-06-23 15:45","1OM06 11 1 60BON 1",0,0,2006,6,57.0015,-167.99634,174,129.38129,79,"1OM06_57.0015_-167.99634_2006-06-23 15:45_505",0,442,"6/23/2006",242629
"1827","1DY12","12",2,"2012-04-29 16:03","1DY12 12 2 60BON 1",0,0,2012,4,54.41683,-165.1548,119,269.7754,157,"1DY12_54.41683_-165.1548_2012-04-29 16:03_505",0,429,"4/29/2012",234044
"1831","1OM06","3",2,"2006-06-22 8:12","1OM06 3 2 60BON 1",0,0,2006,6,55.99983,-166.00017,173,159.11807,112,"1OM06_55.99983_-166.00017_2006-06-22 8:12_505",0,442,"6/22/2006",242629
"1833","1TT06","39",2,"2006-04-24 0:49","1TT06 39 2 60BON 1",59.49314,78.28044,2006,4,58.4435,-171.06101,114,127.74583,86,"1TT06_58.4435_-171.06101_2006-04-24 0:49_333",10,442,"4/24/2006",242629
"1836","7MF95","111",1,"1995-05-14 7:33","7MF95 111 1 60BON 1",50.79959,141.10998,1995,5,55.305,-163.3402,134,70.86671,49,"7MF95_55.305_-163.3402_1995-05-14 7:33_333",10,275,"5/14/1995",257129
"1841","7MF95","23",1,"1995-05-06 12:50","7MF95 23 1 60BON 1",22.46871,37.44784,1995,5,57.06533,-165.05631,126,133.51904,68,"7MF95_57.06533_-165.05631_1995-05-06 12:50_333",5,275,"5/6/1995",257129
"1842","7MF95","28",1,"1995-05-06 21:07","7MF95 28 1 60BON 1",0,0,1995,5,56.46683,-166.96069,126,149.18192,101,"7MF95_56.46683_-166.96069_1995-05-06 21:07_333",0,275,"5/6/1995",257129
"1846","7MF95","77",1,"1995-05-11 12:00","7MF95 77 1 60BON 1",0,0,1995,5,55.66967,-167.6637,131,166.11275,134,"7MF95_55.66967_-167.6637_1995-05-11 12:00_333",0,275,"5/11/1995",257129
"1848","3MF79","V004A",2,"1979-06-02 22:31","3MF79 V004A 2 60BON 1",0,0,1979,6,56.05167,-166.595,153,168.75987,124,"3MF79_56.05167_-166.595_1979-06-02 22:31_505",0,126,"6/2/1979",227682
"1851","DY13-05","39",2,"2013-05-07 21:54","DY13-05 39 2 60BON 1",16.72903,25.34702,2013,5,57.5277,-168.6135,127,118.35712,72,"DY13-05_57.5277_-168.6135_2013-05-07 21:54_500",3,63,"5/7/2013",234526
"1852","5MF97","64",2,"1997-04-25 10:40","5MF97 64 2 60BON 1",0,0,1997,4,54.3715,-165.2843,115,256.23804,178,"5MF97_54.3715_-165.2843_1997-04-25 10:40_333",0,132,"4/25/1997",247943
"1857","3MF93","104",1,"1993-04-29 4:12","3MF93 104 1 60BON 1",0,0,1993,4,54.12667,-167.23669,119,461.04001,1554,"3MF93_54.12667_-167.23669_1993-04-29 4:12_333",0,119,"4/29/1993",268008
"1860","DY15-04","38",2,"2015-05-02 21:21","DY15-04 38 2 60BON 1",10.42209,16.80983,2015,5,57.4992,-167.353,122,118.978,71,"DY15-04_57.4992_-167.353_2015-05-02 21:21_505",2,160,"5/2/2015",221437
"1861","DY15-04","40",2,"2015-05-02 23:51","DY15-04 40 2 60BON 1",0,0,2015,5,57.5028,-167.992,122,137.428,72,"DY15-04_57.5028_-167.992_2015-05-02 23:51_505",0,160,"5/2/2015",221437
"1862","DY15-04","42",2,"2015-05-03 2:22","DY15-04 42 2 60BON 1",0,0,2015,5,57.5285,-168.6145,123,149.565,73,"DY15-04_57.5285_-168.6145_2015-05-03 2:22_505",0,160,"5/3/2015",221437
"1863","DY15-04","43",2,"2015-05-03 4:10","DY15-04 43 2 60BON 1",0,0,2015,5,57.6565,-169.0065,123,124.665,70,"DY15-04_57.6565_-169.0065_2015-05-03 4:10_505",0,160,"5/3/2015",221437
"1864","DY15-04","45",5,"2015-05-03 9:27","DY15-04 45 5 60BON 1",16.22553,25.3524,2015,5,57.8325,-168.8893,123,118.332,72,"DY15-04_57.8325_-168.8893_2015-05-03 9:27_505",3,160,"5/3/2015",221437
"1865","DY15-04","46",2,"2015-05-03 11:21","DY15-04 46 2 60BON 1",169.16642,277.32199,2015,5,58.0692,-168.7278,123,129.813,71,"DY15-04_58.0692_-168.7278_2015-05-03 11:21_505",36,160,"5/3/2015",221437
"1866","DY15-04","44",2,"2015-05-03 6:24","DY15-04 44 2 60BON 1",4.88005,7.87104,2015,5,57.7652,-168.4683,123,127.048,72,"DY15-04_57.7652_-168.4683_2015-05-03 6:24_505",1,160,"5/3/2015",221437
"1867","DY15-04","49",2,"2015-05-03 15:50","DY15-04 49 2 60BON 1",187.96138,303.16351,2015,5,58.0468,-169.668,123,131.942,72,"DY15-04_58.0468_-169.668_2015-05-03 15:50_505",40,160,"5/3/2015",221437
"1868","DY15-04","51",2,"2015-05-03 19:17","DY15-04 51 2 60BON 1",74.47409,112.83953,2015,5,58.2212,-170.0862,123,124.07,74,"DY15-04_58.2212_-170.0862_2015-05-03 19:17_505",14,160,"5/3/2015",221437
"1869","1TT06","75",2,"2006-05-02 16:33","1TT06 75 2 60BON 1",444.63492,201.19227,2006,5,59.48617,-177.6035,122,313.1333,232,"1TT06_59.48617_-177.6035_2006-05-02 16:33_333",63,442,"5/2/2006",242629
"1872","6MF95","101",1,"1995-04-26 21:25","6MF95 101 1 60BON 1",0,0,1995,4,55.788,-167.30901,116,175.99498,130,"6MF95_55.788_-167.30901_1995-04-26 21:25_333",0,275,"4/26/1995",257129
"1878","4MF03","34",2,"2003-05-20 19:25","4MF03 34 2 60BON 1",19.31203,28.40005,2003,5,56.57983,-161.01016,140,140.84483,71,"4MF03_56.57983_-161.01016_2003-05-20 19:25_505",4,125,"5/20/2003",255366
"1879","4MF03","44",2,"2003-05-22 22:18","4MF03 44 2 60BON 1",0,0,2003,5,56.225,-162.20334,142,133.46036,78,"4MF03_56.225_-162.20334_2003-05-22 22:18_505",0,125,"5/22/2003",255366
"1880","4MF03","47",1,"2003-05-23 4:01","4MF03 47 1 60BON 1",0,0,2003,5,55.86666,-163.37167,143,192.70439,88,"4MF03_55.86666_-163.37167_2003-05-23 4:01_505",0,125,"5/23/2003",255366
"1883","6MF95","122",1,"1995-04-28 14:59","6MF95 122 1 60BON 1",0,0,1995,4,55.94333,-164.9572,118,132.82716,98,"6MF95_55.94333_-164.9572_1995-04-28 14:59_333",0,275,"4/28/1995",257129
"1884","6MF95","13",1,"1995-04-18 10:07","6MF95 13 1 60BON 1",0,0,1995,4,55.20733,-168.2058,108,296.66574,1420,"6MF95_55.20733_-168.2058_1995-04-18 10:07_333",0,275,"4/18/1995",257129
"1885","6MF95","143",1,"1995-04-30 17:04","6MF95 143 1 60BON 1",7.69636,11.48711,1995,4,54.9155,-164.795,120,87.05413,74,"6MF95_54.9155_-164.795_1995-04-30 17:04_333",1,275,"4/30/1995",257129
"1886","6MF95","146",1,"1995-04-30 19:29","6MF95 146 1 60BON 1",0,0,1995,4,54.95083,-164.98351,120,119.57319,92,"6MF95_54.95083_-164.98351_1995-04-30 19:29_333",0,275,"4/30/1995",257129
"1892","3MF79","V015A",9,"1979-06-06 0:36","3MF79 V015A 9 60BON 1",0,0,1979,6,57.05833,-165.04671,157,83.356,68,"3MF79_57.05833_-165.04671_1979-06-06 0:36_505",0,126,"6/6/1979",227682
"1893","3MF79","G008A",2,"1979-06-01 23:20","3MF79 G008A 2 60BON 1",0,0,1979,6,55.655,-167.065,152,168.15161,134,"3MF79_55.655_-167.065_1979-06-01 23:20_505",0,126,"6/1/1979",227682
"1894","3MF79","G022A",2,"1979-06-16 12:20","3MF79 G022A 2 60BON 1",0,0,1979,6,52.76,-174.8083,167,368.16049,3000,"3MF79_52.76_-174.8083_1979-06-16 12:20_505",0,126,"6/16/1979",227682
"1899","1OC88","G010A",1,"1988-03-18 12:10","1OC88 G010A 1 60BON 1",0,0,1988,3,54.39333,-168.5717,77,549.11713,1385,"1OC88_54.39333_-168.5717_1988-03-18 12:10_333",0,107,"3/18/1988",311661
"1900","1OC88","G021A",1,"1988-03-19 17:24","1OC88 G021A 1 60BON 1",0,0,1988,3,54.405,-167.7733,78,582.87238,945,"1OC88_54.405_-167.7733_1988-03-19 17:24_333",0,107,"3/19/1988",311661
"1901","3MF79","G054A",2,"1979-06-26 6:35","3MF79 G054A 2 60BON 1",0,0,1979,6,56.74667,-170.06329,177,122.16075,82,"3MF79_56.74667_-170.06329_1979-06-26 6:35_505",0,126,"6/26/1979",227682
"1902","1AK11","7",2,"2011-06-16 1:30","1AK11 7 2 60BON 1",0,0,2011,6,55.98833,-164.61166,167,151.68855,90,"1AK11_55.98833_-164.61166_2011-06-16 1:30_333",0,208,"6/16/2011",232110
"1903","1AK11","8",2,"2011-06-20 23:30","1AK11 8 2 60BON 1",0,0,2011,6,56.96667,-167.06833,171,92.09576,71,"1AK11_56.96667_-167.06833_2011-06-20 23:30_333",0,208,"6/20/2011",232110
"1904","1AR07","10",2,"2007-06-19 3:39","1AR07 10 2 60BON 1",757.4102,3293.08781,2007,6,58.68283,-163.422,170,36.74363,27,"1AR07_58.68283_-163.422_2007-06-19 3:39_333",121,446,"6/19/2007",234261
"1905","1AR07","13",2,"2007-06-22 15:37","1AR07 13 2 60BON 1",0,0,2007,6,55.04317,-164.61084,173,97.75127,64,"1AR07_55.04317_-164.61084_2007-06-22 15:37_333",0,446,"6/22/2007",234261
"1906","1AR07","2",2,"2007-06-11 3:39","1AR07 2 2 60BON 1",0,0,2007,6,58.01833,-162.00684,162,91.53421,53,"1AR07_58.01833_-162.00684_2007-06-11 3:39_333",0,446,"6/11/2007",234261
"1907","1AR09","2",2,"2009-06-07 4:33","1AR09 2 2 60BON 2",35.85882,52.73355,2009,6,56.34483,-162.18134,158,132.74281,78,"1AR09_56.34483_-162.18134_2009-06-07 4:33_333",7,311,"6/7/2009",225280
"1910","1DY11","32",5,"2011-05-23 13:26","1DY11 32 5 60BON 1",193.4931,293.17136,2011,5,57.83317,-168.88567,143,133.028,73,"1DY11_57.83317_-168.88567_2011-05-23 13:26_333",39,208,"5/23/2011",232110
"1913","DY14-06","62",1,"2014-05-25 13:21","DY14-06 62 1 60BON 1",0,0,2014,5,56.762,-163.2413,145,96.15214,73,"DY14-06_56.762_-163.2413_2014-05-25 13:21_505",0,521,"5/25/2014",228355
"1916","1DY09","30",1,"2009-03-04 8:18","1DY09 30 1 60BON 1",0,0,2009,3,54.90267,-167.41451,63,751.70465,406,"1DY09_54.90267_-167.41451_2009-03-04 8:18_505",0,311,"3/4/2009",225280
"1917","1DY11","11",5,"2011-05-21 23:02","1DY11 11 5 60BON 1",11.80796,18.16609,2011,5,59.91367,-171.69966,141,110.09525,71,"1DY11_59.91367_-171.69966_2011-05-21 23:02_333",2,208,"5/21/2011",232110
"1918","1DY09","25",1,"2009-03-03 20:51","1DY09 25 1 60BON 1",0,0,2009,3,54.69383,-166.24083,62,459.43576,285,"1DY09_54.69383_-166.24083_2009-03-03 20:51_505",0,311,"3/3/2009",225280
"1919","1DY09","26",1,"2009-03-03 23:27","1DY09 26 1 60BON 1",0,0,2009,3,54.79533,-166.82466,62,475.18774,284,"1DY09_54.79533_-166.82466_2009-03-03 23:27_505",0,311,"3/3/2009",225280
"1920","1MF99","32",1,"1999-04-16 11:30","1MF99 32 1 60BON 1",0,0,1999,4,55.9255,-165.9362,106,180.60895,120,"1MF99_55.9255_-165.9362_1999-04-16 11:30_505",0,112,"4/16/1999",246131
"1921","1MF99","33",1,"1999-04-16 13:07","1MF99 33 1 60BON 1",0,0,1999,4,55.80717,-166.317,106,175.13767,130,"1MF99_55.80717_-166.317_1999-04-16 13:07_505",0,112,"4/16/1999",246131
"1923","1MP91","G024A",1,"1991-04-16 19:30","1MP91 G024A 1 60BON 1",0,0,1991,4,55.93333,-164.3,106,72.99502,89,"1MP91_55.93333_-164.3_1991-04-16 19:30_333",0,81,"4/16/1991",284096
"1924","1MP91","G041A",1,"1991-04-19 16:05","1MP91 G041A 1 60BON 1",0,0,1991,4,55.78333,-165.98331,109,130.02405,118,"1MP91_55.78333_-165.98331_1991-04-19 16:05_333",0,81,"4/19/1991",284096
"1925","1MP91","G098A",1,"1991-04-27 17:35","1MP91 G098A 1 60BON 1",0,0,1991,4,57,-171.8333,117,85.24024,110,"1MP91_57_-171.8333_1991-04-27 17:35_333",0,81,"4/27/1991",284096
"1926","1MP91","G104A",1,"1991-04-28 21:05","1MP91 G104A 1 60BON 1",0,0,1991,4,57.11667,-174.5667,118,205.05302,3000,"1MP91_57.11667_-174.5667_1991-04-28 21:05_333",0,81,"4/28/1991",284096
"1928","1DN88","G178A",1,"1988-04-18 9:20","1DN88 G178A 1 60BON 2",0,0,1988,4,55.45333,-168.06171,108,200.48798,165,"1DN88_55.45333_-168.06171_1988-04-18 9:20_505",0,107,"4/18/1988",311661
"1937","0MF91","G008A",1,"1991-03-12 13:36","0MF91 G008A 1 60BON 1",0,0,1991,3,54.55167,-167.0067,71,455.50089,464,"0MF91_54.55167_-167.0067_1991-03-12 13:36_333",0,81,"3/12/1991",284096
"1938","1DN88","G196A",1,"1988-04-25 14:25","1DN88 G196A 1 60BON 2",0,0,1988,4,55.63,-170.5833,115,325.38181,2300,"1DN88_55.63_-170.5833_1988-04-25 14:25_505",0,107,"4/25/1988",311661
"1939","1OC88","D033B",1,"1988-03-21 6:37","1OC88 D033B 1 60BON 1",0,0,1988,3,54.40667,-168.11,80,153.56992,1221,"1OC88_54.40667_-168.11_1988-03-21 6:37_333",0,107,"3/21/1988",311661
"1943","1HE07","135",3,"2007-04-29 17:50","1HE07 135 3 60BON 2",0,0,2007,4,58.45717,-170.72034,119,130.54271,78,"1HE07_58.45717_-170.72034_2007-04-29 17:50_333",0,446,"4/29/2007",234261
"1945","1DY12","49",1,"2012-05-04 5:24","1DY12 49 1 60BON 1",0,0,2012,5,54.56517,-166.6318,124,464.5239,426,"1DY12_54.56517_-166.6318_2012-05-04 5:24_505",0,429,"5/4/2012",234044
"1947","DY14-06","227",1,"2014-06-06 16:52","DY14-06 227 1 60BON 1",0,0,2014,6,58.8275,-172.3052,157,165.4017,100,"DY14-06_58.8275_-172.3052_2014-06-06 16:52_505",0,521,"6/6/2014",228355
"1948","1HE07","28",2,"2007-04-14 5:36","1HE07 28 2 60BON 1",0,0,2007,4,57.797,-168.86684,104,84.43328,71,"1HE07_57.797_-168.86684_2007-04-14 5:36_333",0,446,"4/14/2007",234261
"1949","1HE07","52",3,"2007-04-16 19:59","1HE07 52 3 60BON 1",0,0,2007,4,60.25467,-173.52667,106,108.54594,68,"1HE07_60.25467_-173.52667_2007-04-16 19:59_333",0,446,"4/16/2007",234261
"1950","1DY12","51",1,"2012-05-04 10:38","1DY12 51 1 60BON 1",0,0,2012,5,54.46567,-166.0392,124,564.2226,545,"1DY12_54.46567_-166.0392_2012-05-04 10:38_505",0,429,"5/4/2012",234044
"1951","1DY12","60",1,"2012-05-05 8:36","1DY12 60 1 60BON 1",0,0,2012,5,55.81133,-166.3248,125,298.2454,128,"1DY12_55.81133_-166.3248_2012-05-05 8:36_505",0,429,"5/5/2012",234044
"1952","DY14-06","44",1,"2014-05-24 8:51","DY14-06 44 1 60BON 1",18.22798,46.73841,2014,5,55.3037,-163.3367,144,85.58272,49,"DY14-06_55.3037_-163.3367_2014-05-24 8:51_505",4,521,"5/24/2014",228355
"1954","DY14-06","21",1,"2014-05-22 17:05","DY14-06 21 1 60BON 1",0,0,2014,5,55.053,-165.1058,142,208.51765,112,"DY14-06_55.053_-165.1058_2014-05-22 17:05_505",0,521,"5/22/2014",228355
"1955","DY14-06","210",1,"2014-06-05 14:08","DY14-06 210 1 60BON 1",0,0,2014,6,57.9288,-172.3443,156,188.19061,107,"DY14-06_57.9288_-172.3443_2014-06-05 14:08_505",0,521,"6/5/2014",228355
"1973","DY14-06","194",1,"2014-06-04 13:31","DY14-06 194 1 60BON 1",0,0,2014,6,57.7307,-171.1682,155,185.80091,92,"DY14-06_57.7307_-171.1682_2014-06-04 13:31_505",0,521,"6/4/2014",228355
"1982","1DY12","13",2,"2012-04-29 18:44","1DY12 13 2 60BON 1",0,0,2012,4,54.44683,-164.9885,119,84.8459,48,"1DY12_54.44683_-164.9885_2012-04-29 18:44_505",0,429,"4/29/2012",234044
"1983","DY14-06","53",1,"2014-05-24 23:47","DY14-06 53 1 60BON 1",0,0,2014,5,55.8647,-163.3723,144,165.97919,91,"DY14-06_55.8647_-163.3723_2014-05-24 23:47_505",0,521,"5/24/2014",228355
"1988","DY14-06","222",1,"2014-06-06 8:10","DY14-06 222 1 60BON 1",56.78546,74.71771,2014,6,58.845,-171.348,157,133.83707,86,"DY14-06_58.845_-171.348_2014-06-06 8:10_505",10,521,"6/6/2014",228355
"1990","1TT06","47",2,"2006-04-24 18:55","1TT06 47 2 60BON 1",35.30751,47.07668,2006,4,58.39267,-171.0125,114,148.69359,85,"1TT06_58.39267_-171.0125_2006-04-24 18:55_333",7,442,"4/24/2006",242629
"1992","6MF95","90",2,"1995-04-26 0:04","6MF95 90 2 60BON 1",0,0,1995,4,55.38517,-164.9137,116,138.65547,102,"6MF95_55.38517_-164.9137_1995-04-26 0:04_333",0,275,"4/26/1995",257129
"1994","DY14-06","39",1,"2014-05-24 0:35","DY14-06 39 1 60BON 1",0,0,2014,5,56.064,-164.571,144,141.69056,93,"DY14-06_56.064_-164.571_2014-05-24 0:35_505",0,521,"5/24/2014",228355
"1995","DY14-06","78",1,"2014-05-26 13:22","DY14-06 78 1 60BON 1",0,0,2014,5,56.6818,-161.6327,146,111.44801,83,"DY14-06_56.6818_-161.6327_2014-05-26 13:22_505",0,521,"5/26/2014",228355
"1999","1TT06","59",2,"2006-04-28 13:25","1TT06 59 2 60BON 1",142.29254,146.69334,2006,4,58.16917,-172.37117,118,163.60661,107,"1TT06_58.16917_-172.37117_2006-04-28 13:25_333",24,442,"4/28/2006",242629
"2002","7MF95","114",1,"1995-05-14 13:10","7MF95 114 1 60BON 1",0,0,1995,5,54.94717,-164.50079,134,68.0305,45,"7MF95_54.94717_-164.50079_1995-05-14 13:10_333",0,275,"5/14/1995",257129
"2008","DY13-05","30",2,"2013-05-05 12:25","DY13-05 30 2 60BON 1",26.41877,40.02844,2013,5,57.0163,-164.2143,125,124.9112,70,"DY13-05_57.0163_-164.2143_2013-05-05 12:25_500",5,63,"5/5/2013",234526
"2009","1TT06","30",2,"2006-04-22 23:26","1TT06 30 2 60BON 1",23.98866,38.69139,2006,4,58.4935,-169.995,112,155.07326,72,"1TT06_58.4935_-169.995_2006-04-22 23:26_333",6,442,"4/22/2006",242629
"2011","7MF95","24",1,"1995-05-06 14:30","7MF95 24 1 60BON 1",37.43927,55.87951,1995,5,56.94517,-165.4377,126,107.37389,68,"7MF95_56.94517_-165.4377_1995-05-06 14:30_333",6,275,"5/6/1995",257129
"2012","7MF95","30",1,"1995-05-07 0:08","7MF95 30 1 60BON 1",0,0,1995,5,56.22833,-167.7133,127,178.81459,129,"7MF95_56.22833_-167.7133_1995-05-07 0:08_333",0,275,"5/7/1995",257129
"2014","7MF95","38",1,"1995-05-07 14:26","7MF95 38 1 60BON 1",16.03204,23.92841,1995,5,56.72433,-165.2208,127,83.58265,72,"7MF95_56.72433_-165.2208_1995-05-07 14:26_333",2,275,"5/7/1995",257129
"2015","7MF95","54",1,"1995-05-09 11:02","7MF95 54 1 60BON 1",0,0,1995,5,55.92783,-165.9388,129,142.92844,117,"7MF95_55.92783_-165.9388_1995-05-09 11:02_333",0,275,"5/9/1995",257129
"2016","7MF95","55",1,"1995-05-09 12:45","7MF95 55 1 60BON 1",0,0,1995,5,56.04733,-165.5533,129,136.94832,98,"7MF95_56.04733_-165.5533_1995-05-09 12:45_333",0,275,"5/9/1995",257129
"2017","7MF95","74",1,"1995-05-11 4:59","7MF95 74 1 60BON 1",0,0,1995,5,55.5875,-166.1093,131,152.00198,122,"7MF95_55.5875_-166.1093_1995-05-11 4:59_333",0,275,"5/11/1995",257129
"2019","7MF95","94",2,"1995-05-12 23:21","7MF95 94 2 60BON 1",0,0,1995,5,55.62633,-164.1472,132,122.23831,89,"7MF95_55.62633_-164.1472_1995-05-12 23:21_333",0,275,"5/12/1995",257129
"2025","DY13-05","10",2,"2013-05-03 13:54","DY13-05 10 2 60BON 1",0,0,2013,5,54.3398,-165.4382,123,396.81574,162,"DY13-05_54.3398_-165.4382_2013-05-03 13:54_500",0,63,"5/3/2013",234526
"2028","5MF97","63",2,"1997-04-25 9:12","5MF97 63 2 60BON 1",8.95703,6.39788,1997,4,54.415,-165.15021,115,312.60355,152,"5MF97_54.415_-165.15021_1997-04-25 9:12_333",2,132,"4/25/1997",247943
"2029","6MF95","62",2,"1995-04-22 13:32","6MF95 62 2 60BON 1",0,0,1995,4,54.659,-165.28799,112,130.51718,116,"6MF95_54.659_-165.28799_1995-04-22 13:32_333",0,275,"4/22/1995",257129
"2030","DY13-05","33",10,"2013-05-07 1:13","DY13-05 33 10 60BON 1",74.87919,115.19875,2013,5,57.8643,-168.8863,127,112.84845,72,"DY13-05_57.8643_-168.8863_2013-05-07 1:13_500",13,63,"5/7/2013",234526
"2031","DY13-05","35",2,"2013-05-07 5:55","DY13-05 35 2 60BON 1",38.09272,59.51988,2013,5,58.0607,-168.7283,127,151.20998,71,"DY13-05_58.0607_-168.7283_2013-05-07 5:55_500",9,63,"5/7/2013",234526
"2032","DY13-05","18",2,"2013-05-04 8:10","DY13-05 18 2 60BON 1",4.10206,3.41838,2013,5,54.9333,-165.4812,124,292.53595,125,"DY13-05_54.9333_-165.4812_2013-05-04 8:10_500",1,63,"5/4/2013",234526
"2033","3MF93","113",2,"1993-04-29 21:54","3MF93 113 2 60BON 1",0,0,1993,4,54.255,-166.28,119,480.13834,620,"3MF93_54.255_-166.28_1993-04-29 21:54_333",0,119,"4/29/1993",268008
"2034","3MF93","114",1,"1993-04-29 23:04","3MF93 114 1 60BON 1",0,0,1993,4,54.19667,-166.2433,119,294.73526,251,"3MF93_54.19667_-166.2433_1993-04-29 23:04_333",0,119,"4/29/1993",268008
"2035","6MF97","21",2,"1997-05-06 13:15","6MF97 21 2 60BON 1",6.88254,6.09074,1997,5,55.92233,-166.16034,126,164.18358,124,"6MF97_55.92233_-166.16034_1997-05-06 13:15_333",1,132,"5/6/1997",247943
"2036","3MF93","25",1,"1993-04-18 4:25","3MF93 25 1 60BON 1",0,0,1993,4,54.66833,-167.19501,108,428.99487,458,"3MF93_54.66833_-167.19501_1993-04-18 4:25_333",0,119,"4/18/1993",268008
"2037","3MF93","33",1,"1993-04-18 19:34","3MF93 33 1 60BON 1",0,0,1993,4,54.32667,-167.325,108,477.65271,801,"3MF93_54.32667_-167.325_1993-04-18 19:34_333",0,119,"4/18/1993",268008
"2038","3MF93","35",1,"1993-04-19 0:51","3MF93 35 1 60BON 1",0,0,1993,4,53.78167,-167.2917,109,171.85701,144,"3MF93_53.78167_-167.2917_1993-04-19 0:51_333",0,119,"4/19/1993",268008
"2039","3MF93","37",1,"1993-04-19 5:28","3MF93 37 1 60BON 1",0,0,1993,4,54.205,-167.7067,109,355.7034,1450,"3MF93_54.205_-167.7067_1993-04-19 5:28_333",0,119,"4/19/1993",268008
"2040","3MF93","58",1,"1993-04-21 9:32","3MF93 58 1 60BON 1",0,0,1993,4,54.60333,-169.1167,111,471.05148,1528,"3MF93_54.60333_-169.1167_1993-04-21 9:32_333",0,119,"4/21/1993",268008
"2041","3MF93","70",1,"1993-04-22 7:20","3MF93 70 1 60BON 1",0,0,1993,4,54.77167,-167.78999,112,490.61649,1284,"3MF93_54.77167_-167.78999_1993-04-22 7:20_333",0,119,"4/22/1993",268008
"2042","3MF93","75",1,"1993-04-22 12:18","3MF93 75 1 60BON 1",0,0,1993,4,54.87667,-168.1333,112,470.8436,1751,"3MF93_54.87667_-168.1333_1993-04-22 12:18_333",0,119,"4/22/1993",268008
"2043","6MF95","106",1,"1995-04-27 5:16","6MF95 106 1 60BON 1",0,0,1995,4,55.46683,-166.48731,117,168.18826,127,"6MF95_55.46683_-166.48731_1995-04-27 5:16_333",0,275,"4/27/1995",257129
"2044","3MF79","G003A",2,"1979-06-01 8:00","3MF79 G003A 2 60BON 1",0,0,1979,6,54.64167,-167.8983,152,298.08536,1120,"3MF79_54.64167_-167.8983_1979-06-01 8:00_505",0,126,"6/1/1979",227682
"2047","3MF79","V015A",2,"1979-06-05 22:32","3MF79 V015A 2 60BON 1",0,0,1979,6,57.06333,-165.0533,156,83.09104,68,"3MF79_57.06333_-165.0533_1979-06-05 22:32_505",0,126,"6/5/1979",227682
"2049","DY13-05","41",2,"2013-05-08 0:53","DY13-05 41 2 60BON 1",52.46564,79.49339,2013,5,57.509,-167.9878,128,113.21696,72,"DY13-05_57.509_-167.9878_2013-05-08 0:53_500",9,63,"5/8/2013",234526
"2050","4MF99","13",1,"1999-05-19 8:44","4MF99 13 1 60BON 1",0,0,1999,5,54.57017,-166.1275,139,377.38602,427,"4MF99_54.57017_-166.1275_1999-05-19 8:44_505",0,112,"5/19/1999",246131
"2051","4MF99","4",1,"1999-05-17 7:34","4MF99 4 1 60BON 1",0,0,1999,5,54.06033,-167.77431,137,317.7121,0,"4MF99_54.06033_-167.77431_1999-05-17 7:34_505",0,112,"5/17/1999",246131
"2052","4MF99","9",1,"1999-05-19 0:33","4MF99 9 1 60BON 1",0,0,1999,5,54.36833,-165.2758,139,230.9751,174,"4MF99_54.36833_-165.2758_1999-05-19 0:33_505",0,112,"5/19/1999",246131
"2053","6MF95","114",1,"1995-04-27 23:30","6MF95 114 1 60BON 1",0,0,1995,4,55.80367,-166.3165,117,174.39278,122,"6MF95_55.80367_-166.3165_1995-04-27 23:30_333",0,275,"4/27/1995",257129
"2054","6MF95","131",1,"1995-04-29 6:27","6MF95 131 1 60BON 1",63.55179,93.45852,1995,4,56.8435,-164.83299,119,117.69928,75,"6MF95_56.8435_-164.83299_1995-04-29 6:27_333",11,275,"4/29/1995",257129
