"","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date"
"186","DY15-04","43",2,"5/3/2015 4:10:00","DY15-04 43 2 60BON 1",0,0,2015,5,57.6565,-169.0065,123,124.665,70,"DY15-04_57.6565_-169.0065_5/3/2015 4:10:00_505",0,93,"5/3/2015"
"187","DY15-04","45",5,"5/3/2015 9:27:00","DY15-04 45 5 60BON 1",0,0,2015,5,57.8325,-168.8893,123,118.332,72,"DY15-04_57.8325_-168.8893_5/3/2015 9:27:00_505",0,93,"5/3/2015"
"188","DY15-04","46",2,"5/3/2015 11:21:00","DY15-04 46 2 60BON 1",0,0,2015,5,58.0692,-168.7278,123,129.813,71,"DY15-04_58.0692_-168.7278_5/3/2015 11:21:00_505",0,93,"5/3/2015"
"189","DY15-04","44",2,"5/3/2015 6:24:00","DY15-04 44 2 60BON 1",0,0,2015,5,57.7652,-168.4683,123,127.048,72,"DY15-04_57.7652_-168.4683_5/3/2015 6:24:00_505",0,93,"5/3/2015"
"190","DY15-04","49",2,"5/3/2015 15:50:00","DY15-04 49 2 60BON 1",0,0,2015,5,58.0468,-169.668,123,131.942,72,"DY15-04_58.0468_-169.668_5/3/2015 15:50:00_505",0,93,"5/3/2015"
"192","DY14-06","30",1,"5/23/2014 9:25:00","DY14-06 30 1 60BON 1",0,0,2014,5,55.169,-164.7068,143,171.04295,102,"DY14-06_55.169_-164.7068_5/23/2014 9:25:00_505",0,301,"5/23/2014"
"201","5MF97","37",2,"4/20/1997 23:23:00","5MF97 37 2 60BON 1",0,0,1997,4,56.76617,-164.3355,110,45.60003,74,"5MF97_56.76617_-164.3355_4/20/1997 23:23:00_333",0,132,"4/20/1997"
"202","3MF79","G033A",2,"6/19/1979 12:52:00","3MF79 G033A 2 60BON 1",0,0,1979,6,56.27,-166.4933,170,195.3587,105,"3MF79_56.27_-166.4933_6/19/1979 12:52:00_505",0,85,"6/19/1979"
"203","1MP91","G004A",1,"4/14/1991 14:05:00","1MP91 G004A 1 60BON 1",0,0,1991,4,55.33333,-164.23331,104,76.6387,100,"1MP91_55.33333_-164.23331_4/14/1991 14:05:00_333",0,75,"4/14/1991"
"205","1OM06","3",2,"6/22/2006 8:12:00","1OM06 3 2 60BON 1",6.41033,6.28464,2006,6,55.99983,-166.00017,173,159.11807,112,"1OM06_55.99983_-166.00017_6/22/2006 8:12:00_505",1,267,"6/22/2006"
"208","2DY10","87",2,"5/16/2010 3:08:00","2DY10 87 2 60BON 2",0,0,2010,5,56.43033,-168.89867,136,233.54387,113,"2DY10_56.43033_-168.89867_5/16/2010 3:08:00_500",0,240,"5/16/2010"
"209","4MF03","44",2,"5/22/2003 22:18:00","4MF03 44 2 60BON 1",0,0,2003,5,56.225,-162.20334,142,133.46036,78,"4MF03_56.225_-162.20334_5/22/2003 22:18:00_505",0,88,"5/22/2003"
"210","4MF03","47",1,"5/23/2003 4:01:00","4MF03 47 1 60BON 1",0,0,2003,5,55.86666,-163.37167,143,192.70439,88,"4MF03_55.86666_-163.37167_5/23/2003 4:01:00_505",0,88,"5/23/2003"
"214","4MF07","5",2,"5/8/2007 17:47:00","4MF07 5 2 60BON 1",7.36421,2.44658,2007,5,55.41167,-169.36533,128,408.73367,2364,"4MF07_55.41167_-169.36533_5/8/2007 17:47:00_505",1,279,"5/8/2007"
"215","4MF07","22",2,"5/10/2007 15:06:00","4MF07 22 2 60BON 1",0,0,2007,5,55.72917,-170.16516,130,358.30121,2428,"4MF07_55.72917_-170.16516_5/10/2007 15:06:00_505",0,279,"5/10/2007"
"218","4MF07","74",2,"5/15/2007 23:40:00","4MF07 74 2 60BON 1",0,0,2007,5,55.79016,-172.63367,135,387.37268,3205,"4MF07_55.79016_-172.63367_5/15/2007 23:40:00_505",0,279,"5/15/2007"
"221","2DY12","38",1,"5/19/2012 13:54:00","2DY12 38 1 60BON 1",0,0,2012,5,55.9475,-164.958,139,176.2998,97,"2DY12_55.9475_-164.958_5/19/2012 13:54:00_505",0,299,"5/19/2012"
"224","2DY12","127",1,"5/26/2012 1:18:00","2DY12 127 1 60BON 1",0,0,2012,5,56.449,-167.9343,146,308.5219,127,"2DY12_56.449_-167.9343_5/26/2012 1:18:00_505",0,299,"5/26/2012"
"225","2DY12","171",1,"5/30/2012 18:51:00","2DY12 171 1 60BON 1",0,0,2012,5,57.30867,-169.7748,150,114.2898,56,"2DY12_57.30867_-169.7748_5/30/2012 18:51:00_505",0,299,"5/30/2012"
"226","DY14-06","103",1,"5/28/2014 5:51:00","DY14-06 103 1 60BON 1",0,0,2014,5,56.6027,-165.5917,148,146.96837,80,"DY14-06_56.6027_-165.5917_5/28/2014 5:51:00_505",0,301,"5/28/2014"
"229","5MF05","98",2,"5/18/2005 7:31:00","5MF05 98 2 60BON 1",21.56939,20.34848,2005,5,55.48617,-165.52049,138,147.43117,115,"5MF05_55.48617_-165.52049_5/18/2005 7:31:00_505",3,148,"5/18/2005"
"230","3MF79","V008A",2,"6/3/1979 22:35:00","3MF79 V008A 2 60BON 1",0,0,1979,6,56.05333,-166.57001,154,156.82571,124,"3MF79_56.05333_-166.57001_6/3/1979 22:35:00_505",0,85,"6/3/1979"
"232","1TT06","100",2,"5/9/2006 3:56:00","1TT06 100 2 60BON 1",0,0,2006,5,58.0015,-167.35133,129,103.87132,67,"1TT06_58.0015_-167.35133_5/9/2006 3:56:00_333",0,267,"5/9/2006"
"235","2DY10","14",2,"5/7/2010 17:25:00","2DY10 14 2 60BON 2",0,0,2010,5,55.24333,-166.27499,127,264.4682,133,"2DY10_55.24333_-166.27499_5/7/2010 17:25:00_500",0,240,"5/7/2010"
"239","5MF05","7",3,"5/10/2005 20:49:00","5MF05 7 3 60BON 1",0,0,2005,5,55.28783,-164.32883,130,135.24977,96,"5MF05_55.28783_-164.32883_5/10/2005 20:49:00_505",0,148,"5/10/2005"
"242","3MF79","G048A",2,"6/24/1979 9:16:00","3MF79 G048A 2 60BON 1",0,0,1979,6,56.94167,-168.1317,175,111.72615,80,"3MF79_56.94167_-168.1317_6/24/1979 9:16:00_505",0,85,"6/24/1979"
"243","3MF79","G052A",2,"6/25/1979 10:06:00","3MF79 G052A 2 60BON 1",0,0,1979,6,55.98667,-170.2117,176,308.41394,500,"3MF79_55.98667_-170.2117_6/25/1979 10:06:00_505",0,85,"6/25/1979"
"244","1DN88","G177A",1,"4/17/1988 18:50:00","1DN88 G177A 1 60BON 2",0,0,1988,4,54.88333,-169.3833,107,403.68582,2580,"1DN88_54.88333_-169.3833_4/17/1988 18:50:00_505",0,102,"4/17/1988"
"245","1DN88","G180A",1,"4/18/1988 21:05:00","1DN88 G180A 1 60BON 2",0,0,1988,4,55.495,-166.73331,108,195.44682,131,"1DN88_55.495_-166.73331_4/18/1988 21:05:00_505",0,102,"4/18/1988"
"246","3MF79","V010A",2,"6/4/1979 15:30:00","3MF79 V010A 2 60BON 1",0,0,1979,6,57.05,-165.0217,155,96.8346,68,"3MF79_57.05_-165.0217_6/4/1979 15:30:00_505",0,85,"6/4/1979"
"247","1DY11","42",2,"5/25/2011 6:02:00","1DY11 42 2 60BON 1",0,0,2011,5,57.44033,-166.5125,145,171.52718,69,"1DY11_57.44033_-166.5125_5/25/2011 6:02:00_333",0,103,"5/25/2011"
"248","1DY11","53",5,"5/26/2011 10:04:00","1DY11 53 5 60BON 1",0,0,2011,5,56.91267,-164.036,146,127.57818,72,"1DY11_56.91267_-164.036_5/26/2011 10:04:00_333",0,103,"5/26/2011"
"250","1HE07","215",3,"5/11/2007 16:44:00","1HE07 215 3 60BON 1",0,0,2007,5,55.55583,-167.70383,131,251.30862,136,"1HE07_55.55583_-167.70383_5/11/2007 16:44:00_333",0,279,"5/11/2007"
"251","1HE07","30",5,"4/14/2007 13:55:00","1HE07 30 5 60BON 1",0,0,2007,4,57.90867,-169.06934,104,93.02267,71,"1HE07_57.90867_-169.06934_4/14/2007 13:55:00_333",0,279,"4/14/2007"
"252","1HE07","119",2,"4/26/2007 17:00:00","1HE07 119 2 60BON 1",0,0,2007,4,56.96583,-170.27651,116,177.38493,77,"1HE07_56.96583_-170.27651_4/26/2007 17:00:00_333",0,279,"4/26/2007"
"253","1HE07","127",2,"4/28/2007 9:18:00","1HE07 127 2 60BON 1",0,0,2007,4,57.03233,-170.04167,118,167.08237,61,"1HE07_57.03233_-170.04167_4/28/2007 9:18:00_333",0,279,"4/28/2007"
"254","4MF99","3",1,"5/16/1999 23:09:00","4MF99 3 1 60BON 1",18.51711,6.19301,1999,5,54.08467,-167.6068,136,322.94458,1850,"4MF99_54.08467_-167.6068_5/16/1999 23:09:00_505",2,84,"5/16/1999"
"256","2DY12","159",2,"5/29/2012 23:30:00","2DY12 159 2 60BON 1",0,0,2012,5,56.30067,-170.2053,149,214.2942,114,"2DY12_56.30067_-170.2053_5/29/2012 23:30:00_505",0,299,"5/29/2012"
"258","1OM01","5",3,"7/21/2001 18:11:00","1OM01 5 3 60BON 1",0,0,2001,7,57.01917,-165.98984,202,88.90384,74,"1OM01_57.01917_-165.98984_7/21/2001 18:11:00_333",0,9,"7/21/2001"
"259","3MF79","G012A",2,"6/6/1979 11:24:00","3MF79 G012A 2 60BON 1",0,0,1979,6,56.58167,-165.91,157,106.7731,80,"3MF79_56.58167_-165.91_6/6/1979 11:24:00_505",0,85,"6/6/1979"
"260","3MF79","G016A",2,"6/7/1979 12:19:00","3MF79 G016A 2 60BON 1",0,0,1979,6,54.07667,-171.45,158,301.50195,NA,"3MF79_54.07667_-171.45_6/7/1979 12:19:00_505",0,85,"6/7/1979"
"261","4MF03","12",3,"5/19/2003 1:23:00","4MF03 12 3 60BON 1",0,0,2003,5,54.46283,-165.00517,139,118.74911,77,"4MF03_54.46283_-165.00517_5/19/2003 1:23:00_505",0,88,"5/19/2003"
"272","1OM00","4",2,"7/28/2000 17:18:00","1OM00 4 2 60BON 1",0,0,2000,7,56.51,-165.98167,209,113.36327,83,"1OM00_56.51_-165.98167_7/28/2000 17:18:00_333",0,54,"7/28/2000"
"274","1AK10","19",2,"6/26/2010 4:00:00","1AK10 19 2 60BON 1",25.95021,27.03147,2010,6,56.32033,-169.98167,177,258.95743,106,"1AK10_56.32033_-169.98167_6/26/2010 4:00:00_333",7,240,"6/26/2010"
"275","1AK10","20",2,"6/26/2010 19:10:00","1AK10 20 2 60BON 1",11.16362,9.38119,2010,6,55.98183,-167.61983,177,319.7887,129,"1AK10_55.98183_-167.61983_6/26/2010 19:10:00_333",3,240,"6/26/2010"
"281","1DY11","61",2,"5/27/2011 22:56:00","1DY11 61 2 60BON 1",0,0,2011,5,54.452,-164.97983,147,158.72949,57,"1DY11_54.452_-164.97983_5/27/2011 22:56:00_333",0,103,"5/27/2011"
"282","2DY10","29",2,"5/9/2010 5:13:00","2DY10 29 2 60BON 2",0,0,2010,5,54.8255,-164.88716,129,137.59807,75,"2DY10_54.8255_-164.88716_5/9/2010 5:13:00_500",0,240,"5/9/2010"
"283","4MF07","94",1,"5/18/2007 7:49:00","4MF07 94 1 60BON 1",0,0,2007,5,54.231,-166.7885,138,596.14447,1257,"4MF07_54.231_-166.7885_5/18/2007 7:49:00_505",0,279,"5/18/2007"
"285","4WE97","67",2,"7/6/1997 23:23:00","4WE97 67 2 60BON 1",0,0,1997,7,56.79167,-170.52034,187,151.03221,107,"4WE97_56.79167_-170.52034_7/6/1997 23:23:00_333",0,132,"7/6/1997"
"287","3MF06","22",2,"5/12/2006 2:53:00","3MF06 22 2 60BON 1",23.2953,38.18901,2006,5,54.013,-166.60117,132,104.74217,73,"3MF06_54.013_-166.60117_5/12/2006 2:53:00_505",4,267,"5/12/2006"
"288","3MF06","25",2,"5/12/2006 11:21:00","3MF06 25 2 60BON 1",0,0,2006,5,54.57167,-166.6315,132,365.78976,419,"3MF06_54.57167_-166.6315_5/12/2006 11:21:00_505",0,267,"5/12/2006"
"291","3MF79","G034A",2,"6/19/1979 14:55:00","3MF79 G034A 2 60BON 1",0,0,1979,6,56.07833,-166.7467,170,171.36192,126,"3MF79_56.07833_-166.7467_6/19/1979 14:55:00_505",0,85,"6/19/1979"
"292","4MF03","36",2,"5/21/2003 0:23:00","4MF03 36 2 60BON 1",0,0,2003,5,56.341,-161.81467,141,243.26242,82,"4MF03_56.341_-161.81467_5/21/2003 0:23:00_505",0,88,"5/21/2003"
"296","4MF03","54",2,"5/23/2003 18:00:00","4MF03 54 2 60BON 1",41.80378,38.7072,2003,5,55.27333,-165.29834,143,180.84491,114,"4MF03_55.27333_-165.29834_5/23/2003 18:00:00_505",7,88,"5/23/2003"
"297","1AR06","14",1,"7/24/2006 3:25:00","1AR06 14 1 60BON 1",0,0,2006,7,56.35883,-162.79266,205,81.28456,74,"1AR06_56.35883_-162.79266_7/24/2006 3:25:00_333",0,267,"7/24/2006"
"299","1AR09","9",2,"6/17/2009 0:46:00","1AR09 9 2 60BON 1",0,0,2009,6,55.65367,-166.99783,168,245.72372,132,"1AR09_55.65367_-166.99783_6/17/2009 0:46:00_333",0,189,"6/17/2009"
"300","DY14-06","121",1,"5/29/2014 9:54:00","DY14-06 121 1 60BON 1",0,0,2014,5,57.0453,-166.0402,149,140.46822,73,"DY14-06_57.0453_-166.0402_5/29/2014 9:54:00_505",0,301,"5/29/2014"
"304","3DY09","69",2,"5/15/2009 22:15:00","3DY09 69 2 60BON 1",0,0,2009,5,55.369,-165.90067,135,195.95366,121,"3DY09_55.369_-165.90067_5/15/2009 22:15:00_505",0,189,"5/15/2009"
"305","3DY08","6",2,"5/13/2008 14:21:00","3DY08 6 2 60BON 1",0,0,2008,5,54.56933,-166.62633,133,542.4834,420,"3DY08_54.56933_-166.62633_5/13/2008 14:21:00_335",0,231,"5/13/2008"
"306","4MF94","147",4,"4/28/1994 23:04:00","4MF94 147 4 60BON 1",0,0,1994,4,54.1,-166.23171,118,120.4607,80,"4MF94_54.1_-166.23171_4/28/1994 23:04:00_333",0,145,"4/28/1994"
"307","4MF94","148",2,"4/29/1994 1:06:00","4MF94 148 2 60BON 1",0,0,1994,4,54.175,-166.2867,119,255.905,165,"4MF94_54.175_-166.2867_4/29/1994 1:06:00_333",0,145,"4/29/1994"
"308","4MF07","3",2,"5/8/2007 13:33:00","4MF07 3 2 60BON 1",0,0,2007,5,55.64883,-168.63167,128,171.32869,155,"4MF07_55.64883_-168.63167_5/8/2007 13:33:00_505",0,279,"5/8/2007"
"310","4MF07","83",2,"5/16/2007 21:16:00","4MF07 83 2 60BON 1",17.77416,5.94453,2007,5,55.708,-171.10417,136,336.44354,2891,"4MF07_55.708_-171.10417_5/16/2007 21:16:00_505",2,279,"5/16/2007"
"311","4MF07","84",2,"5/16/2007 23:34:00","4MF07 84 2 60BON 1",0,0,2007,5,55.4885,-170.89684,136,362.39945,3242,"4MF07_55.4885_-170.89684_5/16/2007 23:34:00_505",0,279,"5/16/2007"
"312","4MF94","141",4,"4/28/1994 1:04:00","4MF94 141 4 60BON 1",0,0,1994,4,54.525,-165.3967,118,126.7126,82,"4MF94_54.525_-165.3967_4/28/1994 1:04:00_333",0,145,"4/28/1994"
"313","4MF94","142",1,"4/28/1994 2:58:00","4MF94 142 1 60BON 1",0,0,1994,4,54.63167,-165.4967,118,368.5773,191,"4MF94_54.63167_-165.4967_4/28/1994 2:58:00_333",0,145,"4/28/1994"
"314","4WE97","51",2,"7/5/1997 20:30:00","4WE97 51 2 60BON 1",0,0,1997,7,57.324,-170.14116,186,76.60498,47,"4WE97_57.324_-170.14116_7/5/1997 20:30:00_333",0,132,"7/5/1997"
"315","4WE97","63",2,"7/6/1997 19:16:00","4WE97 63 2 60BON 1",0,0,1997,7,57.00433,-170.31317,187,94.34479,65,"4WE97_57.00433_-170.31317_7/6/1997 19:16:00_333",0,132,"7/6/1997"
"316","5MF00","45",1,"5/11/2000 12:23:00","5MF00 45 1 60BON 1",0,0,2000,5,56.42433,-163.41667,131,121.33609,85,"5MF00_56.42433_-163.41667_5/11/2000 12:23:00_333",0,54,"5/11/2000"
"317","4MF07","71",3,"5/15/2007 11:33:00","4MF07 71 3 60BON 1",0,0,2007,5,56.43217,-173.27251,135,357.7594,2691,"4MF07_56.43217_-173.27251_5/15/2007 11:33:00_505",0,279,"5/15/2007"
"318","4MF94","155",4,"4/30/1994 4:06:00","4MF94 155 4 60BON 1",0,0,1994,4,53.51,-167.57829,120,133.3522,71,"4MF94_53.51_-167.57829_4/30/1994 4:06:00_333",0,145,"4/30/1994"
"319","4MF94","20",1,"4/17/1994 10:05:00","4MF94 20 1 60BON 1",0,0,1994,4,55.07,-168.5817,107,262.36389,1850,"4MF94_55.07_-168.5817_4/17/1994 10:05:00_333",0,145,"4/17/1994"
"320","4MF94","29",1,"4/18/1994 1:51:00","4MF94 29 1 60BON 1",0,0,1994,4,55.22,-167.26669,108,196.3152,145,"4MF94_55.22_-167.26669_4/18/1994 1:51:00_333",0,145,"4/18/1994"
"321","4MF94","30",2,"4/18/1994 3:57:00","4MF94 30 2 60BON 1",0,0,1994,4,55.00833,-167.0517,108,238.304,161,"4MF94_55.00833_-167.0517_4/18/1994 3:57:00_333",0,145,"4/18/1994"
"322","4MF94","31",2,"4/18/1994 6:12:00","4MF94 31 2 60BON 1",0,0,1994,4,54.88833,-167.4083,108,287.1622,432,"4MF94_54.88833_-167.4083_4/18/1994 6:12:00_333",0,145,"4/18/1994"
"323","4MF94","32",1,"4/18/1994 8:18:00","4MF94 32 1 60BON 1",0,0,1994,4,54.75667,-167.78169,108,251.3775,1140,"4MF94_54.75667_-167.78169_4/18/1994 8:18:00_333",0,145,"4/18/1994"
"324","4WE97","91",2,"7/9/1997 5:14:00","4WE97 91 2 60BON 1",0,0,1997,7,56.91033,-169.67317,190,104.14695,69,"4WE97_56.91033_-169.67317_7/9/1997 5:14:00_333",0,132,"7/9/1997"
"325","4MF07","30",3,"5/11/2007 11:11:00","4MF07 30 3 60BON 1",0,0,2007,5,56.54583,-168.51849,131,172.10297,110,"4MF07_56.54583_-168.51849_5/11/2007 11:11:00_505",0,279,"5/11/2007"
"326","DY15-04","22",2,"5/1/2015 8:43:00","DY15-04 22 2 60BON 1",0,0,2015,5,56.7645,-164.3337,121,121.832,74,"DY15-04_56.7645_-164.3337_5/1/2015 8:43:00_505",0,93,"5/1/2015"
"327","DY15-04","25",2,"5/1/2015 14:09:00","DY15-04 25 2 60BON 2",0,0,2015,5,56.6687,-163.8582,121,135.259,76,"DY15-04_56.6687_-163.8582_5/1/2015 14:09:00_505",0,93,"5/1/2015"
"328","3MF06","76",2,"5/17/2006 9:11:00","3MF06 76 2 60BON 1",0,0,2006,5,56.56167,-162.01817,137,122.03668,72,"3MF06_56.56167_-162.01817_5/17/2006 9:11:00_505",0,267,"5/17/2006"
"329","4MF94","47",1,"4/19/1994 16:20:00","4MF94 47 1 60BON 1",0,0,1994,4,54.325,-167.35671,109,269.74991,834,"4MF94_54.325_-167.35671_4/19/1994 16:20:00_333",0,145,"4/19/1994"
"330","3MF93","42",1,"4/19/1993 15:52:00","3MF93 42 1 60BON 1",0,0,1993,4,54.95,-168.93829,109,485.28281,2295,"3MF93_54.95_-168.93829_4/19/1993 15:52:00_333",0,119,"4/19/1993"
"333","2MF92","G037A",1,"4/18/1992 20:33:00","2MF92 G037A 1 60BON 1",0,0,1992,4,54.955,-168.6033,108,153.48871,2225,"2MF92_54.955_-168.6033_4/18/1992 20:33:00_333",0,36,"4/18/1992"
"340","1OC88","G054A",1,"4/2/1988 7:21:00","1OC88 G054A 1 60BON 1",0,0,1988,4,54.18333,-168.395,92,567.14887,2412,"1OC88_54.18333_-168.395_4/2/1988 7:21:00_333",0,102,"4/2/1988"
"341","DY14-06","170",1,"6/3/2014 2:13:00","DY14-06 170 1 60BON 1",0,0,2014,6,56.9495,-170.8672,154,159.51708,103,"DY14-06_56.9495_-170.8672_6/3/2014 2:13:00_505",0,301,"6/3/2014"
"342","1MF99","22",1,"4/15/1999 19:28:00","1MF99 22 1 60BON 1",0,0,1999,4,55.72633,-164.7475,105,144.06953,98,"1MF99_55.72633_-164.7475_4/15/1999 19:28:00_505",0,84,"4/15/1999"
"343","1GP99","9",1,"7/14/1999 17:50:00","1GP99 9 1 60BON 1",0,0,1999,7,54.611,-165.09869,195,164.77135,88,"1GP99_54.611_-165.09869_7/14/1999 17:50:00_333",0,84,"7/14/1999"
"344","1MF99","45",1,"4/18/1999 0:34:00","1MF99 45 1 60BON 1",0,0,1999,4,57.0175,-164.21401,108,133.06911,70,"1MF99_57.0175_-164.21401_4/18/1999 0:34:00_505",0,84,"4/18/1999"
"345","1MF99","9",1,"4/14/1999 15:58:00","1MF99 9 1 60BON 1",0,0,1999,4,55.96233,-163.97321,104,130.05446,95,"1MF99_55.96233_-163.97321_4/14/1999 15:58:00_505",0,84,"4/14/1999"
"346","2MF98","10",1,"4/9/1998 23:27:00","2MF98 10 1 60BON 1",0,0,1998,4,55.06817,-164.11031,99,121.78404,36,"2MF98_55.06817_-164.11031_4/9/1998 23:27:00_505",0,16,"4/9/1998"
"351","DY14-05","47",2,"5/11/2014 6:44:00","DY14-05 47 2 60BON 1",0,0,2014,5,58.0395,-169.6802,131,118.89627,70,"DY14-05_58.0395_-169.6802_5/11/2014 6:44:00_505",0,301,"5/11/2014"
"352","1MF99","10",1,"4/14/1999 17:28:00","1MF99 10 1 60BON 1",0,0,1999,4,56.18083,-164.1872,104,120.51318,92,"1MF99_56.18083_-164.1872_4/14/1999 17:28:00_505",0,84,"4/14/1999"
"353","DY14-06","172",1,"6/3/2014 5:51:00","DY14-06 172 1 60BON 1",0,0,2014,6,57.2282,-170.022,154,62.43945,37,"DY14-06_57.2282_-170.022_6/3/2014 5:51:00_505",0,301,"6/3/2014"
"354","DY14-05","8",3,"5/7/2014 23:38:00","DY14-05 8 3 60BON 1",0,0,2014,5,54.4388,-164.9883,127,75.86204,52,"DY14-05_54.4388_-164.9883_5/7/2014 23:38:00_505",0,301,"5/7/2014"
"355","DY14-06","162",1,"6/2/2014 13:32:00","DY14-06 162 1 60BON 2",0,0,2014,6,57.3283,-168.7978,153,131.40236,74,"DY14-06_57.3283_-168.7978_6/2/2014 13:32:00_505",0,301,"6/2/2014"
"356","3MF93","47",1,"4/20/1993 2:03:00","3MF93 47 1 60BON 1",0,0,1993,4,53.88,-167.895,110,494.38821,1550,"3MF93_53.88_-167.895_4/20/1993 2:03:00_333",0,119,"4/20/1993"
"357","3MF93","57",1,"4/21/1993 7:37:00","3MF93 57 1 60BON 1",0,0,1993,4,54.39833,-168.9083,111,416.57083,1740,"3MF93_54.39833_-168.9083_4/21/1993 7:37:00_333",0,119,"4/21/1993"
"358","3MF93","68",1,"4/22/1993 4:59:00","3MF93 68 1 60BON 1",0,0,1993,4,54.88,-167.895,112,455.34345,1818,"3MF93_54.88_-167.895_4/22/1993 4:59:00_333",0,119,"4/22/1993"
"359","3MF93","8",1,"4/16/1993 19:34:00","3MF93 8 1 60BON 1",0,0,1993,4,54.26333,-165.82671,106,96.25185,79,"3MF93_54.26333_-165.82671_4/16/1993 19:34:00_333",0,119,"4/16/1993"
"362","1HE07","20",2,"4/13/2007 14:43:00","1HE07 20 2 60BON 1",0,0,2007,4,57.421,-166.80983,103,92.92748,70,"1HE07_57.421_-166.80983_4/13/2007 14:43:00_333",0,279,"4/13/2007"
"363","3TT05","1",2,"5/16/2005 2:40:00","3TT05 1 2 60BON 1",0,0,2005,5,57.32784,-169.922,136,90.4128,58,"3TT05_57.32784_-169.922_5/16/2005 2:40:00_333",0,148,"5/16/2005"
"364","2DY12","59",1,"5/20/2012 23:30:00","2DY12 59 1 60BON 1",0,0,2012,5,55.86666,-163.374,140,126.479,90,"2DY12_55.86666_-163.374_5/20/2012 23:30:00_505",0,299,"5/20/2012"
"365","2DY12","80",2,"5/22/2012 16:58:00","2DY12 80 2 60BON 1",0,0,2012,5,56.66,-162.6413,142,101.169,76,"2DY12_56.66_-162.6413_5/22/2012 16:58:00_505",0,299,"5/22/2012"
"366","2DY12","82",1,"5/22/2012 20:04:00","2DY12 82 1 60BON 1",0,0,2012,5,56.22333,-162.1983,142,91.2783,78,"2DY12_56.22333_-162.1983_5/22/2012 20:04:00_505",0,299,"5/22/2012"
"367","2DY12","139",1,"5/27/2012 7:35:00","2DY12 139 1 60BON 1",0,0,2012,5,57.98466,-169.4705,147,149.4875,70,"2DY12_57.98466_-169.4705_5/27/2012 7:35:00_505",0,299,"5/27/2012"
"368","2DY12","140",1,"5/27/2012 9:01:00","2DY12 140 1 60BON 1",0,0,2012,5,57.86783,-169.8418,147,138.5516,73,"2DY12_57.86783_-169.8418_5/27/2012 9:01:00_505",0,299,"5/27/2012"
"370","2MF92","G011A",1,"4/17/1992 12:51:00","2MF92 G011A 1 60BON 1",0,0,1992,4,54.14833,-168.16,107,136.14647,2303,"2MF92_54.14833_-168.16_4/17/1992 12:51:00_333",0,36,"4/17/1992"
"371","5MF97","15",2,"4/18/1997 18:56:00","5MF97 15 2 60BON 1",0,0,1997,4,55.34433,-168.2522,108,505.93677,1375,"5MF97_55.34433_-168.2522_4/18/1997 18:56:00_333",0,132,"4/18/1997"
"372","6MF95","34",1,"4/20/1995 4:17:00","6MF95 34 1 60BON 1",0,0,1995,4,54.98083,-168.47301,110,126.80137,1372,"6MF95_54.98083_-168.47301_4/20/1995 4:17:00_333",0,275,"4/20/1995"
"373","6MF95","55",1,"4/22/1995 0:07:00","6MF95 55 1 60BON 1",0,0,1995,4,54.3705,-165.26849,112,209.79001,158,"6MF95_54.3705_-165.26849_4/22/1995 0:07:00_333",0,275,"4/22/1995"
"376","7MF95","68",1,"5/10/1995 15:54:00","7MF95 68 1 60BON 1",0,0,1995,5,56.54117,-163.02901,130,118.54457,76,"7MF95_56.54117_-163.02901_5/10/1995 15:54:00_333",0,275,"5/10/1995"
"377","3MF93","124",1,"4/30/1993 9:26:00","3MF93 124 1 60BON 1",0,0,1993,4,54.045,-166.46831,120,146.62599,136,"3MF93_54.045_-166.46831_4/30/1993 9:26:00_333",0,119,"4/30/1993"
"378","3MF93","13",1,"4/17/1993 4:28:00","3MF93 13 1 60BON 1",0,0,1993,4,55.34667,-166.88001,107,200.18201,136,"3MF93_55.34667_-166.88001_4/17/1993 4:28:00_333",0,119,"4/17/1993"
"380","1DY12","61",1,"5/5/2012 10:29:00","1DY12 61 1 60BON 1",0,0,2012,5,55.58617,-166.108,125,283.5305,124,"1DY12_55.58617_-166.108_5/5/2012 10:29:00_505",0,299,"5/5/2012"
"381","6MF97","58",3,"5/10/1997 22:18:00","6MF97 58 3 60BON 1",0,0,1997,5,54.58583,-166.12933,130,401.96402,411,"6MF97_54.58583_-166.12933_5/10/1997 22:18:00_333",0,132,"5/10/1997"
"382","6MF97","63",2,"5/11/1997 8:19:00","6MF97 63 2 60BON 1",0,0,1997,5,54.422,-165.15134,131,188.20075,141,"6MF97_54.422_-165.15134_5/11/1997 8:19:00_333",0,132,"5/11/1997"
"383","1MP91","G078A",2,"4/26/1991 10:00:00","1MP91 G078A 2 60BON 1",0,0,1991,4,57.26667,-168.55,116,56.39454,71,"1MP91_57.26667_-168.55_4/26/1991 10:00:00_333",0,75,"4/26/1991"
"385","1DY12","48",3,"5/4/2012 2:57:00","1DY12 48 3 60BON 1",5.04421,1.67027,2012,5,54.34533,-166.4262,124,598.7059,690,"1DY12_54.34533_-166.4262_5/4/2012 2:57:00_505",1,299,"5/4/2012"
"386","1DY12","50",2,"5/4/2012 8:17:00","1DY12 50 2 60BON 1",4.88319,1.70741,2012,5,54.68267,-166.2735,124,585.6829,297,"1DY12_54.68267_-166.2735_5/4/2012 8:17:00_505",1,299,"5/4/2012"
