"","lon","lat","dist","year","doy","bottom_depth","temperature","salinity","pred"
"48",-168.998962184874,57.5122535294118,4113.3151883894,2009,137,89,3.48593178489152,31.8622738466589,7.06246048984244
"49",-168.86618487395,57.5122535294118,10355.1545163225,2009,137,89,3.48593178489152,31.8622738466589,7.06218538922849
"50",-168.467852941176,57.5122535294118,7753.63567534739,2009,137,89,3.48593178489152,31.8622738466589,7.06121005041926
"51",-169.530071428571,57.3445568067227,11920.6050388617,2009,137,89,3.48593178489152,31.8622738466589,7.05948485607185
"52",-168.998962184874,57.4004557142857,14280.4113854772,2009,137,89,3.48593178489152,31.8622738466589,7.05831055103695
"53",-170.326735294118,57.6240513445378,14886.5463124973,2009,137,89,3.48593178489152,31.8622738466589,7.05816838550351
"54",-168.467852941176,57.4563546218487,2319.39958790113,2009,137,89,3.48593178489152,31.8622738466589,7.05813529658706
"55",-169.79562605042,57.6240513445378,10772.2998849935,2009,137,89,3.48593178489152,31.8622738466589,7.05800717602124
"56",-170.326735294118,57.4563546218487,4677.00548751476,2009,137,89,3.48593178489152,31.8622738466589,7.05789801089101
"57",-168.86618487395,57.4004557142857,9010.60417629549,2009,137,89,3.48593178489152,31.8622738466589,7.05523547816591
"58",-170.061180672269,57.3445568067227,13150.7912295727,2009,137,89,3.48593178489152,31.8622738466589,7.05403665177476
"59",-169.397294117647,57.5681524369748,10444.6060388458,2009,137,89,3.48593178489152,31.8622738466589,7.05288735090485
"60",-168.335075630252,57.5122535294118,2729.39180008763,2009,137,89,3.48593178489152,31.8622738466589,7.05288610917505
"61",-168.733407563025,57.4004557142857,8904.19664202108,2009,137,89,3.48593178489152,31.8622738466589,7.05236628544797
"62",-169.397294117647,57.3445568067227,9035.63296765539,2009,137,89,3.48593178489152,31.8622738466589,7.05202770948505
"63",-168.600630252101,57.5681524369748,4486.14184371335,2009,137,89,3.48593178489152,31.8622738466589,7.04941910041772
"64",-168.467852941176,57.5681524369748,9785.37651712282,2009,137,89,3.48593178489152,31.8622738466589,7.04894224356176
"65",-168.600630252101,57.4004557142857,11032.3467023676,2009,137,89,3.48593178489152,31.8622738466589,7.04767021211985
"66",-168.335075630252,57.4563546218487,6157.86248621924,2009,137,89,3.48593178489152,31.8622738466589,7.04703532212364
"67",-168.733407563025,57.5681524369748,4517.18280428251,2009,137,89,3.48593178489152,31.8622738466589,7.04606422726734
"68",-169.264516806723,57.5681524369748,2744.36145628188,2009,137,89,3.48593178489152,31.8622738466589,7.04550256525447
"69",-169.264516806723,57.3445568067227,12041.677197056,2009,137,89,3.48593178489152,31.8622738466589,7.04500892675668
"70",-168.335075630252,57.5681524369748,4566.94132204118,2009,137,89,3.48593178489152,31.8622738466589,7.04338037374477
"71",-168.86618487395,57.5681524369748,9933.00271452548,2009,137,89,3.48593178489152,31.8622738466589,7.04261401261672
"72",-169.662848739496,57.6240513445378,3616.27026671524,2009,137,89,3.48593178489152,31.8622738466589,7.0424831820981
"73",-170.193957983193,57.6799502521008,7650.88769785004,2009,137,89,3.48593178489152,31.8622738466589,7.0423614021369
"74",-169.131739495798,57.5681524369748,5596.75924942677,2009,137,89,3.48593178489152,31.8622738466589,7.04202758876525
"75",-168.998962184874,57.5681524369748,2833.12765105175,2009,137,89,3.48593178489152,31.8622738466589,7.04157633712351
"76",-170.061180672269,57.6799502521008,11698.8867693962,2009,137,89,3.48593178489152,31.8622738466589,7.04002298674338
"77",-168.467852941176,57.4004557142857,5282.96288008168,2009,137,89,3.48593178489152,31.8622738466589,7.03934530360315
"78",-169.131739495798,57.3445568067227,15025.1497492785,2009,137,89,3.48593178489152,31.8622738466589,7.03862029347389
"79",-168.202298319328,57.5122535294118,6430.90924953644,2009,137,89,3.48593178489152,31.8622738466589,7.0369338664127
"80",-168.998962184874,57.3445568067227,11845.1549852644,2009,137,89,3.48593178489152,31.8622738466589,7.0327497365701
"81",-170.326735294118,57.6799502521008,9757.52387958276,2009,137,89,3.48593178489152,31.8622738466589,7.03030095946312
"82",-168.202298319328,57.5681524369748,7396.75675730931,2009,137,89,3.48593178489152,31.8622738466589,7.03017281425889
"83",-169.928403361345,57.6799502521008,16818.7879296931,2009,137,89,3.48593178489152,31.8622738466589,7.028353200715
"84",-168.202298319328,57.4563546218487,10260.1430088551,2009,137,89,3.48593178489152,31.8622738466589,7.02832785080837
"85",-170.459512605042,57.5681524369748,9817.7189288582,2009,137,89,3.48593178489152,31.8622738466589,7.0282889586806
"86",-168.86618487395,57.3445568067227,4220.44666045436,2009,137,89,3.48593178489152,31.8622738466589,7.02807236649184
"87",-170.326735294118,57.4004557142857,1699.64311729028,2009,137,89,3.48593178489152,31.8622738466589,7.02760008999399
"88",-169.530071428571,57.6240513445378,5539.46326866597,2009,137,89,3.48593178489152,31.8622738466589,7.02752031205386
"89",-170.193957983193,57.3445568067227,11596.2642535366,2009,137,89,3.48593178489152,31.8622738466589,7.02654671179749
"90",-169.79562605042,57.2886578991597,2552.83959982007,2009,137,89,3.48593178489152,31.8622738466589,7.02572739445573
"91",-168.335075630252,57.4004557142857,7778.11679935997,2009,137,89,3.48593178489152,31.8622738466589,7.02556802029149
"92",-169.662848739496,57.2886578991597,6427.6284411924,2009,137,89,3.48593178489152,31.8622738466589,7.02424703656347
"93",-168.733407563025,57.3445568067227,4266.25240825467,2009,137,89,3.48593178489152,31.8622738466589,7.02302516080558
"94",-168.467852941176,57.6240513445378,13544.1999271712,2009,137,89,3.48593178489152,31.8622738466589,7.02187077550401
"95",-170.459512605042,57.5122535294118,12604.77928217,2009,137,89,3.48593178489152,31.8622738466589,7.02137908345895
"96",-170.459512605042,57.6240513445378,6999.94636085287,2009,137,89,3.48593178489152,31.8622738466589,7.02114918635553
"97",-168.600630252101,57.6240513445378,5941.72948344266,2009,137,89,3.48593178489152,31.8622738466589,7.01931022596508
"98",-169.928403361345,57.2886578991597,8768.0097806651,2009,137,89,3.48593178489152,31.8622738466589,7.0192904572342
"99",-168.335075630252,57.6240513445378,10560.9497836714,2009,137,89,3.48593178489152,31.8622738466589,7.0190623612832
"100",-169.530071428571,57.2886578991597,6238.88712339008,2009,137,89,3.48593178489152,31.8622738466589,7.01884782502063
"101",-168.600630252101,57.3445568067227,11969.9360127904,2009,137,89,3.48593178489152,31.8622738466589,7.01570432870215
"102",-169.397294117647,57.6240513445378,11503.4619207644,2009,137,89,3.48593178489152,31.8622738466589,7.01553486885397
"103",-168.733407563025,57.6240513445378,3498.90993402008,2009,137,89,3.48593178489152,31.8622738466589,7.01357104012922
"104",-169.397294117647,57.2886578991597,12035.8170771311,2009,137,89,3.48593178489152,31.8622738466589,7.01209978953757
"105",-169.79562605042,57.6799502521008,11033.0392699051,2009,137,89,3.48593178489152,31.8622738466589,7.01159581831975
"106",-168.069521008403,57.5122535294118,4748.35656135446,2009,137,89,3.48593178489152,31.8622738466589,7.01082435111463
"107",-168.202298319328,57.6240513445378,12055.5706986254,2009,137,89,3.48593178489152,31.8622738466589,7.00857062545999
"108",-168.86618487395,57.6240513445378,9097.02972192923,2009,137,89,3.48593178489152,31.8622738466589,7.00826021878134
"109",-169.264516806723,57.6240513445378,5561.23143599716,2009,137,89,3.48593178489152,31.8622738466589,7.00808703069682
"110",-168.069521008403,57.5681524369748,8188.4438128268,2009,137,89,3.48593178489152,31.8622738466589,7.00683621254576
"111",-168.998962184874,57.6240513445378,2757.24410541303,2009,137,89,3.48593178489152,31.8622738466589,7.00589646186071
"112",-169.264516806723,57.2886578991597,10119.8120200006,2009,137,89,3.48593178489152,31.8622738466589,7.00545520991691
"113",-169.131739495798,57.6240513445378,6840.45820820658,2009,137,89,3.48593178489152,31.8622738466589,7.00525974163381
"114",-168.467852941176,57.3445568067227,11300.8456857225,2009,137,89,3.48593178489152,31.8622738466589,7.00478518643249
"115",-168.202298319328,57.4004557142857,9366.12808709185,2009,137,89,3.48593178489152,31.8622738466589,7.00404819839952
"116",-170.061180672269,57.2886578991597,7123.60995505617,2009,137,89,3.48593178489152,31.8622738466589,7.00227629149504
"117",-170.459512605042,57.6799502521008,8881.45590670228,2009,137,89,3.48593178489152,31.8622738466589,7.00047555599198
"118",-170.459512605042,57.4563546218487,7770.01936220785,2009,137,89,3.48593178489152,31.8622738466589,6.99990323663323
"119",-168.069521008403,57.4563546218487,4033.10539824151,2009,137,89,3.48593178489152,31.8622738466589,6.99912790680166
"120",-169.131739495798,57.2886578991597,8970.79329262021,2009,137,89,3.48593178489152,31.8622738466589,6.99860287962497
"121",-170.193957983193,57.7358491596639,1828.82576922587,2009,137,89,3.48593178489152,31.8622738466589,6.99527820401929
"122",-169.662848739496,57.6799502521008,4317.94929547665,2009,137,89,3.48593178489152,31.8622738466589,6.99385180485213
"123",-168.998962184874,57.2886578991597,12407.8470458545,2009,137,89,3.48593178489152,31.8622738466589,6.99123615871826
"124",-170.326735294118,57.7358491596639,6389.33718707707,2009,137,89,3.48593178489152,31.8622738466589,6.9893684600063
"125",-168.335075630252,57.3445568067227,10390.5853248459,2009,137,89,3.48593178489152,31.8622738466589,6.98834678906272
"126",-168.069521008403,57.6240513445378,13689.9782377628,2009,137,89,3.48593178489152,31.8622738466589,6.987894356987
"127",-170.061180672269,57.7358491596639,8800.40847535935,2009,137,89,3.48593178489152,31.8622738466589,6.98751526175807
"128",-168.86618487395,57.2886578991597,5592.19919954426,2009,137,89,3.48593178489152,31.8622738466589,6.98476945704823
"129",-170.326735294118,57.3445568067227,7510.06287790703,2009,137,89,3.48593178489152,31.8622738466589,6.98098241384939
"130",-168.467852941176,57.6799502521008,9432.22458638779,2009,137,89,3.48593178489152,31.8622738466589,6.98066798190376
"131",-168.335075630252,57.6799502521008,11805.8384060287,2009,137,89,3.48593178489152,31.8622738466589,6.98062316269995
"132",-168.733407563025,57.2886578991597,5814.61876621401,2009,137,89,3.48593178489152,31.8622738466589,6.97763591740288
"133",-169.530071428571,57.6799502521008,5863.7771030568,2009,137,89,3.48593178489152,31.8622738466589,6.97736189170598
"134",-168.600630252101,57.6799502521008,10216.4305001401,2009,137,89,3.48593178489152,31.8622738466589,6.97504356209702
"135",-168.202298319328,57.6799502521008,12518.1455024675,2009,137,89,3.48593178489152,31.8622738466589,6.9728134871114
"136",-169.928403361345,57.7358491596639,14889.2502635699,2009,137,89,3.48593178489152,31.8622738466589,6.97177196121182
"137",-168.069521008403,57.4004557142857,6058.74495264698,2009,137,89,3.48593178489152,31.8622738466589,6.97139893201939
"138",-170.193957983193,57.2886578991597,11598.5994589409,2009,137,89,3.48593178489152,31.8622738466589,6.9699295625176
"139",-167.936743697479,57.5122535294118,2914.29386500418,2009,137,89,3.48593178489152,31.8622738466589,6.96937733970774
"140",-167.936743697479,57.5681524369748,7179.64345919154,2009,137,89,3.48593178489152,31.8622738466589,6.96870290163745
"141",-168.600630252101,57.2886578991597,12635.4774391936,2009,137,89,3.48593178489152,31.8622738466589,6.96801217881656
"142",-170.459512605042,57.7358491596639,13639.3047821636,2009,137,89,3.48593178489152,31.8622738466589,6.96688059896289
"143",-168.733407563025,57.6799502521008,9019.3756374876,2009,137,89,3.48593178489152,31.8622738466589,6.96687691789885
"144",-169.662848739496,57.2327589915966,5375.76156162379,2009,137,89,3.48593178489152,31.8622738466589,6.96557239905248
"145",-169.397294117647,57.6799502521008,12929.3418082683,2009,137,89,3.48593178489152,31.8622738466589,6.96450497307001
"146",-169.79562605042,57.2327589915966,8533.27950645566,2009,137,89,3.48593178489152,31.8622738466589,6.96444985675637
"147",-168.202298319328,57.3445568067227,3550.67991796368,2009,137,89,3.48593178489152,31.8622738466589,6.96395013772613
"148",-170.459512605042,57.4004557142857,6255.82114500422,2009,137,89,3.48593178489152,31.8622738466589,6.96332836403349
"149",-170.592289915966,57.6240513445378,365.974805891866,2009,137,89,3.48593178489152,31.8622738466589,6.9625057485858
"150",-169.530071428571,57.2327589915966,2703.57583765929,2009,137,89,3.48593178489152,31.8622738466589,6.96198339962979
"151",-170.592289915966,57.5681524369748,6566.65992293647,2009,137,89,3.48593178489152,31.8622738466589,6.96139601616985
"152",-168.86618487395,57.6799502521008,8742.3869736577,2009,137,89,3.48593178489152,31.8622738466589,6.9597679951894
"153",-169.264516806723,57.6799502521008,9666.11991756072,2009,137,89,3.48593178489152,31.8622738466589,6.95692199656776
"154",-168.998962184874,57.6799502521008,2645.80170285705,2009,137,89,3.48593178489152,31.8622738466589,6.95601564073327
"155",-169.397294117647,57.2327589915966,10649.2864720906,2009,137,89,3.48593178489152,31.8622738466589,6.95601048560846
"156",-169.928403361345,57.2327589915966,5655.92589909477,2009,137,89,3.48593178489152,31.8622738466589,6.95520131611482
"157",-168.069521008403,57.6799502521008,15923.1453815199,2009,137,89,3.48593178489152,31.8622738466589,6.95481753636135
"158",-169.131739495798,57.6799502521008,7005.99608890065,2009,137,89,3.48593178489152,31.8622738466589,6.95453782236901
"159",-168.467852941176,57.2886578991597,17057.9330181469,2009,137,89,3.48593178489152,31.8622738466589,6.95452570804814
"160",-167.936743697479,57.4563546218487,3998.5144020342,2009,137,89,3.48593178489152,31.8622738466589,6.95427696172436
"161",-167.936743697479,57.6240513445378,6092.83734444657,2009,137,89,3.48593178489152,31.8622738466589,6.95303989807301
"162",-169.79562605042,57.7358491596639,14256.6718973037,2009,137,89,3.48593178489152,31.8622738466589,6.95208345233182
"163",-170.592289915966,57.6799502521008,5596.91522487367,2009,137,89,3.48593178489152,31.8622738466589,6.95005251064834
"164",-169.264516806723,57.2327589915966,5867.98239182895,2009,137,89,3.48593178489152,31.8622738466589,6.949691270185
"165",-170.592289915966,57.5122535294118,12781.9184419513,2009,137,89,3.48593178489152,31.8622738466589,6.9465732354802
"166",-169.131739495798,57.2327589915966,3530.50644528481,2009,137,89,3.48593178489152,31.8622738466589,6.94246026276718
"167",-170.326735294118,57.7917480672269,7981.68821976424,2009,137,89,3.48593178489152,31.8622738466589,6.93597313358611
"168",-170.193957983193,57.7917480672269,4616.46537221098,2009,137,89,3.48593178489152,31.8622738466589,6.93536914874606
"169",-168.335075630252,57.2886578991597,10254.4232469515,2009,137,89,3.48593178489152,31.8622738466589,6.93535137687831
"170",-170.061180672269,57.2327589915966,2411.98318576665,2009,137,89,3.48593178489152,31.8622738466589,6.93460733854713
"171",-168.998962184874,57.2327589915966,10835.7916364283,2009,137,89,3.48593178489152,31.8622738466589,6.93368114678874
"172",-169.662848739496,57.7358491596639,10016.3992955333,2009,137,89,3.48593178489152,31.8622738466589,6.93210301386898
"173",-168.335075630252,57.7358491596639,5962.70410664263,2009,137,89,3.48593178489152,31.8622738466589,6.92875105588871
"174",-168.069521008403,57.3445568067227,4956.40564888568,2009,137,89,3.48593178489152,31.8622738466589,6.9276123195132
"175",-168.467852941176,57.7358491596639,3239.23808450496,2009,137,89,3.48593178489152,31.8622738466589,6.92604821441179
"176",-168.86618487395,57.2327589915966,11045.4766582165,2009,137,89,3.48593178489152,31.8622738466589,6.92539194821554
"177",-170.592289915966,57.7358491596639,11770.6874167142,2009,137,89,3.48593178489152,31.8622738466589,6.92482745197534
"178",-168.202298319328,57.7358491596639,7270.02209239825,2009,137,89,3.48593178489152,31.8622738466589,6.9236524080939
"179",-167.936743697479,57.6799502521008,9998.37030167439,2009,137,89,3.48593178489152,31.8622738466589,6.92320171573747
"180",-167.936743697479,57.4004557142857,5371.64472050531,2009,137,89,3.48593178489152,31.8622738466589,6.92314331116646
"181",-170.061180672269,57.7917480672269,9762.16227255617,2009,137,89,3.48593178489152,31.8622738466589,6.92248738305171
"182",-170.459512605042,57.7917480672269,14975.6891539104,2009,137,89,3.48593178489152,31.8622738466589,6.92105685100038
"183",-170.326735294118,57.2886578991597,13636.6694492895,2009,137,89,3.48593178489152,31.8622738466589,6.91869531907921
"184",-170.592289915966,57.4563546218487,14845.2100129738,2009,137,89,3.48593178489152,31.8622738466589,6.91774924032234
"185",-168.600630252101,57.7358491596639,5262.60294315947,2009,137,89,3.48593178489152,31.8622738466589,6.91740222105384
"186",-168.733407563025,57.2327589915966,11128.9290823423,2009,137,89,3.48593178489152,31.8622738466589,6.91629387704302
"187",-169.530071428571,57.7358491596639,10740.179618978,2009,137,89,3.48593178489152,31.8622738466589,6.91421706212863
"188",-167.803966386555,57.5681524369748,4769.83006991726,2009,137,89,3.48593178489152,31.8622738466589,6.91225988248142
"189",-170.459512605042,57.3445568067227,9622.38896809786,2009,137,89,3.48593178489152,31.8622738466589,6.91136036006559
"190",-167.803966386555,57.5122535294118,8550.20250992205,2009,137,89,3.48593178489152,31.8622738466589,6.90882933955136
"191",-168.069521008403,57.7358491596639,13936.4820661516,2009,137,89,3.48593178489152,31.8622738466589,6.90840665795018
"192",-168.202298319328,57.2886578991597,3841.82699466393,2009,137,89,3.48593178489152,31.8622738466589,6.90795014559459
"193",-168.733407563025,57.7358491596639,6049.17674946511,2009,137,89,3.48593178489152,31.8622738466589,6.90685194438749
"194",-168.600630252101,57.2327589915966,13912.717109735,2009,137,89,3.48593178489152,31.8622738466589,6.9046761390452
"195",-169.928403361345,57.7917480672269,8680.0244477832,2009,137,89,3.48593178489152,31.8622738466589,6.90285957636802
"196",-167.803966386555,57.6240513445378,2893.25125075799,2009,137,89,3.48593178489152,31.8622738466589,6.90081897939882
"197",-169.397294117647,57.7358491596639,9201.64659418227,2009,137,89,3.48593178489152,31.8622738466589,6.90062036741668
"198",-168.86618487395,57.7358491596639,9567.63871709916,2009,137,89,3.48593178489152,31.8622738466589,6.89797169544699
"199",-170.193957983193,57.2327589915966,6525.92544021941,2009,137,89,3.48593178489152,31.8622738466589,6.89756199195163
"200",-169.264516806723,57.7358491596639,3574.30344054452,2009,137,89,3.48593178489152,31.8622738466589,6.89288014377251
"201",-168.998962184874,57.7358491596639,4561.2911050872,2009,137,89,3.48593178489152,31.8622738466589,6.89281911224554
"202",-169.131739495798,57.7358491596639,6273.93925680634,2009,137,89,3.48593178489152,31.8622738466589,6.89076124325195
"203",-169.662848739496,57.1768600840336,8636.34722993359,2009,137,89,3.48593178489152,31.8622738466589,6.89062976197325
"204",-167.803966386555,57.4563546218487,10317.1058634987,2009,137,89,3.48593178489152,31.8622738466589,6.89017421461479
"205",-169.530071428571,57.1768600840336,7277.65541280564,2009,137,89,3.48593178489152,31.8622738466589,6.88889207866136
"206",-168.467852941176,57.2327589915966,15380.6608502028,2009,137,89,3.48593178489152,31.8622738466589,6.88866830937343
"207",-170.592289915966,57.7917480672269,13796.9890227335,2009,137,89,3.48593178489152,31.8622738466589,6.88755824863318
"208",-169.79562605042,57.1768600840336,14710.0666493548,2009,137,89,3.48593178489152,31.8622738466589,6.88706118961966
"209",-169.397294117647,57.1768600840336,9728.58238207295,2009,137,89,3.48593178489152,31.8622738466589,6.88375493822009
"210",-169.79562605042,57.7917480672269,8890.64155803909,2009,137,89,3.48593178489152,31.8622738466589,6.88032526449787
"211",-167.936743697479,57.7358491596639,15494.5637434701,2009,137,89,3.48593178489152,31.8622738466589,6.87999814509778
"212",-170.725067226891,57.6240513445378,8019.67979050838,2009,137,89,3.48593178489152,31.8622738466589,6.87920001743389
"213",-169.264516806723,57.1768600840336,6333.17399748253,2009,137,89,3.48593178489152,31.8622738466589,6.87758970453878
"214",-167.936743697479,57.3445568067227,4086.58266046108,2009,137,89,3.48593178489152,31.8622738466589,6.87595092985759
"215",-170.725067226891,57.6799502521008,9924.65453628861,2009,137,89,3.48593178489152,31.8622738466589,6.87593569555952
"216",-169.928403361345,57.1768600840336,8023.11366637904,2009,137,89,3.48593178489152,31.8622738466589,6.87508649893928
"217",-167.803966386555,57.6799502521008,7499.04955136076,2009,137,89,3.48593178489152,31.8622738466589,6.87504500508289
"218",-170.592289915966,57.4004557142857,13789.2304866259,2009,137,89,3.48593178489152,31.8622738466589,6.87460158637104
"219",-170.326735294118,57.8476469747899,12754.7239749161,2009,137,89,3.48593178489152,31.8622738466589,6.87086549580667
"220",-169.131739495798,57.1768600840336,4114.59248707855,2009,137,89,3.48593178489152,31.8622738466589,6.86988707415785
"221",-170.725067226891,57.5681524369748,10363.4519922631,2009,137,89,3.48593178489152,31.8622738466589,6.86961588447776
"222",-168.069521008403,57.2886578991597,6817.15335944408,2009,137,89,3.48593178489152,31.8622738466589,6.8678947109756
"223",-168.335075630252,57.2327589915966,7673.4266270935,2009,137,89,3.48593178489152,31.8622738466589,6.86666093384392
"224",-168.335075630252,57.7917480672269,2999.86622838672,2009,137,89,3.48593178489152,31.8622738466589,6.86415843568692
"225",-170.459512605042,57.8476469747899,13386.4003729102,2009,137,89,3.48593178489152,31.8622738466589,6.86372493784524
"226",-170.193957983193,57.8476469747899,10792.8975039708,2009,137,89,3.48593178489152,31.8622738466589,6.86357643940328
"227",-168.202298319328,57.7917480672269,5125.60488338074,2009,137,89,3.48593178489152,31.8622738466589,6.86187113956956
"228",-170.725067226891,57.7358491596639,13252.8202903508,2009,137,89,3.48593178489152,31.8622738466589,6.86030824163189
"229",-168.998962184874,57.1768600840336,11013.6002910221,2009,137,89,3.48593178489152,31.8622738466589,6.86015615939537
"230",-168.467852941176,57.7917480672269,1409.46148292048,2009,137,89,3.48593178489152,31.8622738466589,6.85860721414514
"231",-169.662848739496,57.7917480672269,13557.9335964942,2009,137,89,3.48593178489152,31.8622738466589,6.85822523631142
"232",-167.803966386555,57.4004557142857,6115.39842788295,2009,137,89,3.48593178489152,31.8622738466589,6.85603726516102
"233",-170.061180672269,57.1768600840336,3632.29737457248,2009,137,89,3.48593178489152,31.8622738466589,6.85090627172679
"234",-168.86618487395,57.1768600840336,17015.5409364171,2009,137,89,3.48593178489152,31.8622738466589,6.85023114879106
"235",-168.069521008403,57.7917480672269,12939.3009436292,2009,137,89,3.48593178489152,31.8622738466589,6.84946977106554
"236",-168.600630252101,57.7917480672269,4013.17583019996,2009,137,89,3.48593178489152,31.8622738466589,6.84719198023841
"237",-170.725067226891,57.5122535294118,13190.1738697034,2009,137,89,3.48593178489152,31.8622738466589,6.84680504702731
"238",-170.061180672269,57.8476469747899,7734.5695864093,2009,137,89,3.48593178489152,31.8622738466589,6.84576519551386
"239",-170.459512605042,57.2886578991597,14906.4835322494,2009,137,89,3.48593178489152,31.8622738466589,6.84410988062241
"240",-170.326735294118,57.2327589915966,13418.6569752803,2009,137,89,3.48593178489152,31.8622738466589,6.84108943889163
