"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","reg.SST"
"453",1416,"1HE07","61",2,"2007-04-17 17:39","1HE07 61 2 60BON 1",0,0,2007,4,61.41417,-173.7395,107,76.46726,70,"1HE07_61.41417_-173.7395_2007-04-17 17:39_333",0,446,"4/17/2007",234261,2.04821184732869
"454",1439,"DY14-06","83",1,"2014-05-26 20:58","DY14-06 83 1 60BON 1",0,0,2014,5,56.3622,-160.8053,146,107.21306,48,"DY14-06_56.3622_-160.8053_2014-05-26 20:58_505",0,521,"5/26/2014",228355,2.35558631629625
"455",1440,"DY14-06","231",1,"2014-06-06 23:46","DY14-06 231 1 60BON 1",0,0,2014,6,58.3687,-172.792,157,174.11878,109,"DY14-06_58.3687_-172.792_2014-06-06 23:46_505",0,521,"6/6/2014",228355,2.35558631629625
"456",1441,"DY14-06","192",1,"2014-06-04 10:36","DY14-06 192 1 60BON 1",24.4908,36.55343,2014,6,57.9675,-170.4382,155,136.78606,77,"DY14-06_57.9675_-170.4382_2014-06-04 10:36_505",5,521,"6/4/2014",228355,2.35558631629625
"457",1442,"DY14-06","239",1,"2014-06-07 18:36","DY14-06 239 1 60BON 1",0,0,2014,6,56.273,-171.176,158,320.92641,143,"DY14-06_56.273_-171.176_2014-06-07 18:36_505",0,521,"6/7/2014",228355,2.35558631629625
"458",1443,"DY14-06","93",1,"2014-05-27 13:20","DY14-06 93 1 60BON 2",0,0,2014,5,56.882,-162.8545,147,117.67654,65,"DY14-06_56.882_-162.8545_2014-05-27 13:20_505",0,521,"5/27/2014",228355,2.35558631629625
"459",1448,"5MF97","53",2,"1997-04-23 16:17","5MF97 53 2 60BON 2",0,0,1997,4,56.68417,-170.2095,113,155.61897,102,"5MF97_56.68417_-170.2095_1997-04-23 16:17_333",0,132,"4/23/1997",247943,2.37767837076569
"460",1467,"DY14-06","199",2,"2014-06-04 21:36","DY14-06 199 2 60BON 1",0,0,2014,6,57.95,-171.3982,155,141.12245,96,"DY14-06_57.95_-171.3982_2014-06-04 21:36_505",0,521,"6/4/2014",228355,2.35558631629625
"461",1468,"DY14-06","216",1,"2014-06-05 23:10","DY14-06 216 1 60BON 1",88.41298,128.13475,2014,6,58.745,-170.755,156,132.67283,79,"DY14-06_58.745_-170.755_2014-06-05 23:10_505",17,521,"6/5/2014",228355,2.35558631629625
"462",1470,"DY14-06","31",1,"2014-05-23 11:07","DY14-06 31 1 60BON 1",0,0,2014,5,54.9532,-164.5,143,74.13501,46,"DY14-06_54.9532_-164.5_2014-05-23 11:07_505",0,521,"5/23/2014",228355,2.35558631629625
"463",1471,"DY14-06","72",1,"2014-05-26 4:40","DY14-06 72 1 60BON 1",5.46088,8.95227,2014,5,56.5627,-162.0235,146,111.70355,72,"DY14-06_56.5627_-162.0235_2014-05-26 4:40_505",1,521,"5/26/2014",228355,2.35558631629625
"464",1474,"1TT06","102",2,"2006-05-09 7:01","1TT06 102 2 60BON 1",214.7547,352.05689,2006,5,57.73717,-167.67133,129,107.9371,69,"1TT06_57.73717_-167.67133_2006-05-09 7:01_333",38,442,"5/9/2006",242629,2.42155912848945
"465",1475,"1TT06","50",3,"2006-04-27 7:35","1TT06 50 3 60BON 1",466.45668,530.0644,2006,4,58.61283,-171.7845,117,241.48009,97,"1TT06_58.61283_-171.7845_2006-04-27 7:35_333",128,442,"4/27/2006",242629,2.42155912848945
"466",1485,"DY14-06","36",1,"2014-05-23 19:31","DY14-06 36 1 60BON 1",0,0,2014,5,55.942,-164.9672,143,152.77803,95,"DY14-06_55.942_-164.9672_2014-05-23 19:31_505",0,521,"5/23/2014",228355,2.35558631629625
"467",1486,"DY14-06","57",1,"2014-05-25 5:49","DY14-06 57 1 60BON 1",5.84093,11.92026,2014,5,55.7632,-162.7743,145,83.89082,60,"DY14-06_55.7632_-162.7743_2014-05-25 5:49_505",1,521,"5/25/2014",228355,2.35558631629625
"468",1487,"DY14-06","58",1,"2014-05-25 7:19","DY14-06 58 1 60BON 1",5.7112,7.71784,2014,5,55.9842,-162.9845,145,129.56988,85,"DY14-06_55.9842_-162.9845_2014-05-25 7:19_505",1,521,"5/25/2014",228355,2.35558631629625
"469",1490,"1MF99","25",1,"1999-04-16 0:20","1MF99 25 1 60BON 1",0,0,1999,4,56.04533,-165.5537,106,170.06937,100,"1MF99_56.04533_-165.5537_1999-04-16 0:20_505",0,112,"4/16/1999",246131,2.00947751157048
"470",1491,"1MF99","29",1,"1999-04-16 6:54","1MF99 29 1 60BON 1",0,0,1999,4,55.2655,-165.3028,106,138.28066,117,"1MF99_55.2655_-165.3028_1999-04-16 6:54_505",0,112,"4/16/1999",246131,2.00947751157048
"471",1493,"1MF99","44",1,"1999-04-17 23:02","1MF99 44 1 60BON 1",0,0,1999,4,56.87433,-164.054,107,108.31873,73,"1MF99_56.87433_-164.054_1999-04-17 23:02_505",0,112,"4/17/1999",246131,2.00947751157048
"472",1494,"2MF98","11",1,"1998-04-10 0:50","2MF98 11 1 60BON 1",0,0,1998,4,55.1865,-163.7278,100,159.79727,48,"2MF98_55.1865_-163.7278_1998-04-10 0:50_505",0,16,"4/10/1998",244951,2.48166371917812
"473",1495,"1MP91","G092A",1,"1991-04-26 19:45","1MP91 G092A 1 60BON 1",10.83966,12.04406,1991,4,56.9,-170.73331,116,83.02847,100,"1MP91_56.9_-170.73331_1991-04-26 19:45_333",1,81,"4/26/1991",284096,2.10772019863191
"474",1503,"1DN88","G167A",1,"1988-04-13 5:42","1DN88 G167A 1 60BON 2",76.01482,108.5926,1988,4,56.36667,-162,103,92.08731,81,"1DN88_56.36667_-162_1988-04-13 5:42_505",10,107,"4/13/1988",311661,2.06436245370984
"475",1504,"1DN88","G191A",1,"1988-04-23 11:33","1DN88 G191A 1 60BON 2",6.48858,7.37339,1988,4,56.59167,-167.27831,113,135.62289,100,"1DN88_56.59167_-167.27831_1988-04-23 11:33_505",1,107,"4/23/1988",311661,2.06436245370984
"476",1508,"DY13-05","31",1,"2013-05-05 13:50","DY13-05 31 1 60BON 1",71.37646,104.96538,2013,5,56.8718,-164.0428,125,123.85036,73,"DY13-05_56.8718_-164.0428_2013-05-05 13:50_500",13,63,"5/5/2013",234526,1.86205074173168
"477",1512,"1DY12","68",2,"2012-05-09 1:59","1DY12 68 2 60BON 1",286.66014,434.33355,2012,5,57.022,-164.2222,129,115.1189,69,"1DY12_57.022_-164.2222_2012-05-09 1:59_505",50,429,"5/9/2012",234044,1.39350471514663
"478",1513,"3MF79","V003A",2,"1979-06-02 16:09","3MF79 V003A 2 60BON 1",0,0,1979,6,56.05167,-166.5833,153,167.84364,100,"3MF79_56.05167_-166.5833_1979-06-02 16:09_505",0,126,"6/2/1979",227682,2.50750054666484
"479",1523,"DY13-05","37",2,"2013-05-07 10:42","DY13-05 37 2 60BON 1",32.28072,50.43862,2013,5,57.6536,-169.0203,127,118.95646,70,"DY13-05_57.6536_-169.0203_2013-05-07 10:42_500",6,63,"5/7/2013",234526,1.86205074173168
"480",1525,"1DY12","53",2,"2012-05-04 14:45","1DY12 53 2 60BON 1",0,0,2012,5,54.36367,-165.442,124,328.8777,143,"1DY12_54.36367_-165.442_2012-05-04 14:45_505",0,429,"5/4/2012",234044,1.39350471514663
"481",1526,"1DY12","63",2,"2012-05-05 20:37","1DY12 63 2 60BON 1",0,0,2012,5,54.70917,-165.2678,125,144.963,135,"1DY12_54.70917_-165.2678_2012-05-05 20:37_505",0,429,"5/5/2012",234044,1.39350471514663
"482",1542,"2AR07","1",2,"2007-06-25 4:12","2AR07 1 2 60BON 1",0,0,2007,6,55.35833,-166.35249,176,197.33493,127,"2AR07_55.35833_-166.35249_2007-06-25 4:12_333",0,446,"6/25/2007",234261,2.04821184732869
"483",1545,"5MF05","137",1,"2005-05-20 7:56","5MF05 137 1 60BON 1",0,0,2005,5,55.46467,-166.46516,140,169.81111,132,"5MF05_55.46467_-166.46516_2005-05-20 7:56_505",0,283,"5/20/2005",249168,2.72058632295719
"484",1551,"2DY10","58",2,"2010-05-11 19:53","2DY10 58 2 60BON 2",29.60768,41.70096,2010,5,56.10067,-162.60083,131,143.88159,80,"2DY10_56.10067_-162.60083_2010-05-11 19:53_500",6,370,"5/11/2010",227957,1.7191427893056
"485",1555,"2DY08","5",1,"2008-05-07 22:00","2DY08 5 1 60BON 1",341.49002,533.57815,2008,5,57.01767,-164.21783,127,127.4415,70,"2DY08_57.01767_-164.21783_2008-05-07 22:00_333",68,331,"5/7/2008",227649,1.64111977631312
"486",1556,"2AR08","8",1,"2008-06-29 2:01","2AR08 8 1 60BON 1",5.97552,9.48496,2008,6,57.67833,-170.198,180,105.43007,69,"2AR08_57.67833_-170.198_2008-06-29 2:01_333",1,331,"6/29/2008",227649,1.64111977631312
"487",1564,"2DY12","120",1,"2012-05-25 13:31","2DY12 120 1 60BON 1",399.10844,570.15491,2012,5,56.907,-167.394,145,150.8362,80,"2DY12_56.907_-167.394_2012-05-25 13:31_505",86,429,"5/25/2012",234044,1.39350471514663
"488",1570,"3MF02","47",2,"2002-05-17 9:39","3MF02 47 2 60BON 1",36.43973,44.98733,2002,5,55.9835,-162.98233,137,155.59938,90,"3MF02_55.9835_-162.98233_2002-05-17 9:39_505",7,236,"5/17/2002",255755,2.32533527645925
"489",1571,"3MF02","23",2,"2002-05-15 2:01","3MF02 23 2 60BON 1",0,0,2002,5,55.541,-162.56117,135,37.21604,30,"3MF02_55.541_-162.56117_2002-05-15 2:01_505",0,236,"5/15/2002",255755,2.32533527645925
"490",1573,"2DY12","4",1,"2012-05-17 9:03","2DY12 4 1 60BON 1",0,0,2012,5,56.3465,-167.3352,137,243.3812,120,"2DY12_56.3465_-167.3352_2012-05-17 9:03_505",0,429,"5/17/2012",234044,1.39350471514663
"491",1574,"2DY12","90",1,"2012-05-23 8:04","2DY12 90 1 60BON 1",2891.98711,4740.96247,2012,5,56.46133,-161.4122,143,90.0661,70,"2DY12_56.46133_-161.4122_2012-05-23 8:04_505",427,429,"5/23/2012",234044,1.39350471514663
"492",1576,"5MF05","7",3,"2005-05-10 20:49","5MF05 7 3 60BON 1",0,0,2005,5,55.28783,-164.32883,130,135.24977,96,"5MF05_55.28783_-164.32883_2005-05-10 20:49_505",0,283,"5/10/2005",249168,2.72058632295719
"493",1578,"3MF02","48",2,"2002-05-17 11:35","3MF02 48 2 60BON 1",0,0,2002,5,56.10117,-162.59151,137,127.94523,84,"3MF02_56.10117_-162.59151_2002-05-17 11:35_505",0,236,"5/17/2002",255755,2.32533527645925
"494",1579,"3MF02","27",2,"2002-05-15 10:39","3MF02 27 2 60BON 1",0,0,2002,5,55.52667,-163.5535,135,61.57502,79,"3MF02_55.52667_-163.5535_2002-05-15 10:39_505",0,236,"5/15/2002",255755,2.32533527645925
"495",1582,"2DY12","197",1,"2012-06-01 11:51","2DY12 197 1 60BON 1",0,0,2012,6,56.61234,-171.0225,152,237.668,121,"2DY12_56.61234_-171.0225_2012-06-01 11:51_505",0,429,"6/1/2012",234044,1.39350471514663
"496",1585,"1MF99","42",1,"1999-04-17 19:41","1MF99 42 1 60BON 1",0,0,1999,4,56.52433,-164.01601,107,138.47374,82,"1MF99_56.52433_-164.01601_1999-04-17 19:41_505",0,112,"4/17/1999",246131,2.00947751157048
"497",1588,"1MP91","G105A",1,"1991-04-29 0:35","1MP91 G105A 1 60BON 1",0,0,1991,4,57.45,-173.8667,119,117.19863,140,"1MP91_57.45_-173.8667_1991-04-29 0:35_333",0,81,"4/29/1991",284096,2.10772019863191
"498",1594,"2DY12","69",1,"2012-05-21 21:43","2DY12 69 1 60BON 1",95.06183,144.03307,2012,5,56.64,-163.6268,141,138.857,77,"2DY12_56.64_-163.6268_2012-05-21 21:43_505",20,429,"5/21/2012",234044,1.39350471514663
"499",1595,"2DY12","71",1,"2012-05-22 0:36","2DY12 71 1 60BON 1",98.74973,129.93386,2012,5,56.201,-163.1985,142,130.8358,85,"2DY12_56.201_-163.1985_2012-05-22 0:36_505",17,429,"5/22/2012",234044,1.39350471514663
"500",1596,"DY14-05","19",8,"2014-05-09 11:20","DY14-05 19 8 60BON 2",11.05365,17.54548,2014,5,56.875,-164.0467,129,113.98948,72,"DY14-05_56.875_-164.0467_2014-05-09 11:20_505",2,521,"5/9/2014",228355,2.35558631629625
"501",1598,"2DY12","49",1,"2012-05-20 7:35","2DY12 49 1 60BON 1",21.03779,29.63068,2012,5,56.50483,-165.0017,140,134.9952,81,"2DY12_56.50483_-165.0017_2012-05-20 7:35_505",4,429,"5/20/2012",234044,1.39350471514663
"502",1599,"2DY12","50",1,"2012-05-20 9:07","2DY12 50 1 60BON 1",90.13649,134.53208,2012,5,56.626,-164.6202,140,104.0644,77,"2DY12_56.626_-164.6202_2012-05-20 9:07_505",14,429,"5/20/2012",234044,1.39350471514663
"503",1600,"DY14-05","36",2,"2014-05-10 12:24","DY14-05 36 2 60BON 1",5.158,8.31935,2014,5,57.5032,-167.3388,130,120.20173,71,"DY14-05_57.5032_-167.3388_2014-05-10 12:24_505",1,521,"5/10/2014",228355,2.35558631629625
"504",1602,"2MF98","18",2,"1998-04-11 4:38","2MF98 18 2 60BON 1",0,0,1998,4,55.62767,-164.15981,101,173.07181,96,"2MF98_55.62767_-164.15981_1998-04-11 4:38_505",0,16,"4/11/1998",244951,2.48166371917812
"505",1603,"3MF06","61",2,"2006-05-16 3:24","3MF06 61 2 60BON 1",0,0,2006,5,55.96833,-163.96033,136,146.29067,92,"3MF06_55.96833_-163.96033_2006-05-16 3:24_505",0,442,"5/16/2006",242629,2.42155912848945
"506",1604,"3MF06","67",3,"2006-05-16 16:03","3MF06 67 3 60BON 2",35.79182,74.56628,2006,5,55.7525,-162.76849,136,93.87621,58,"3MF06_55.7525_-162.76849_2006-05-16 16:03_505",7,442,"5/16/2006",242629,2.42155912848945
"507",1605,"3MF06","80",3,"2006-05-17 18:16","3MF06 80 3 60BON 1",173.32472,304.07845,2006,5,56.45833,-161.43601,137,92.0815,68,"3MF06_56.45833_-161.43601_2006-05-17 18:16_505",28,442,"5/17/2006",242629,2.42155912848945
"508",1606,"3MF06","88",2,"2006-05-18 9:02","3MF06 88 2 60BON 1",633.28251,1091.8664,2006,5,57.039,-160.43517,138,92.50216,66,"3MF06_57.039_-160.43517_2006-05-18 9:02_505",101,442,"5/18/2006",242629,2.42155912848945
"509",1608,"3MF02","40",2,"2002-05-16 17:15","3MF02 40 2 60BON 1",0,0,2002,5,55.02883,-166.07016,136,201.70494,141,"3MF02_55.02883_-166.07016_2002-05-16 17:15_505",0,236,"5/16/2002",255755,2.32533527645925
"510",1609,"3MF06","89",2,"2006-05-18 10:55","3MF06 89 2 60BON 1",1452.94104,2848.904,2006,5,56.82017,-160.21401,138,98.28341,62,"3MF06_56.82017_-160.21401_2006-05-18 10:55_505",280,442,"5/18/2006",242629,2.42155912848945
"511",1610,"3MF06","90",2,"2006-05-18 12:47","3MF06 90 2 60BON 1",1332.38615,3330.96536,2006,5,56.60483,-159.99516,138,123.98808,46,"3MF06_56.60483_-159.99516_2006-05-18 12:47_505",413,442,"5/18/2006",242629,2.42155912848945
"512",1611,"3MF02","43",2,"2002-05-16 23:54","3MF02 43 2 60BON 1",0,0,2002,5,55.38467,-164.92867,136,84.69564,110,"3MF02_55.38467_-164.92867_2002-05-16 23:54_505",0,236,"5/16/2002",255755,2.32533527645925
"513",1612,"2DY12","110",2,"2012-05-24 17:34","2DY12 110 2 60BON 1",2510.57693,4736.93761,2012,5,57.00017,-162.4698,144,52.3545,63,"2DY12_57.00017_-162.4698_2012-05-24 17:34_505",248,429,"5/24/2012",234044,1.39350471514663
"514",1613,"2DY12","111",1,"2012-05-24 19:01","2DY12 111 1 60BON 1",501.95375,896.34599,2012,5,56.88467,-162.8507,144,142.802,66,"2DY12_56.88467_-162.8507_2012-05-24 19:01_505",128,429,"5/24/2012",234044,1.39350471514663
"515",1615,"DY14-06","16",1,"2014-05-22 6:56","DY14-06 16 1 60BON 1",4.59395,4.17632,2014,5,55.1477,-165.6873,142,239.44553,123,"DY14-06_55.1477_-165.6873_2014-05-22 6:56_505",1,521,"5/22/2014",228355,2.35558631629625
"516",1621,"3DY09","66",2,"2009-05-15 15:47","3DY09 66 2 60BON 1",6.03041,6.77574,2009,5,56.04367,-165.55533,135,147.58528,98,"3DY09_56.04367_-165.55533_2009-05-15 15:47_505",1,311,"5/15/2009",225280,2.01650680783778
"517",1622,"3DY08","47",2,"2008-05-19 8:54","3DY08 47 2 60BON 1",10.37681,11.79182,2008,5,55.6205,-164.142,139,169.60904,96,"3DY08_55.6205_-164.142_2008-05-19 8:54_335",2,331,"5/19/2008",227649,1.64111977631312
"518",1623,"3DY08","27",2,"2008-05-16 6:28","3DY08 27 2 60BON 1",7.33556,10.33177,2008,5,56.54233,-163.02417,136,96.7888,80,"3DY08_56.54233_-163.02417_2008-05-16 6:28_335",1,331,"5/16/2008",227649,1.64111977631312
"519",1624,"3DY08","29",2,"2008-05-16 10:21","3DY08 29 2 60BON 1",6.6253,9.46471,2008,5,56.64317,-163.62784,136,105.65563,77,"3DY08_56.64317_-163.62784_2008-05-16 10:21_335",1,331,"5/16/2008",227649,1.64111977631312
"520",1625,"DY14-06","119",1,"2014-05-29 6:51","DY14-06 119 1 60BON 1",0,0,2014,5,56.7058,-166.1967,149,131.09146,81,"DY14-06_56.7058_-166.1967_2014-05-29 6:51_505",0,521,"5/29/2014",228355,2.35558631629625
"521",1638,"DY14-05","42",2,"2014-05-10 22:03","DY14-05 42 2 60BON 1",5.53972,8.39352,2014,5,57.7683,-168.4642,130,119.13959,71,"DY14-05_57.7683_-168.4642_2014-05-10 22:03_505",1,521,"5/10/2014",228355,2.35558631629625
"522",1639,"DY14-05","43",5,"2014-05-11 0:32","DY14-05 43 5 60BON 2",0,0,2014,5,57.8352,-168.8827,131,130.47681,71,"DY14-05_57.8352_-168.8827_2014-05-11 0:32_505",0,521,"5/11/2014",228355,2.35558631629625
"523",1640,"DY14-06","139",1,"2014-05-30 19:07","DY14-06 139 1 60BON 1",0,0,2014,5,56.6675,-168.1492,150,170.21358,107,"DY14-06_56.6675_-168.1492_2014-05-30 19:07_505",0,521,"5/30/2014",228355,2.35558631629625
"524",1641,"DY14-05","45",2,"2014-05-11 4:33","DY14-05 45 2 60BON 2",23.86362,38.48971,2014,5,57.9272,-169.325,131,103.92389,67,"DY14-05_57.9272_-169.325_2014-05-11 4:33_505",4,521,"5/11/2014",228355,2.35558631629625
"525",1651,"3DY09","49",2,"2009-05-14 6:43","3DY09 49 2 60BON 1",337.53331,519.28201,2009,5,55.5285,-163.54916,134,130.95004,75,"3DY09_55.5285_-163.54916_2009-05-14 6:43_505",68,311,"5/14/2009",225280,2.01650680783778
"526",1652,"3DY08","14",2,"2008-05-15 2:48","3DY08 14 2 60BON 1",459.10351,685.22912,2008,5,56.57683,-161.01367,135,131.34293,72,"3DY08_56.57683_-161.01367_2008-05-15 2:48_335",90,331,"5/15/2008",227649,1.64111977631312
"527",1653,"3DY08","60",2,"2008-05-20 11:58","3DY08 60 2 60BON 1",4.45058,3.83671,2008,5,54.9285,-165.47983,140,260.64014,127,"3DY08_54.9285_-165.47983_2008-05-20 11:58_335",1,331,"5/20/2008",227649,1.64111977631312
"528",1654,"DY14-05","65",2,"2014-05-12 8:14","DY14-05 65 2 60BON 1",60.28049,94.18827,2014,5,59.8928,-172.1638,132,116.78737,74,"DY14-05_59.8928_-172.1638_2014-05-12 8:14_505",11,521,"5/12/2014",228355,2.35558631629625
"529",1655,"6MF95","99",1,"1995-04-26 18:18","6MF95 99 1 60BON 1",0,0,1995,4,55.344,-166.87019,116,161.57082,138,"6MF95_55.344_-166.87019_1995-04-26 18:18_333",0,275,"4/26/1995",257129,2.12100473001101
"530",1656,"3DY09","9",2,"2009-05-09 12:31","3DY09 9 2 60BON 1",5.73344,9.7177,2009,5,56.96933,-169.91684,129,102.90499,68,"3DY09_56.96933_-169.91684_2009-05-09 12:31_505",1,311,"5/9/2009",225280,2.01650680783778
"531",1658,"3DY08","18",2,"2008-05-15 13:14","3DY08 18 2 60BON 1",17.59611,25.13729,2008,5,56.66183,-162.6245,135,119.34459,76,"3DY08_56.66183_-162.6245_2008-05-15 13:14_335",3,331,"5/15/2008",227649,1.64111977631312
"532",1660,"DY14-06","156",1,"2014-06-02 1:19","DY14-06 156 1 60BON 1",0,0,2014,6,56.9895,-168.9562,153,128.31635,80,"DY14-06_56.9895_-168.9562_2014-06-02 1:19_505",0,521,"6/2/2014",228355,2.35558631629625
"533",1661,"DY14-06","166",1,"2014-06-02 19:28","DY14-06 166 1 60BON 1",0,0,2014,6,56.8507,-170.2835,153,153.76702,93,"DY14-06_56.8507_-170.2835_2014-06-02 19:28_505",0,521,"6/2/2014",228355,2.35558631629625
"534",1668,"2DY10","22",3,"2010-05-08 12:22","2DY10 22 3 60BON 2",0,0,2010,5,54.707,-165.272,128,264.8378,136,"2DY10_54.707_-165.272_2010-05-08 12:22_500",0,370,"5/8/2010",227957,1.7191427893056
"535",1669,"2DY10","25",4,"2010-05-08 21:06","2DY10 25 4 60BON 2",0,0,2010,5,55.36467,-165.89317,128,204.07626,121,"2DY10_55.36467_-165.89317_2010-05-08 21:06_500",0,370,"5/8/2010",227957,1.7191427893056
"536",1670,"5MF00","18",2,"2000-05-07 5:08","5MF00 18 2 60BON 1",0,0,2000,5,57.10083,-169.31751,127,88.28073,74,"5MF00_57.10083_-169.31751_2000-05-07 5:08_333",0,54,"5/7/2000",248451,2.12279342133638
"537",1673,"4MF07","33",1,"2007-05-11 18:19","4MF07 33 1 60BON 1",0,0,2007,5,56.76817,-168.744,131,128.70641,99,"4MF07_56.76817_-168.744_2007-05-11 18:19_505",0,446,"5/11/2007",234261,2.04821184732869
"538",1678,"4MF07","40",2,"2007-05-12 9:03","4MF07 40 2 60BON 1",0,0,2007,5,56.26833,-171.17101,132,197.21747,148,"4MF07_56.26833_-171.17101_2007-05-12 9:03_505",0,446,"5/12/2007",234261,2.04821184732869
"539",1698,"4MF07","52",3,"2007-05-13 10:18","4MF07 52 3 60BON 1",0,0,2007,5,56.8505,-170.28517,133,128.30444,92,"4MF07_56.8505_-170.28517_2007-05-13 10:18_505",0,446,"5/13/2007",234261,2.04821184732869
"540",1700,"4MF07","26",4,"2007-05-11 2:16","4MF07 26 4 60BON 1",0,0,2007,5,56.07367,-170.00934,131,141.37459,126,"4MF07_56.07367_-170.00934_2007-05-11 2:16_505",0,446,"5/11/2007",234261,2.04821184732869
"541",1703,"4MF07","54",2,"2007-05-13 14:18","4MF07 54 2 60BON 1",0,0,2007,5,56.611,-171.01784,133,162.69272,118,"4MF07_56.611_-171.01784_2007-05-13 14:18_505",0,446,"5/13/2007",234261,2.04821184732869
"542",1723,"3MF79","G033A",2,"1979-06-19 12:52","3MF79 G033A 2 60BON 1",0,0,1979,6,56.27,-166.4933,170,195.3587,105,"3MF79_56.27_-166.4933_1979-06-19 12:52_505",0,126,"6/19/1979",227682,2.50750054666484
"543",1724,"4MF03","12",3,"2003-05-19 1:23","4MF03 12 3 60BON 1",0,0,2003,5,54.46283,-165.00517,139,118.74911,77,"4MF03_54.46283_-165.00517_2003-05-19 1:23_505",0,125,"5/19/2003",255366,2.72487502664359
"544",1739,"6MF95","56",2,"1995-04-22 2:30","6MF95 56 2 60BON 1",0,0,1995,4,54.41083,-165.1308,112,172.62647,133,"6MF95_54.41083_-165.1308_1995-04-22 2:30_333",0,275,"4/22/1995",257129,2.12100473001101
"545",1740,"3MF79","V008A",2,"1979-06-03 22:35","3MF79 V008A 2 60BON 1",0,0,1979,6,56.05333,-166.57001,154,156.82571,124,"3MF79_56.05333_-166.57001_1979-06-03 22:35_505",0,126,"6/3/1979",227682,2.50750054666484
"546",1742,"1AK10","14",2,"2010-06-21 0:21","1AK10 14 2 60BON 1",0,0,2010,6,60.3405,-167.08701,172,36.01176,27,"1AK10_60.3405_-167.08701_2010-06-21 0:21_333",0,370,"6/21/2010",227957,1.7191427893056
"547",1743,"1AK11","1",2,"2011-06-06 3:10","1AK11 1 2 60BON 1",0,0,2011,6,58.00667,-159.04334,157,54.10555,38,"1AK11_58.00667_-159.04334_2011-06-06 3:10_333",0,208,"6/6/2011",232110,2.38919509730641
"548",1756,"5MF97","37",2,"1997-04-20 23:23","5MF97 37 2 60BON 1",0,0,1997,4,56.76617,-164.3355,110,45.60003,74,"5MF97_56.76617_-164.3355_1997-04-20 23:23_333",0,132,"4/20/1997",247943,2.37767837076569
"549",1758,"1DY11","42",2,"2011-05-25 6:02","1DY11 42 2 60BON 1",55.09331,87.4497,2011,5,57.44033,-166.5125,145,171.52718,69,"1DY11_57.44033_-166.5125_2011-05-25 6:02_333",15,208,"5/25/2011",232110,2.38919509730641
"550",1759,"1DY11","53",5,"2011-05-26 10:04","1DY11 53 5 60BON 1",77.59948,117.57496,2011,5,56.91267,-164.036,146,127.57818,72,"1DY11_56.91267_-164.036_2011-05-26 10:04_333",15,208,"5/26/2011",232110,2.38919509730641
"551",1769,"2DY10","29",2,"2010-05-09 5:13","2DY10 29 2 60BON 2",0,0,2010,5,54.8255,-164.88716,129,137.59807,75,"2DY10_54.8255_-164.88716_2010-05-09 5:13_500",0,370,"5/9/2010",227957,1.7191427893056
"552",1770,"1DN88","G161A",1,"1988-04-12 9:40","1DN88 G161A 1 60BON 2",0,0,1988,4,55.36667,-164.10001,102,136.01166,90,"1DN88_55.36667_-164.10001_1988-04-12 9:40_505",0,107,"4/12/1988",311661,2.06436245370984
"553",1773,"1HE07","119",2,"2007-04-26 17:00","1HE07 119 2 60BON 1",0,0,2007,4,56.96583,-170.27651,116,177.38493,77,"1HE07_56.96583_-170.27651_2007-04-26 17:00_333",0,446,"4/26/2007",234261,2.04821184732869
"554",1774,"1HE07","127",2,"2007-04-28 9:18","1HE07 127 2 60BON 1",3.47134,5.98507,2007,4,57.03233,-170.04167,118,167.08237,61,"1HE07_57.03233_-170.04167_2007-04-28 9:18_333",1,446,"4/28/2007",234261,2.04821184732869
"555",1777,"1DN88","G165A",1,"1988-04-12 21:05","1DN88 G165A 1 60BON 2",819.78401,1999.4732,1988,4,55.825,-162.4167,102,49.01291,50,"1DN88_55.825_-162.4167_1988-04-12 21:05_505",98,107,"4/12/1988",311661,2.06436245370984
"556",1779,"1DN88","G184A",1,"1988-04-21 10:00","1DN88 G184A 1 60BON 2",47.69252,66.23961,1988,4,56.46333,-165.96671,111,90.58024,85,"1DN88_56.46333_-165.96671_1988-04-21 10:00_505",6,107,"4/21/1988",311661,2.06436245370984
"557",1781,"1DN88","G192A",1,"1988-04-24 19:18","1DN88 G192A 1 60BON 2",21.39723,32.42005,1988,4,56.91667,-167.8833,114,92.53533,80,"1DN88_56.91667_-167.8833_1988-04-24 19:18_505",3,107,"4/24/1988",311661,2.06436245370984
"558",1782,"1MP91","G004A",1,"1991-04-14 14:05","1MP91 G004A 1 60BON 1",0,0,1991,4,55.33333,-164.23331,104,76.6387,100,"1MP91_55.33333_-164.23331_1991-04-14 14:05_333",0,81,"4/14/1991",284096,2.10772019863191
"559",1787,"DY14-06","41",1,"2014-05-24 4:00","DY14-06 41 1 60BON 1",5.31714,6.40619,2014,5,55.6237,-164.1453,144,156.09901,94,"DY14-06_55.6237_-164.1453_2014-05-24 4:00_505",1,521,"5/24/2014",228355,2.35558631629625
"560",1790,"1HE07","215",3,"2007-05-11 16:44","1HE07 215 3 60BON 1",0,0,2007,5,55.55583,-167.70383,131,251.30862,136,"1HE07_55.55583_-167.70383_2007-05-11 16:44_333",0,446,"5/11/2007",234261,2.04821184732869
