"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","reg.SST"
"1553",4717,"3DY08","28",2,"2008-05-16 8:26","3DY08 28 2 60BON 1",68.56946,103.89312,2008,5,56.76217,-163.23933,136,115.50332,72,"3DY08_56.76217_-163.23933_2008-05-16 8:26_335",12,331,"5/16/2008",227649,1.64111977631312
"1554",4719,"DY14-06","1",2,"2014-05-21 2:01","DY14-06 1 2 60BON 1",0,0,2014,5,53.9765,-166.9757,141,177.68165,91,"DY14-06_53.9765_-166.9757_2014-05-21 2:01_505",0,521,"5/21/2014",228355,2.35558631629625
"1555",4720,"DY14-06","18",1,"2014-05-22 10:31","DY14-06 18 1 60BON 1",0,0,2014,5,54.747,-165.2712,142,327.65354,140,"DY14-06_54.747_-165.2712_2014-05-22 10:31_505",0,521,"5/22/2014",228355,2.35558631629625
"1556",4725,"3DY08","1",3,"2008-05-13 0:11","3DY08 1 3 60BON 1",1702.58214,1480.50621,2008,5,54.004,-166.57983,133,251.26541,128,"3DY08_54.004_-166.57983_2008-05-13 0:11_335",372,331,"5/13/2008",227649,1.64111977631312
"1557",4726,"3DY08","35",2,"2008-05-16 23:37","3DY08 35 2 60BON 1",519.13484,851.04073,2008,5,55.65017,-163.16367,136,111.62803,69,"3DY08_55.65017_-163.16367_2008-05-16 23:37_335",95,331,"5/16/2008",227649,1.64111977631312
"1558",4729,"3DY08","42",2,"2008-05-17 14:31","3DY08 42 2 60BON 1",127.79428,187.93277,2008,5,55.5245,-163.55234,137,117.06314,75,"3DY08_55.5245_-163.55234_2008-05-17 14:31_335",22,331,"5/17/2008",227649,1.64111977631312
"1559",4730,"3DY09","19",2,"2009-05-10 14:26","3DY09 19 2 60BON 1",0,0,2009,5,57.20817,-169.17317,130,130.33951,78,"3DY09_57.20817_-169.17317_2009-05-10 14:26_505",0,311,"5/10/2009",225280,2.01650680783778
"1560",4731,"DY14-06","147",1,"2014-05-31 9:56","DY14-06 147 1 60BON 1",0,0,2014,5,56.5287,-169.4675,151,120.85247,78,"DY14-06_56.5287_-169.4675_2014-05-31 9:56_505",0,521,"5/31/2014",228355,2.35558631629625
"1561",4732,"DY14-06","176",1,"2014-06-03 10:55","DY14-06 176 1 60BON 1",24.07549,44.58424,2014,6,57.7662,-169.2442,154,67.28835,64,"DY14-06_57.7662_-169.2442_2014-06-03 10:55_505",3,521,"6/3/2014",228355,2.35558631629625
"1562",4744,"3DY08","17",2,"2008-05-15 11:28","3DY08 17 2 60BON 1",189.23393,320.73547,2008,5,56.88133,-162.8485,135,121.59553,66,"3DY08_56.88133_-162.8485_2008-05-15 11:28_335",39,331,"5/15/2008",227649,1.64111977631312
"1563",4746,"1AR08","10",1,"2008-06-13 3:26","1AR08 10 1 60BON 1",616.08075,2464.323,2008,6,58.36,-163.47833,164,42.20226,33,"1AR08_58.36_-163.47833_2008-06-13 3:26_333",104,331,"6/13/2008",227649,1.64111977631312
"1564",4747,"1AR08","11",1,"2008-06-14 0:47","1AR08 11 1 60BON 1",5.3347,31.38057,2008,6,59.3,-164.03334,165,31.86685,19,"1AR08_59.3_-164.03334_2008-06-14 0:47_333",1,331,"6/14/2008",227649,1.64111977631312
"1565",4762,"1AR09","7",2,"2009-06-15 2:31","1AR09 7 2 60BON 1",2128.76998,8515.07993,2009,6,58.98583,-165.96834,166,47.3278,27,"1AR09_58.98583_-165.96834_2009-06-15 2:31_333",403,311,"6/15/2009",225280,2.01650680783778
"1566",4763,"1AK10","12",2,"2010-06-19 2:10","1AK10 12 2 60BON 1",276.80452,485.62197,2010,6,57.33233,-166.51883,170,96.7831,67,"1AK10_57.33233_-166.51883_2010-06-19 2:10_333",47,370,"6/19/2010",227957,1.7191427893056
"1567",4764,"1DY11","51",2,"2011-05-26 4:15","1DY11 51 2 60BON 1",27.6793,39.54185,2011,5,56.76817,-164.32617,146,151.73795,74,"1DY11_56.76817_-164.32617_2011-05-26 4:15_333",6,208,"5/26/2011",232110,2.38919509730641
"1568",4765,"1DY11","54",2,"2011-05-26 11:48","1DY11 54 2 60BON 1",59.60425,91.69884,2011,5,56.94767,-163.82266,146,152.67368,71,"1DY11_56.94767_-163.82266_2011-05-26 11:48_333",14,208,"5/26/2011",232110,2.38919509730641
"1569",4776,"4MF07","38",2,"2007-05-12 4:44","4MF07 38 2 60BON 1",0,0,2007,5,56.1685,-170.5885,132,203.35515,136,"4MF07_56.1685_-170.5885_2007-05-12 4:44_505",0,446,"5/12/2007",234261,2.04821184732869
"1570",4782,"1DY11","9",2,"2011-05-21 17:45","1DY11 9 2 60BON 1",21.34298,31.38674,2011,5,59.904,-172.16884,141,95.58176,75,"1DY11_59.904_-172.16884_2011-05-21 17:45_333",3,208,"5/21/2011",232110,2.38919509730641
"1571",4783,"1DY11","25",2,"2011-05-22 22:45","1DY11 25 2 60BON 1",325.96214,493.88204,2011,5,58.14417,-169.91716,142,141.73425,73,"1DY11_58.14417_-169.91716_2011-05-22 22:45_333",70,208,"5/22/2011",232110,2.38919509730641
"1572",4786,"2DY10","52",2,"2010-05-11 4:24","2DY10 52 2 60BON 2",8.76216,10.18856,2010,5,56.08367,-163.5845,131,196.29863,92,"2DY10_56.08367_-163.5845_2010-05-11 4:24_500",2,370,"5/11/2010",227957,1.7191427893056
"1573",4788,"4MF94","113",2,"1994-04-25 20:04","4MF94 113 2 60BON 1",0,0,1994,4,55.98333,-163.605,115,124.8999,85,"4MF94_55.98333_-163.605_1994-04-25 20:04_333",0,158,"4/25/1994",261909,2.19237502478063
"1574",4794,"4MF94","145",4,"1994-04-28 16:54","4MF94 145 4 60BON 1",0,0,1994,4,54.34833,-165.8333,118,194.8075,145,"4MF94_54.34833_-165.8333_1994-04-28 16:54_333",0,158,"4/28/1994",261909,2.19237502478063
"1575",4798,"4MF07","55",2,"2007-05-13 16:55","4MF07 55 2 60BON 1",0,0,2007,5,56.4885,-171.38516,133,214.4449,144,"4MF07_56.4885_-171.38516_2007-05-13 16:55_505",0,446,"5/13/2007",234261,2.04821184732869
"1576",4802,"1HE07","126",2,"2007-04-28 7:15","1HE07 126 2 60BON 1",0,0,2007,4,57.04117,-170.42867,118,182.9948,71,"1HE07_57.04117_-170.42867_2007-04-28 7:15_333",0,446,"4/28/2007",234261,2.04821184732869
"1577",4803,"1HE07","163",2,"2007-05-04 2:21","1HE07 163 2 60BON 1",5.21984,4.17587,2007,5,58.88334,-175.96333,124,239.47115,128,"1HE07_58.88334_-175.96333_2007-05-04 2:21_333",1,446,"5/4/2007",234261,2.04821184732869
"1578",4809,"2DY12","96",1,"2012-05-23 16:34","2DY12 96 1 60BON 1",154.80187,281.45795,2012,5,56.79933,-161.2378,143,124.3525,66,"2DY12_56.79933_-161.2378_2012-05-23 16:34_505",35,429,"5/23/2012",234044,1.39350471514663
"1579",4813,"5MF05","16",2,"2005-05-11 20:58","5MF05 16 2 60BON 1",21.85869,48.57487,2005,5,56.12067,-161.59967,131,82.34711,53,"5MF05_56.12067_-161.59967_2005-05-11 20:58_505",4,283,"5/11/2005",249168,2.72058632295719
"1580",4814,"1HE07","7",2,"2007-04-12 11:44","1HE07 7 2 60BON 1",0,0,2007,4,56.97517,-163.92366,102,124.86385,70,"1HE07_56.97517_-163.92366_2007-04-12 11:44_333",0,446,"4/12/2007",234261,2.04821184732869
"1581",4964,"DY16-07","114",1,"2016-05-29 10:47","DY16-07 114 1 60BON 1",353.54553,906.52699,2016,5,58.5042,-166.0122,149,69.496,50,"DY16-07_58.5042_-166.0122_2016-05-29 10:47_505",63,409,"5/29/2016",213914,2.65904866393546
"1582",4965,"DY16-07","115",1,"2016-05-29 12:47","DY16-07 115 1 60BON 1",4.76423,10.82778,2016,5,58.1648,-166.1658,149,92.355,54,"DY16-07_58.1648_-166.1658_2016-05-29 12:47_505",1,409,"5/29/2016",213914,2.65904866393546
"1583",4966,"DY16-07","116",1,"2016-05-29 14:42","DY16-07 116 1 60BON 1",0,0,2016,5,57.8248,-166.3272,149,99.695,68,"DY16-07_57.8248_-166.3272_2016-05-29 14:42_505",0,409,"5/29/2016",213914,2.65904866393546
"1584",4967,"DY16-07","8",1,"2016-05-20 2:04","DY16-07 8 1 60BON 1",0,0,2016,5,55.6275,-164.1487,140,174.695,95,"DY16-07_55.6275_-164.1487_2016-05-20 2:04_505",0,409,"5/20/2016",213914,2.65904866393546
"1585",4968,"DY16-07","12",1,"2016-05-20 10:41","DY16-07 12 1 60BON 2",0,0,2016,5,55.7623,-162.7713,140,86.806,60,"DY16-07_55.7623_-162.7713_2016-05-20 10:41_505",0,409,"5/20/2016",213914,2.65904866393546
"1586",4969,"DY16-07","32",1,"2016-05-22 8:48","DY16-07 32 1 60BON 1",4.4826,11.49386,2016,5,57.9505,-160.3288,142,87.003,52,"DY16-07_57.9505_-160.3288_2016-05-22 8:48_505",1,409,"5/22/2016",213914,2.65904866393546
"1587",4978,"DY16-07","210",1,"2016-06-07 22:19","DY16-07 210 1 60BON 1",0,0,2016,6,55.6523,-168.6165,158,243.502,150,"DY16-07_55.6523_-168.6165_2016-06-07 22:19_505",0,409,"6/7/2016",213914,2.65904866393546
"1588",4979,"DY16-07","211",1,"2016-06-08 0:33","DY16-07 211 1 60BON 1",0,0,2016,6,55.5528,-168.0368,159,210.857,138,"DY16-07_55.5528_-168.0368_2016-06-08 0:33_505",0,409,"6/8/2016",213914,2.65904866393546
"1589",4980,"DY16-07","212",2,"2016-06-08 3:05","DY16-07 212 2 60BON 1",0,0,2016,6,55.4572,-167.4488,159,185.933,139,"DY16-07_55.4572_-167.4488_2016-06-08 3:05_505",0,409,"6/8/2016",213914,2.65904866393546
"1590",4981,"DY16-07","34",1,"2016-05-22 13:17","DY16-07 34 1 60BON 1",0,0,2016,5,57.697,-161.107,142,139.603,55,"DY16-07_57.697_-161.107_2016-05-22 13:17_505",0,409,"5/22/2016",213914,2.65904866393546
"1591",4982,"DY16-07","35",1,"2016-05-22 16:00","DY16-07 35 1 60BON 1",7.38328,14.47702,2016,5,57.3573,-161.2822,142,138.15,63,"DY16-07_57.3573_-161.2822_2016-05-22 16:00_505",2,409,"5/22/2016",213914,2.65904866393546
"1592",4983,"DY16-07","36",1,"2016-05-22 18:27","DY16-07 36 1 60BON 1",0,0,2016,5,57.0195,-161.4568,142,132.569,72,"DY16-07_57.0195_-161.4568_2016-05-22 18:27_505",0,409,"5/22/2016",213914,2.65904866393546
"1593",4984,"DY16-07","37",1,"2016-05-22 20:20","DY16-07 37 1 60BON 1",0,0,2016,5,56.6788,-161.633,142,160.933,84,"DY16-07_56.6788_-161.633_2016-05-22 20:20_505",0,409,"5/22/2016",213914,2.65904866393546
"1594",4985,"DY16-07","38",1,"2016-05-22 23:06","DY16-07 38 1 60BON 1",0,0,2016,5,56.338,-161.8113,142,143.579,83,"DY16-07_56.338_-161.8113_2016-05-22 23:06_505",0,409,"5/22/2016",213914,2.65904866393546
"1595",4986,"DY16-07","139",1,"2016-05-31 16:27","DY16-07 139 1 60BON 1",98.80493,282.2998,2016,5,58.8022,-167.8312,151,85.016,47,"DY16-07_58.8022_-167.8312_2016-05-31 16:27_505",24,409,"5/31/2016",213914,2.65904866393546
"1596",4993,"DY16-06","42",2,"2016-05-07 23:12","DY16-06 42 2 60BON 1",60.56848,100.94746,2016,5,59.251,-170.4108,127,138.686,67,"DY16-06_59.251_-170.4108_2016-05-07 23:12_333",14,409,"5/7/2016",213914,2.65904866393546
"1597",4994,"DY16-06","45",2,"2016-05-08 3:00","DY16-06 45 2 60BON 1",12.32119,20.88337,2016,5,59.6037,-170.921,128,143.655,71,"DY16-06_59.6037_-170.921_2016-05-08 3:00_333",3,409,"5/8/2016",213914,2.65904866393546
"1598",4995,"DY16-06","46",2,"2016-05-08 4:19","DY16-06 46 2 60BON 1",122.94452,204.90754,2016,5,59.7218,-171.1303,128,117.126,72,"DY16-06_59.7218_-171.1303_2016-05-08 4:19_333",24,409,"5/8/2016",213914,2.65904866393546
"1599",4996,"DY16-07","140",1,"2016-05-31 19:45","DY16-07 140 1 60BON 1",587.01764,1726.52246,2016,5,59.1453,-167.695,151,110.627,44,"DY16-07_59.1453_-167.695_2016-05-31 19:45_505",191,409,"5/31/2016",213914,2.65904866393546
"1600",4997,"DY16-07","141",1,"2016-05-31 22:01","DY16-07 141 1 60BON 1",1100.51462,3236.80771,2016,5,59.253,-168.2893,151,97.936,45,"DY16-07_59.253_-168.2893_2016-05-31 22:01_505",317,409,"5/31/2016",213914,2.65904866393546
"1601",4998,"DY16-07","142",1,"2016-06-01 20:43","DY16-07 142 1 60BON 1",383.29971,1008.68345,2016,6,59.3517,-168.9157,152,91.208,49,"DY16-07_59.3517_-168.9157_2016-06-01 20:43_505",92,409,"6/1/2016",213914,2.65904866393546
"1602",4999,"DY16-07","143",1,"2016-06-01 22:49","DY16-07 143 1 60BON 1",18.85014,41.8892,2016,6,59.0062,-169.0465,152,95.49,56,"DY16-07_59.0062_-169.0465_2016-06-01 22:49_505",4,409,"6/1/2016",213914,2.65904866393546
"1603",5000,"DY16-07","144",1,"2016-06-02 0:47","DY16-07 144 1 60BON 1",133.89868,334.74671,2016,6,58.9032,-168.4437,153,80.658,51,"DY16-07_58.9032_-168.4437_2016-06-02 0:47_505",27,409,"6/2/2016",213914,2.65904866393546
"1604",5003,"DY16-07","14",1,"2016-05-20 14:54","DY16-07 14 1 60BON 1",0,0,2016,5,56.0032,-161.9912,140,94.496,55,"DY16-07_56.0032_-161.9912_2016-05-20 14:54_505",0,409,"5/20/2016",213914,2.65904866393546
"1605",5004,"DY16-07","15",1,"2016-05-20 17:32","DY16-07 15 1 60BON 1",0,0,2016,5,56.2348,-161.2055,140,89.832,49,"DY16-07_56.2348_-161.2055_2016-05-20 17:32_505",0,409,"5/20/2016",213914,2.65904866393546
"1606",5005,"DY16-07","16",1,"2016-05-20 19:38","DY16-07 16 1 60BON 1",0,0,2016,5,56.1405,-160.5922,140,24.388,24,"DY16-07_56.1405_-160.5922_2016-05-20 19:38_505",0,409,"5/20/2016",213914,2.65904866393546
"1607",5006,"DY16-07","17",1,"2016-05-20 21:37","DY16-07 17 1 60BON 1",0,0,2016,5,56.4787,-160.4087,140,84.022,38,"DY16-07_56.4787_-160.4087_2016-05-20 21:37_505",0,409,"5/20/2016",213914,2.65904866393546
"1608",5007,"DY16-07","145",1,"2016-06-02 2:48","DY16-07 145 1 60BON 1",5.02333,9.66025,2016,6,58.562,-168.5868,153,103.517,64,"DY16-07_58.562_-168.5868_2016-06-02 2:48_505",1,409,"6/2/2016",213914,2.65904866393546
"1609",5012,"DY16-06","11",2,"2016-05-05 20:19","DY16-06 11 2 60BON 1",4.72309,7.61789,2016,5,56.7697,-164.352,125,131.27,73,"DY16-06_56.7697_-164.352_2016-05-05 20:19_333",1,409,"5/5/2016",213914,2.65904866393546
"1610",5013,"DY16-06","25",2,"2016-05-06 17:55","DY16-06 25 2 60BON 1",9.79589,16.05884,2016,5,57.3637,-167.9949,126,124.542,71,"DY16-06_57.3637_-167.9949_2016-05-06 17:55_333",2,409,"5/6/2016",213914,2.65904866393546
"1611",5014,"DY16-06","27",2,"2016-05-06 22:00","DY16-06 27 2 60BON 1",0,0,2016,5,57.5183,-168.635,126,108.945,71,"DY16-06_57.5183_-168.635_2016-05-06 22:00_333",0,409,"5/6/2016",213914,2.65904866393546
"1612",5015,"DY16-06","28",2,"2016-05-06 23:42","DY16-06 28 2 60BON 1",0,0,2016,5,57.6503,-169.0278,126,102.982,71,"DY16-06_57.6503_-169.0278_2016-05-06 23:42_333",0,409,"5/6/2016",213914,2.65904866393546
"1613",5016,"DY16-07","18",1,"2016-05-21 0:20","DY16-07 18 1 60BON 1",0,0,2016,5,56.728,-159.67,141,74.694,37,"DY16-07_56.728_-159.67_2016-05-21 0:20_505",0,409,"5/21/2016",213914,2.65904866393546
"1614",5017,"DY16-07","19",1,"2016-05-21 2:27","DY16-07 19 1 60BON 1",0,0,2016,5,57.0582,-159.4213,141,107.951,52,"DY16-07_57.0582_-159.4213_2016-05-21 2:27_505",0,409,"5/21/2016",213914,2.65904866393546
"1615",5018,"DY16-07","117",1,"2016-05-29 16:36","DY16-07 117 1 60BON 1",0,0,2016,5,57.4863,-166.4825,149,104.817,71,"DY16-07_57.4863_-166.4825_2016-05-29 16:36_505",0,409,"5/29/2016",213914,2.65904866393546
"1616",5019,"DY16-07","118",1,"2016-05-29 18:37","DY16-07 118 1 60BON 1",0,0,2016,5,57.1487,-166.6408,149,52.829,76,"DY16-07_57.1487_-166.6408_2016-05-29 18:37_505",0,409,"5/29/2016",213914,2.65904866393546
"1617",5026,"DY16-06","36",2,"2016-05-07 14:38","DY16-06 36 2 60BON 1",32.0219,51.64822,2016,5,58.2885,-170.0725,127,154.894,72,"DY16-06_58.2885_-170.0725_2016-05-07 14:38_333",8,409,"5/7/2016",213914,2.65904866393546
"1618",5027,"DY16-06","40",2,"2016-05-07 19:13","DY16-06 40 2 60BON 1",27.64777,46.86063,2016,5,58.9483,-170.3082,127,170.719,70,"DY16-06_58.9483_-170.3082_2016-05-07 19:13_333",8,409,"5/7/2016",213914,2.65904866393546
"1619",5028,"DY16-06","47",2,"2016-05-08 5:52","DY16-06 47 2 60BON 1",117.71937,192.98258,2016,5,59.7055,-171.4857,128,139.909,75,"DY16-06_59.7055_-171.4857_2016-05-08 5:52_333",27,409,"5/8/2016",213914,2.65904866393546
"1620",5029,"DY16-06","48",2,"2016-05-08 7:31","DY16-06 48 2 60BON 1",208.33333,359.1954,2016,5,59.898,-171.2492,128,114.144,72,"DY16-06_59.898_-171.2492_2016-05-08 7:31_333",41,409,"5/8/2016",213914,2.65904866393546
"1621",5030,"DY16-07","96",1,"2016-05-27 19:57","DY16-07 96 1 60BON 1",0,0,2016,5,55.5922,-166.0965,147,210.245,123,"DY16-07_55.5922_-166.0965_2016-05-27 19:57_505",0,409,"5/27/2016",213914,2.65904866393546
"1622",5031,"DY16-07","119",1,"2016-05-29 20:44","DY16-07 119 1 60BON 1",0,0,2016,5,56.81,-166.7938,149,148.166,84,"DY16-07_56.81_-166.7938_2016-05-29 20:44_505",0,409,"5/29/2016",213914,2.65904866393546
"1623",5032,"DY16-07","120",1,"2016-05-29 23:08","DY16-07 120 1 60BON 1",0,0,2016,5,56.469,-166.9543,149,193.885,109,"DY16-07_56.469_-166.9543_2016-05-29 23:08_505",0,409,"5/29/2016",213914,2.65904866393546
"1624",5033,"DY16-07","121",1,"2016-05-30 1:10","DY16-07 121 1 60BON 1",0,0,2016,5,56.1292,-167.1207,150,225.536,133,"DY16-07_56.1292_-167.1207_2016-05-30 1:10_505",0,409,"5/30/2016",213914,2.65904866393546
"1625",5034,"DY16-07","122",1,"2016-05-30 3:12","DY16-07 122 1 60BON 1",0,0,2016,5,55.7897,-167.2855,150,234.557,138,"DY16-07_55.7897_-167.2855_2016-05-30 3:12_505",0,409,"5/30/2016",213914,2.65904866393546
"1626",5035,"DY16-07","123",1,"2016-05-30 5:31","DY16-07 123 1 60BON 1",0,0,2016,5,55.8915,-167.8708,150,237.921,136,"DY16-07_55.8915_-167.8708_2016-05-30 5:31_505",0,409,"5/30/2016",213914,2.65904866393546
"1627",5036,"DY16-07","39",1,"2016-05-23 1:13","DY16-07 39 1 60BON 1",4.87884,7.74419,2016,5,56.4395,-162.4192,143,129.129,74,"DY16-07_56.4395_-162.4192_2016-05-23 1:13_505",1,409,"5/23/2016",213914,2.65904866393546
"1628",5037,"DY16-07","40",1,"2016-05-23 3:20","DY16-07 40 1 60BON 1",0,0,2016,5,56.7797,-162.2428,143,116.208,72,"DY16-07_56.7797_-162.2428_2016-05-23 3:20_505",0,409,"5/23/2016",213914,2.65904866393546
"1629",5038,"DY16-07","29",1,"2016-05-22 2:31","DY16-07 29 1 60BON 1",0,0,2016,5,56.9182,-160.8395,142,120.796,70,"DY16-07_56.9182_-160.8395_2016-05-22 2:31_505",0,409,"5/22/2016",213914,2.65904866393546
"1630",5045,"DY16-07","97",1,"2016-05-27 22:29","DY16-07 97 1 60BON 1",0,0,2016,5,55.2497,-166.2817,147,205.888,133,"DY16-07_55.2497_-166.2817_2016-05-27 22:29_505",0,409,"5/27/2016",213914,2.65904866393546
"1631",5048,"DY16-07","100",1,"2016-05-28 4:55","DY16-07 100 1 60BON 1",0,0,2016,5,55.3533,-166.869,148,223.472,139,"DY16-07_55.3533_-166.869_2016-05-28 4:55_505",0,409,"5/28/2016",213914,2.65904866393546
"1632",5049,"DY16-07","101",1,"2016-05-28 6:55","DY16-07 101 1 60BON 1",0,0,2016,5,55.687,-166.699,148,188.38,132,"DY16-07_55.687_-166.699_2016-05-28 6:55_505",0,409,"5/28/2016",213914,2.65904866393546
"1633",5050,"DY16-07","102",1,"2016-05-28 8:58","DY16-07 102 1 60BON 1",0,0,2016,5,56.0272,-166.5293,148,209.328,127,"DY16-07_56.0272_-166.5293_2016-05-28 8:58_505",0,409,"5/28/2016",213914,2.65904866393546
"1634",5051,"DY16-06","49",5,"2016-05-08 10:57","DY16-06 49 5 60BON 1",71.65947,121.45673,2016,5,59.8905,-171.7037,128,107.034,71,"DY16-06_59.8905_-171.7037_2016-05-08 10:57_333",13,409,"5/8/2016",213914,2.65904866393546
"1635",5052,"DY16-06","50",2,"2016-05-08 13:48","DY16-06 50 2 60BON 1",14.5633,26.96908,2016,5,60.0732,-172.0062,128,74.159,64,"DY16-06_60.0732_-172.0062_2016-05-08 13:48_333",2,409,"5/8/2016",213914,2.65904866393546
"1636",5053,"DY16-06","51",2,"2016-05-08 15:50","DY16-06 51 2 60BON 1",112.66094,178.8269,2016,5,59.9032,-172.1575,128,78.288,74,"DY16-06_59.9032_-172.1575_2016-05-08 15:50_333",14,409,"5/8/2016",213914,2.65904866393546
"1637",5054,"DY16-07","33",1,"2016-05-22 10:58","DY16-07 33 1 60BON 1",49.18566,144.66372,2016,5,58.0442,-160.9485,142,82.951,46,"DY16-07_58.0442_-160.9485_2016-05-22 10:58_505",12,409,"5/22/2016",213914,2.65904866393546
"1638",5055,"DY16-07","41",1,"2016-05-23 5:19","DY16-07 41 1 60BON 1",0,0,2016,5,57.122,-162.0633,143,100.994,56,"DY16-07_57.122_-162.0633_2016-05-23 5:19_505",0,409,"5/23/2016",213914,2.65904866393546
"1639",5056,"DY16-07","146",1,"2016-06-02 4:41","DY16-07 146 1 60BON 1",0,0,2016,6,58.6637,-169.184,153,112.844,67,"DY16-07_58.6637_-169.184_2016-06-02 4:41_505",0,409,"6/2/2016",213914,2.65904866393546
"1640",5057,"DY16-07","147",1,"2016-06-02 6:33","DY16-07 147 1 60BON 1",0,0,2016,6,58.7642,-169.7887,153,116.744,70,"DY16-07_58.7642_-169.7887_2016-06-02 6:33_505",0,409,"6/2/2016",213914,2.65904866393546
"1641",5058,"DY16-07","148",1,"2016-06-02 8:46","DY16-07 148 1 60BON 1",8.52157,13.52631,2016,6,58.4258,-169.9283,153,147.86,74,"DY16-07_58.4258_-169.9283_2016-06-02 8:46_505",2,409,"6/2/2016",213914,2.65904866393546
"1642",5063,"DY16-07","103",1,"2016-05-28 11:00","DY16-07 103 1 60BON 1",0,0,2016,5,56.3652,-166.365,148,171.637,102,"DY16-07_56.3652_-166.365_2016-05-28 11:00_505",0,409,"5/28/2016",213914,2.65904866393546
"1643",5064,"DY16-07","198",1,"2016-06-06 19:52","DY16-07 198 1 60BON 1",0,0,2016,6,57.4447,-168.4357,157,91.438,76,"DY16-07_57.4447_-168.4357_2016-06-06 19:52_505",0,409,"6/6/2016",213914,2.65904866393546
"1644",5065,"DY16-07","199",1,"2016-06-06 22:00","DY16-07 199 1 60BON 1",0,0,2016,6,57.783,-168.2872,157,117.126,74,"DY16-07_57.783_-168.2872_2016-06-06 22:00_505",0,409,"6/6/2016",213914,2.65904866393546
"1645",5066,"DY16-07","201",1,"2016-06-07 2:01","DY16-07 201 1 60BON 1",14.05884,31.24186,2016,6,58.4638,-167.9845,158,96.025,55,"DY16-07_58.4638_-167.9845_2016-06-07 2:01_505",3,409,"6/7/2016",213914,2.65904866393546
"1646",5067,"DY16-07","202",1,"2016-06-07 4:00","DY16-07 202 1 60BON 1",4.56398,10.37269,2016,6,58.3633,-167.3853,158,96.407,53,"DY16-07_58.3633_-167.3853_2016-06-07 4:00_505",1,409,"6/7/2016",213914,2.65904866393546
"1647",5068,"DY16-07","20",1,"2016-05-21 5:05","DY16-07 20 1 60BON 1",0,0,2016,5,57.2972,-158.6322,141,94.725,38,"DY16-07_57.2972_-158.6322_2016-05-21 5:05_505",0,409,"5/21/2016",213914,2.65904866393546
"1648",5069,"DY16-07","149",1,"2016-06-02 10:39","DY16-07 149 1 60BON 1",8.4468,12.60716,2016,6,58.5257,-170.5252,153,158.64,80,"DY16-07_58.5257_-170.5252_2016-06-02 10:39_505",2,409,"6/2/2016",213914,2.65904866393546
"1649",5070,"DY16-07","150",1,"2016-06-02 12:46","DY16-07 150 1 60BON 1",0,0,2016,6,58.631,-171.1177,153,132.493,88,"DY16-07_58.631_-171.1177_2016-06-02 12:46_505",0,409,"6/2/2016",213914,2.65904866393546
"1650",5072,"DY16-07","200",1,"2016-06-07 0:04","DY16-07 200 1 60BON 1",0,0,2016,6,58.1255,-168.1345,158,120.719,67,"DY16-07_58.1255_-168.1345_2016-06-07 0:04_505",0,409,"6/7/2016",213914,2.65904866393546
"1651",5073,"DY16-06","9",2,"2016-05-05 16:06","DY16-06 9 2 60BON 1",0,0,2016,5,56.95,-163.8353,125,42.661,71,"DY16-06_56.95_-163.8353_2016-05-05 16:06_333",0,409,"5/5/2016",213914,2.65904866393546
"1652",5074,"DY16-06","30",5,"2016-05-07 5:09","DY16-06 30 5 60BON 1",25.51131,43.2395,2016,5,57.8332,-168.8715,127,92.508,71,"DY16-06_57.8332_-168.8715_2016-05-07 5:09_333",4,409,"5/7/2016",213914,2.65904866393546
"1653",5075,"DY16-06","31",2,"2016-05-07 7:02","DY16-06 31 2 60BON 1",21.86266,37.69424,2016,5,58.0602,-168.7075,127,106.117,70,"DY16-06_58.0602_-168.7075_2016-05-07 7:02_333",4,409,"5/7/2016",213914,2.65904866393546
"1654",5076,"DY16-06","29",2,"2016-05-07 1:58","DY16-06 29 2 60BON 1",5.82224,10.03835,2016,5,57.7675,-168.4597,127,99.618,71,"DY16-06_57.7675_-168.4597_2016-05-07 1:58_333",1,409,"5/7/2016",213914,2.65904866393546
"1655",5077,"DY16-07","21",1,"2016-05-21 7:13","DY16-07 21 1 60BON 1",0,0,2016,5,57.3987,-159.2458,141,123.319,53,"DY16-07_57.3987_-159.2458_2016-05-21 7:13_505",0,409,"5/21/2016",213914,2.65904866393546
"1656",5078,"DY16-07","22",1,"2016-05-21 9:19","DY16-07 22 1 60BON 1",0,0,2016,5,57.741,-159.0653,141,89.985,48,"DY16-07_57.741_-159.0653_2016-05-21 9:19_505",0,409,"5/21/2016",213914,2.65904866393546
"1657",5079,"DY16-07","124",1,"2016-05-30 7:48","DY16-07 124 1 60BON 1",0,0,2016,5,56.2197,-167.7072,150,211.316,137,"DY16-07_56.2197_-167.7072_2016-05-30 7:48_505",0,409,"5/30/2016",213914,2.65904866393546
"1658",5080,"DY16-07","126",1,"2016-05-30 12:11","DY16-07 126 1 60BON 1",0,0,2016,5,56.9073,-167.3863,150,136.01,83,"DY16-07_56.9073_-167.3863_2016-05-30 12:11_505",0,409,"5/30/2016",213914,2.65904866393546
"1659",5083,"DY16-06","34",2,"2016-05-07 11:27","DY16-06 34 2 60BON 1",15.48597,26.24741,2016,5,58.0442,-169.673,127,114.297,70,"DY16-06_58.0442_-169.673_2016-05-07 11:27_333",3,409,"5/7/2016",213914,2.65904866393546
