"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","Link_ID","temperature","salinity","CTD_date","CTD_link","CTD_time","date_diff"
"41",97,"DY14-06",162,1,"2014-06-02 13:32","DY14-06 162 1 60BON 2",0,0,2014,6,57.3283,-168.7978,153,131.40236,74,"DY14-06_57.3283_-168.7978_2014-06-02 13:32_505",0,521,"2014-06-02",228355,"DY14-06_162_1",4.81866363636364,32.2462545454545,"2014-06-02","DY14-06_162_1","1332",0
"42",98,"DY14-05",8,3,"2014-05-07 23:38","DY14-05 8 3 60BON 1",11.07273,26.36365,2014,5,54.4388,-164.9883,127,75.86204,52,"DY14-05_54.4388_-164.9883_2014-05-07 23:38_505",2,521,"2014-05-07",228355,"DY14-05_8_3",4.75309,31.45548,"2014-05-07","DY14-05_8_3","2338",0
"43",99,"6MF06",61,2,"2006-09-17 18:15","6MF06 61 2 60BON 1",0,0,2006,9,54.94967,-164.52116,260,66.45734,47,"6MF06_54.94967_-164.52116_2006-09-17 18:15_505",0,442,"2006-09-17",242629,"6MF06_61_2",8.26345,31.74477,"2006-09-17","6MF06_61_2","1812",0
"44",103,"5MF05",32,2,"2005-05-13 17:08","5MF05 32 2 60BON 2",101.59856,216.16714,2005,5,56.92433,-159.83949,133,55.5126,56,"5MF05_56.92433_-159.83949_2005-05-13 17:08_505",12,283,"2005-05-13",249168,"5MF05_32_2",3.92909,31.77542,"2005-05-13","5MF05_32_2","1702",0
"45",104,"5MF05",35,2,"2005-05-14 0:15","5MF05 35 2 60BON 1",45.79779,80.347,2005,5,57.04117,-160.45117,134,49.78406,66,"5MF05_57.04117_-160.45117_2005-05-14 0:15_505",4,283,"2005-05-14",249168,"5MF05_35_2",4.19353636363636,31.8948818181818,"2005-05-14","5MF05_35_2","11",0
"46",105,"5MF05",43,2,"2005-05-14 19:03","5MF05 43 2 60BON 1",173.14475,288.57459,2005,5,56.4655,-161.4155,134,97.02864,69,"5MF05_56.4655_-161.4155_2005-05-14 19:03_505",28,283,"2005-05-14",249168,"5MF05_43_2",5.22144,31.84544,"2005-05-14","5MF05_43_2","1858",0
"47",106,"5MF05",59,3,"2005-05-16 6:14","5MF05 59 3 60BON 1",0,0,2005,5,55.87083,-163.3725,136,105.258,90,"5MF05_55.87083_-163.3725_2005-05-16 6:14_505",0,283,"2005-05-16",249168,"5MF05_59_3",6.4746,31.89856,"2005-05-16","5MF05_59_3","610",0
"48",109,"5MF05",98,2,"2005-05-18 7:31","5MF05 98 2 60BON 1",0,0,2005,5,55.48617,-165.52049,138,147.43117,115,"5MF05_55.48617_-165.52049_2005-05-18 7:31_505",0,283,"2005-05-18",249168,"5MF05_98_2",5.41525,32.09611,"2005-05-18","5MF05_98_2","726",0
"49",114,"8MF05",51,2,"2005-09-27 3:26","8MF05 51 2 60BON 1",0,0,2005,9,59.89667,-171.26401,270,92.4139,71,"8MF05_59.89667_-171.26401_2005-09-27 3:26_333",0,283,"2005-09-27",249168,"8MF05_51_2",7.27134545454545,31.9427545454545,"2005-09-27","8MF05_51_2","326",0
"50",115,"8MF05",53,2,"2005-09-27 7:49","8MF05 53 2 60BON 1",0,0,2005,9,59.8965,-172.16901,270,92.43789,72,"8MF05_59.8965_-172.16901_2005-09-27 7:49_333",0,283,"2005-09-27",249168,"8MF05_53_2",6.8161,31.3119818181818,"2005-09-27","8MF05_53_2","749",0
"51",117,"6MF06",7,2,"2006-09-12 11:48","6MF06 7 2 60BON 1",0,0,2006,9,56.9515,-159.17751,255,47.65503,32,"6MF06_56.9515_-159.17751_2006-09-12 11:48_505",0,442,"2006-09-12",242629,"6MF06_7_2",10.78347,31.38099,"2006-09-12","6MF06_7_2","1145",0
"52",118,"6MF06",16,2,"2006-09-13 7:36","6MF06 16 2 60BON 1",0,0,2006,9,57.0385,-160.4395,256,81.17378,65,"6MF06_57.0385_-160.4395_2006-09-13 7:36_505",0,442,"2006-09-13",242629,"6MF06_16_2",10.18381,31.2038,"2006-09-13","6MF06_16_2","732",0
"53",119,"6MF06",22,2,"2006-09-13 22:07","6MF06 22 2 60BON 1",0,0,2006,9,56.5875,-161.01167,256,110.19632,68,"6MF06_56.5875_-161.01167_2006-09-13 22:07_505",0,442,"2006-09-13",242629,"6MF06_22_2",9.5939,31.81221,"2006-09-13","6MF06_22_2","2207",0
"54",120,"6MF06",49,2,"2006-09-16 15:21","6MF06 49 2 60BON 1",0,0,2006,9,55.1855,-163.73917,259,51.69187,45,"6MF06_55.1855_-163.73917_2006-09-16 15:21_505",0,442,"2006-09-16",242629,"6MF06_49_2",9.0171,31.5949090909091,"2006-09-16","6MF06_49_2","1519",0
"55",131,"6MF06",35,2,"2006-09-15 3:01","6MF06 35 2 60BON 1",0,0,2006,9,56.0965,-162.597,258,121.4351,78,"6MF06_56.0965_-162.597_2006-09-15 3:01_505",0,442,"2006-09-15",242629,"6MF06_35_2",9.77376363636364,31.8767727272727,"2006-09-15","6MF06_35_2","258",0
"56",132,"6MF06",72,3,"2006-09-21 4:31","6MF06 72 3 60BON 1",0,0,2006,9,55.24983,-166.27966,264,163.22138,132,"6MF06_55.24983_-166.27966_2006-09-21 4:31_505",0,442,"2006-09-21",242629,"6MF06_72_3",8.63823,32.10438,"2006-09-21","6MF06_72_3","425",0
"57",149,"1MF99",10,1,"1999-04-14 17:28","1MF99 10 1 60BON 1",0,0,1999,4,56.18083,-164.1872,104,120.51318,92,"1MF99_56.18083_-164.1872_1999-04-14 17:28_505",0,112,"1999-04-14",246131,"1MF99_10_1",1.20136666666667,31.9810888888889,"1999-04-14","1MF99_10_1","1728",0
"58",150,"1MF99",22,1,"1999-04-15 19:28","1MF99 22 1 60BON 1",0,0,1999,4,55.72633,-164.7475,105,144.06953,98,"1MF99_55.72633_-164.7475_1999-04-15 19:28_505",0,112,"1999-04-15",246131,"1MF99_22_1",1.68312,32.04776,"1999-04-15","1MF99_22_1","1928",0
"59",153,"1MF99",45,1,"1999-04-18 0:34","1MF99 45 1 60BON 1",0,0,1999,4,57.0175,-164.21401,108,133.06911,70,"1MF99_57.0175_-164.21401_1999-04-18 0:34_505",0,112,"1999-04-18",246131,"1MF99_45_1",-0.43599,31.88852,"1999-04-18","1MF99_45_1","34",0
"60",154,"1MF99",9,1,"1999-04-14 15:58","1MF99 9 1 60BON 1",0,0,1999,4,55.96233,-163.97321,104,130.05446,95,"1MF99_55.96233_-163.97321_1999-04-14 15:58_505",0,112,"1999-04-14",246131,"1MF99_9_1",1.44075555555556,31.9894333333333,"1999-04-14","1MF99_9_1","1558",0
"61",155,"2MF98",10,1,"1998-04-09 23:27","2MF98 10 1 60BON 1",0,0,1998,4,55.06817,-164.11031,99,121.78404,36,"2MF98_55.06817_-164.11031_1998-04-09 23:27_505",0,16,"1998-04-09",244951,"2MF98_10_1",2.82273636363636,31.5157818181818,"1998-04-09","2MF98_10_1","2324",0
"62",205,"1DY12",61,1,"2012-05-05 10:29","1DY12 61 1 60BON 1",0,0,2012,5,55.58617,-166.108,125,283.5305,124,"1DY12_55.58617_-166.108_2012-05-05 10:29_505",0,429,"2012-05-05",234044,"1DY12_61_1",1.75144545454545,31.9962,"2012-05-05","1DY12_61_1","1029",0
"63",206,"1DY12",65,2,"2012-05-08 11:31","1DY12 65 2 60BON 1",0,0,2012,5,56.93283,-163.8393,128,154.7353,70,"1DY12_56.93283_-163.8393_2012-05-08 11:31_505",0,429,"2012-05-08",234044,"1DY12_65_2",-0.863145454545455,31.2020090909091,"2012-05-08","1DY12_65_2","1131",0
"64",209,"1DY12",67,2,"2012-05-08 23:36","1DY12 67 2 60BON 1",0,0,2012,5,56.76717,-164.3328,128,127.1196,74,"1DY12_56.76717_-164.3328_2012-05-08 23:36_505",0,429,"2012-05-08",234044,"1DY12_67_2",-0.947445454545455,30.8840181818182,"2012-05-08","1DY12_67_2","1322",0
"65",213,"1EE10",18,1,"2010-09-15 15:39","1EE10 18 1 60BON 1",0,0,2010,9,60.49725,-170.0018,258,63.31305,50,"1EE10_60.49725_-170.0018_2010-09-15 15:39_505",0,370,"2010-09-15",227957,"1EE10_18_1",7.79361818181818,30.5581272727273,"2010-09-15","1EE10_18_1","1539",0
"66",214,"1EE10",25,1,"2010-09-16 22:14","1EE10 25 1 60BON 1",0,0,2010,9,60.99995,-167.1445,259,23.3609,23,"1EE10_60.99995_-167.1445_2010-09-16 22:14_505",0,370,"2010-09-16",227957,"1EE10_25_1",9.56852727272727,31.2534818181818,"2010-09-16","1EE10_25_1","2214",0
"67",216,"DY13-05",8,2,"2013-05-03 10:15","DY13-05 8 2 60BON 1",0,0,2013,5,54.4223,-165.1483,123,367.38152,138,"DY13-05_54.4223_-165.1483_2013-05-03 10:15_500",0,63,"2013-05-03",234526,"DY13-05_8_2",3.46593636363636,31.8120090909091,"2013-05-03","DY13-05_8_2","1001",0
"68",227,"DY14-08",51,2,"2014-08-27 23:52","DY14-08 51 2 60BON 1",0,0,2014,8,55.5013,-166.0033,239,205.03269,122,"DY14-08_55.5013_-166.0033_2014-08-27 23:52_505",0,521,"2014-08-27",228355,"DY14-08_51_2",12.5937,31.7529545454545,"2014-08-27","DY14-08_51_2","2352",0
"69",228,"DY14-08",171,2,"2014-09-24 12:39","DY14-08 171 2 60BON 2",0,0,2014,9,60.0738,-171.9967,267,101.80856,64,"DY14-08_60.0738_-171.9967_2014-09-24 12:39_333",0,521,"2014-09-24",228355,"DY14-08_171_2",9.58251818181818,30.7858727272727,"2014-09-24","DY14-08_171_2","1239",0
"70",229,"DY14-08",189,2,"2014-09-25 10:58","DY14-08 189 2 60BON 2",0,0,2014,9,61.977,-174.6135,268,123.91222,76,"DY14-08_61.977_-174.6135_2014-09-25 10:58_333",0,521,"2014-09-25",228355,"DY14-08_189_2",9.61774545454545,31.0557636363636,"2014-09-25","DY14-08_189_2","1058",0
"71",230,"DY14-08",28,4,"2014-08-23 14:54","DY14-08 28 4 60BON 2",0,0,2014,8,56.0015,-164.9987,235,155.08969,96,"DY14-08_56.0015_-164.9987_2014-08-23 14:54_505",0,521,"2014-08-23",228355,"DY14-08_28_4",10.8981545454545,31.9319090909091,"2014-08-23","DY14-08_28_4","1450",0
"72",231,"DY14-08",30,2,"2014-08-23 21:57","DY14-08 30 2 60BON 1",0,0,2014,8,56.5048,-165.0107,235,159.3516,79,"DY14-08_56.5048_-165.0107_2014-08-23 21:57_505",0,521,"2014-08-23",228355,"DY14-08_30_2",13.9729363636364,31.5799090909091,"2014-08-23","DY14-08_30_2","2154",0
"74",234,"DY14-08",44,2,"2014-08-26 0:54","DY14-08 44 2 60BON 1",0,0,2014,8,56.4968,-166.0093,238,189.16039,87,"DY14-08_56.4968_-166.0093_2014-08-26 0:54_505",0,521,"2014-08-26",228355,"DY14-08_44_2",13.5114363636364,31.6064636363636,"2014-08-26","DY14-08_44_2","54",0
"76",236,"DY14-06",212,1,"2014-06-05 17:18","DY14-06 212 1 60BON 1",0,0,2014,6,58.2695,-172.2102,156,194.17715,103,"DY14-06_58.2695_-172.2102_2014-06-05 17:18_505",0,521,"2014-06-05",228355,"DY14-06_212_1",4.0128,31.3232818181818,"2014-06-05","DY14-06_212_1","1718",0
"77",237,"DY14-06",89,1,"2014-05-27 7:05","DY14-06 89 1 60BON 1",8.17607,15.72322,2014,5,57.359,-161.2687,147,63.60021,63,"DY14-06_57.359_-161.2687_2014-05-27 7:05_505",1,521,"2014-05-27",228355,"DY14-06_89_1",4.82824545454545,31.9498181818182,"2014-05-27","DY14-06_89_1","705",0
"78",238,"DY14-08",115,2,"2014-09-14 20:16","DY14-08 115 2 60BON 1",0,0,2014,9,57.008,-169.9985,257,152.30979,67,"DY14-08_57.008_-169.9985_2014-09-14 20:16_505",0,521,"2014-09-14",228355,"DY14-08_115_2",9.31961818181818,31.9815818181818,"2014-09-14","DY14-08_115_2","2016",0
"79",239,"DY14-08",124,4,"2014-09-16 14:55","DY14-08 124 4 60BON 1",0,0,2014,9,56.4957,-171.0128,259,247.65864,125,"DY14-08_56.4957_-171.0128_2014-09-16 14:55_505",0,521,"2014-09-16",228355,"DY14-08_124_4",10.9916454545455,31.9249636363636,"2014-09-16","DY14-08_124_4","1415",0
"80",240,"DY14-06",33,1,"2014-05-23 14:12","DY14-06 33 1 60BON 1",0,0,2014,5,55.2845,-164.3242,143,155.21089,96,"DY14-06_55.2845_-164.3242_2014-05-23 14:12_505",0,521,"2014-05-23",228355,"DY14-06_33_1",6.35352727272727,31.4739454545455,"2014-05-23","DY14-06_33_1","1412",0
"81",241,"DY14-06",98,2,"2014-05-27 21:45","DY14-06 98 2 60BON 1",0,0,2014,5,56.9603,-164.4597,147,142.82665,70,"DY14-06_56.9603_-164.4597_2014-05-27 21:45_505",0,521,"2014-05-27",228355,"DY14-06_98_2",4.9243,32.0718454545455,"2014-05-27","DY14-06_98_2","2145",0
"82",242,"DY14-08",13,2,"2014-08-20 22:02","DY14-08 13 2 60BON 2",0,0,2014,8,56.997,-163.0128,232,99.76519,62,"DY14-08_56.997_-163.0128_2014-08-20 22:02_505",0,521,"2014-08-20",228355,"DY14-08_13_2",13.8502714285714,31.8722714285714,"2014-08-20","DY14-08_13_2","2159",0
"83",243,"DY14-08",132,2,"2014-09-22 4:32","DY14-08 132 2 60BON 2",0,0,2014,9,56.8077,-164.5777,265,128.82569,74,"DY14-08_56.8077_-164.5777_2014-09-22 4:32_333",0,521,"2014-09-22",228355,"DY14-08_132_2",10.7562909090909,31.6844090909091,"2014-09-22","DY14-08_132_2","432",0
"85",247,"1TT06",93,2,"2006-05-08 3:11","1TT06 93 2 60BON 1",0,0,2006,5,57.7685,-169.0455,128,92.99815,67,"1TT06_57.7685_-169.0455_2006-05-08 3:11_333",0,442,"2006-05-08",242629,"1TT06_93_2",-0.818763636363636,31.7877363636364,"2006-05-08","1TT06_93_2","311",0
"86",249,"DY15-04",22,2,"2015-05-01 8:43","DY15-04 22 2 60BON 1",0,0,2015,5,56.7645,-164.3337,121,121.832,74,"DY15-04_56.7645_-164.3337_2015-05-01 8:43_505",0,160,"2015-05-01",221437,"DY15-04_22_2",3.97283636363636,31.8054,"2015-05-01","DY15-04_22_2","843",0
"87",254,"4MF03",36,2,"2003-05-21 0:23","4MF03 36 2 60BON 1",2.95977,4.11079,2003,5,56.341,-161.81467,141,243.26242,82,"4MF03_56.341_-161.81467_2003-05-21 0:23_505",1,125,"2003-05-21",255366,"4MF03_36_2",4.95533,31.55413,"2003-05-21","4MF03_36_2","23",0
