"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","Link_ID","temperature","salinity","CTD_date","CTD_link"
"115",512,"2DY12",54,2,"2012-05-20 15:39","2DY12 54 2 60BON 1",0,0,2012,5,55.74883,-163.7617,140,89.3324,95,"2DY12_55.74883_-163.7617_2012-05-20 15:39_505",0,429,"5/20/2012",234044,"2DY12_54_2",2.36972727272727,31.9106,"5/20/2012","2DY12_54_2"
"116",522,"2DY12",115,1,"2012-05-25 5:54","2DY12 115 1 60BON 1",52.71467,78.67862,2012,5,56.82767,-165.8208,145,152.5192,77,"2DY12_56.82767_-165.8208_2012-05-25 5:54_505",12,429,"5/25/2012",234044,"2DY12_115_1",0.868463636363636,31.1521363636364,"5/25/2012","2DY12_115_1"
"117",523,"2DY12",19,1,"2012-05-18 11:01","2DY12 19 1 60BON 1",5.01719,4.73319,2012,5,55.049,-165.0897,138,211.2738,113,"2DY12_55.049_-165.0897_2012-05-18 11:01_505",1,429,"5/18/2012",234044,"2DY12_19_1",2.33447272727273,32.0335090909091,"5/18/2012","2DY12_19_1"
"118",524,"DY14-05",92,2,"2014-05-16 3:16","DY14-05 92 2 60BON 1",0,0,2014,5,54.0738,-166.6177,136,175.90353,107,"DY14-05_54.0738_-166.6177_2014-05-16 3:16_505",0,521,"5/16/2014",228355,"DY14-05_92_2",6.05777272727273,32.4234,"5/16/2014","DY14-05_92_2"
"119",525,"DY14-06",187,1,"2014-06-04 3:18","DY14-06 187 1 60BON 1",62.01848,98.44203,2014,6,57.7472,-170.2212,155,132.05742,73,"DY14-06_57.7472_-170.2212_2014-06-04 3:18_505",13,521,"6/4/2014",228355,"DY14-06_187_1",4.26074545454545,31.9870818181818,"6/4/2014","DY14-06_187_1"
"120",526,"DY14-05",93,2,"2014-05-16 5:12","DY14-05 93 2 60BON 1",0,0,2014,5,54.1752,-166.2305,136,243.85151,133,"DY14-05_54.1752_-166.2305_2014-05-16 5:12_505",0,521,"5/16/2014",228355,"DY14-05_93_2",5.61778181818182,32.4453909090909,"5/16/2014","DY14-05_93_2"
"121",539,"3DY09",38,2,"2009-05-13 7:02","3DY09 38 2 60BON 1",20.97921,69.93071,2009,5,55.429,-162.94983,133,57.19948,39,"3DY09_55.429_-162.94983_2009-05-13 7:02_505",4,311,"5/13/2009",225280,"3DY09_38_2",2.42288181818182,31.3905090909091,"5/13/2009","3DY09_38_2"
"122",541,"DY14-06",159,1,"2014-06-02 5:48","DY14-06 159 1 60BON 1",0,0,2014,6,57.3475,-167.8315,153,134.92063,74,"DY14-06_57.3475_-167.8315_2014-06-02 5:48_505",0,521,"6/2/2014",228355,"DY14-06_159_1",5.121,31.1878272727273,"6/2/2014","DY14-06_159_1"
"123",542,"DY14-06",108,1,"2014-05-28 13:34","DY14-06 108 1 60BON 1",0,0,2014,5,56.1457,-166.1518,148,182.3772,110,"DY14-06_56.1457_-166.1518_2014-05-28 13:34_505",0,521,"5/28/2014",228355,"DY14-06_108_1",5.89456363636364,31.7332818181818,"5/28/2014","DY14-06_108_1"
"125",550,"3DY09",48,2,"2009-05-14 4:24","3DY09 48 2 60BON 1",0,0,2009,5,55.745,-163.7655,134,150.57129,94,"3DY09_55.745_-163.7655_2009-05-14 4:24_505",0,311,"5/14/2009",225280,"3DY09_48_2",1.80894545454545,31.7266,"5/14/2009","3DY09_48_2"
"126",551,"DY14-06",116,1,"2014-05-29 2:24","DY14-06 116 1 60BON 1",0,0,2014,5,56.3488,-167.3325,149,174.94023,119,"DY14-06_56.3488_-167.3325_2014-05-29 2:24_505",0,521,"5/29/2014",228355,"DY14-06_116_1",6.08407272727273,31.7488363636364,"5/29/2014","DY14-06_116_1"
"129",554,"3DY09",22,2,"2009-05-11 17:35","3DY09 22 2 60BON 1",604.24623,875.71917,2009,5,56.69667,-160.629,131,121.04337,69,"3DY09_56.69667_-160.629_2009-05-11 17:35_505",106,311,"5/11/2009",225280,"3DY09_22_2",0.581909090909091,31.5696181818182,"5/11/2009","3DY09_22_2"
"130",555,"DY14-06",140,1,"2014-05-30 20:40","DY14-06 140 1 60BON 1",0,0,2014,5,56.7853,-167.7725,150,164.83991,95,"DY14-06_56.7853_-167.7725_2014-05-30 20:40_505",0,521,"5/30/2014",228355,"DY14-06_140_1",5.47877272727273,31.7920272727273,"5/30/2014","DY14-06_140_1"
"131",556,"1TT06",44,2,"2006-04-24 12:14","1TT06 44 2 60BON 1",500.49576,544.01713,2006,4,58.16333,-171.67084,114,170.9505,100,"1TT06_58.16333_-171.67084_2006-04-24 12:14_333",93,442,"4/24/2006",242629,"1TT06_44_2",0.763809090909091,32.3591454545455,"4/24/2006","1TT06_44_2"
"132",557,"1TT06",45,2,"2006-04-24 14:07","1TT06 45 2 60BON 1",314.05265,337.69102,2006,4,58.09933,-171.76666,114,153.98692,102,"1TT06_58.09933_-171.76666_2006-04-24 14:07_333",52,442,"4/24/2006",242629,"1TT06_45_2",1.13054545454545,32.4260181818182,"4/24/2006","1TT06_45_2"
"135",564,"1TT06",107,2,"2006-05-09 17:13","1TT06 107 2 60BON 1",0,0,2006,5,56.8295,-168.52966,129,152.68778,100,"1TT06_56.8295_-168.52966_2006-05-09 17:13_333",0,442,"5/9/2006",242629,"1TT06_107_2",2.36600909090909,32.1668818181818,"5/9/2006","1TT06_107_2"
"136",568,"3DY09",62,2,"2009-05-15 7:42","3DY09 62 2 60BON 2",0,0,2009,5,55.60966,-165.132,135,178.99716,110,"3DY09_55.60966_-165.132_2009-05-15 7:42_505",0,311,"5/15/2009",225280,"3DY09_62_2",2.25283636363636,31.7673363636364,"5/15/2009","3DY09_62_2"
"137",580,"DY15-04",32,2,"2015-05-02 13:45","DY15-04 32 2 60BON 2",6.8668,11.44466,2015,5,57.2635,-165.7488,122,87.377,70,"DY15-04_57.2635_-165.7488_2015-05-02 13:45_505",1,160,"5/2/2015",221437,"DY15-04_32_2",2.99271818181818,31.9868272727273,"5/2/2015","DY15-04_32_2"
"138",582,"3DY09",34,2,"2009-05-12 22:08","3DY09 34 2 60BON 1",4.63766,6.10218,2009,5,56.20667,-163.19783,132,163.87592,86,"3DY09_56.20667_-163.19783_2009-05-12 22:08_505",1,311,"5/12/2009",225280,"3DY09_34_2",2.22922727272727,31.8401181818182,"5/12/2009","3DY09_34_2"
"139",584,"DY15-04",34,2,"2015-05-02 16:18","DY15-04 34 2 60BON 1",14.38929,23.98216,2015,5,57.3217,-166.3288,122,125.093,71,"DY15-04_57.3217_-166.3288_2015-05-02 16:18_505",3,160,"5/2/2015",221437,"DY15-04_34_2",2.94762727272727,31.9841818181818,"5/2/2015","DY15-04_34_2"
"140",585,"4MF03",27,2,"2003-05-20 7:01","4MF03 27 2 60BON 1",0,0,2003,5,56.08484,-160.9615,140,82.16321,25,"4MF03_56.08484_-160.9615_2003-05-20 7:01_505",0,125,"5/20/2003",255366,"4MF03_27_2",5.2943,30.76719,"5/20/2003","4MF03_27_2"
"142",598,"4MF03",32,2,"2003-05-20 15:49","4MF03 32 2 60BON 1",51.79342,94.16986,2003,5,56.82067,-160.21933,140,116.8102,60,"4MF03_56.82067_-160.21933_2003-05-20 15:49_505",11,125,"5/20/2003",255366,"4MF03_32_2",4.56535,31.23311,"5/20/2003","4MF03_32_2"
"143",599,"4MF03",41,2,"2003-05-21 9:53","4MF03 41 2 60BON 1",82.45822,135.17741,2003,5,57.0415,-160.4245,141,147.95371,66,"4MF03_57.0415_-160.4245_2003-05-21 9:53_505",20,125,"5/21/2003",255366,"4MF03_41_2",4.1617,31.63319,"5/21/2003","4MF03_41_2"
"144",601,"4MF03",5,2,"2003-05-18 11:21","4MF03 5 2 60BON 1",0,0,2003,5,54.24383,-165.82634,138,122.24101,79,"4MF03_54.24383_-165.82634_2003-05-18 11:21_505",0,125,"5/18/2003",255366,"4MF03_5_2",5.31472,32.31501,"5/18/2003","4MF03_5_2"
"146",604,"4MF03",15,2,"2003-05-19 7:06","4MF03 15 2 60BON 1",0,0,2003,5,54.82433,-164.879,139,132.01976,75,"4MF03_54.82433_-164.879_2003-05-19 7:06_505",0,125,"5/19/2003",255366,"4MF03_15_2",5.3201,30.1907333333333,"5/19/2003","4MF03_15_2"
"147",622,"3DY09",25,2,"2009-05-12 0:25","3DY09 25 2 60BON 1",117.01075,220.77501,2009,5,56.80033,-161.24066,132,99.64896,63,"3DY09_56.80033_-161.24066_2009-05-12 0:25_505",22,311,"5/12/2009",225280,"3DY09_25_2",0.538554545454546,31.7209363636364,"5/12/2009","3DY09_25_2"
"149",631,"4MF03",53,2,"2003-05-23 15:56","4MF03 53 2 60BON 1",0,0,2003,5,55.04833,-165.10167,143,207.19696,112,"4MF03_55.04833_-165.10167_2003-05-23 15:56_505",0,125,"5/23/2003",255366,"4MF03_53_2",6.0476,31.6864777777778,"5/23/2003","4MF03_53_2"
"150",633,"4MF03",9,2,"2003-05-18 20:38","4MF03 9 2 60BON 1",0,0,2003,5,54.32883,-165.40617,138,205.91058,143,"4MF03_54.32883_-165.40617_2003-05-18 20:38_505",0,125,"5/18/2003",255366,"4MF03_9_2",5.05105,32.47479,"5/18/2003","4MF03_9_2"
"151",646,"5MF00",22,2,"2000-05-07 15:19","5MF00 22 2 60BON 1",0,0,2000,5,56.6835,-170.21184,127,88.04659,102,"5MF00_56.6835_-170.21184_2000-05-07 15:19_333",0,54,"5/7/2000",248451,"5MF00_22_2",3.40518,32.37633,"5/7/2000","5MF00_22_2"
"154",658,"1DY11",55,2,"2011-05-26 14:22","1DY11 55 2 60BON 1",0,0,2011,5,56.67216,-163.85651,146,96.58973,77,"1DY11_56.67216_-163.85651_2011-05-26 14:22_333",0,208,"5/26/2011",232110,"1DY11_55_2",2.06724545454545,31.7966636363636,"5/26/2011","1DY11_55_2"
"155",659,"2MF05",96,1,"2005-03-04 17:03","2MF05 96 1 60BON 1",0,0,2005,3,54.62317,-165.06017,63,111.58328,73,"2MF05_54.62317_-165.06017_2005-03-04 17:03_505",0,283,"3/4/2005",249168,"2MF05_96_1",3.70931,31.43378,"3/4/2005","2MF05_96_1"
"156",663,"2DY10",32,2,"2010-05-09 10:52","2DY10 32 2 60BON 2",0,0,2010,5,55.38533,-164.92149,129,203.75739,108,"2DY10_55.38533_-164.92149_2010-05-09 10:52_500",0,370,"5/9/2010",227957,"2DY10_32_2",2.14060909090909,31.5851272727273,"5/9/2010","2DY10_32_2"
"157",664,"4MF07",37,2,"2007-05-12 2:35","4MF07 37 2 60BON 1",0,0,2007,5,56.28867,-170.21967,132,148.07115,113,"4MF07_56.28867_-170.21967_2007-05-12 2:35_505",0,446,"5/12/2007",234261,"4MF07_37_2",2.33308181818182,32.0233636363636,"5/12/2007","4MF07_37_2"
"158",671,"DY14-06",60,1,"2014-05-25 10:28","DY14-06 60 1 60BON 1",0,0,2014,5,56.419,-163.4095,145,118.36846,83,"DY14-06_56.419_-163.4095_2014-05-25 10:28_505",0,521,"5/25/2014",228355,"DY14-06_60_1",5.66023636363636,31.5694454545455,"5/25/2014","DY14-06_60_1"
"159",672,"DY14-06",65,1,"2014-05-25 17:45","DY14-06 65 1 60BON 1",0,0,2014,5,56.1025,-162.5938,145,115.39849,79,"DY14-06_56.1025_-162.5938_2014-05-25 17:45_505",0,521,"5/25/2014",228355,"DY14-06_65_1",6.01444545454545,31.6153454545455,"5/25/2014","DY14-06_65_1"
"160",673,"1DY11",62,2,"2011-05-28 0:12","1DY11 62 2 60BON 1",6.84619,6.16774,2011,5,54.43467,-165.129,148,162.13394,116,"1DY11_54.43467_-165.129_2011-05-28 0:12_333",1,208,"5/28/2011",232110,"1DY11_62_2",2.80923636363636,31.8527454545455,"5/27/2011","1DY11_62_2"
"161",675,"2DY10",50,2,"2010-05-11 0:28","2DY10 50 2 60BON 2",1214.2723,2093.57293,2010,5,55.642,-163.16167,131,138.99683,68,"2DY10_55.642_-163.16167_2010-05-11 0:28_500",291,370,"5/11/2010",227957,"2DY10_50_2",1.9482,31.5238818181818,"5/11/2010","2DY10_50_2"
"162",676,"2MF03",10,2,"2003-03-06 0:42","2MF03 10 2 60BON 1",0,0,2003,3,57.65267,-169.02367,65,89.95805,69,"2MF03_57.65267_-169.02367_2003-03-06 0:42_333",0,125,"3/6/2003",255366,"2MF03_10_2",3.35801666666667,32.0161666666667,"3/6/2003","2MF03_10_2"
"163",677,"2MF03",7,2,"2003-03-05 18:29","2MF03 7 2 60BON 1",0,0,2003,3,58.0695,-168.73134,64,115.6752,70,"2MF03_58.0695_-168.73134_2003-03-05 18:29_333",0,125,"3/5/2003",255366,"2MF03_7_2",2.31835,32.10955,"3/5/2003","2MF03_7_2"
"164",679,"4MF07",46,2,"2007-05-12 22:13","4MF07 46 2 60BON 1",0,0,2007,5,56.98517,-168.95033,132,125.56316,79,"4MF07_56.98517_-168.95033_2007-05-12 22:13_505",0,446,"5/12/2007",234261,"4MF07_46_2",0.827627272727273,32.0304545454545,"5/12/2007","4MF07_46_2"
"165",680,"4MF07",49,2,"2007-05-13 3:52","4MF07 49 2 60BON 1",0,0,2007,5,57.206,-169.17383,133,87.78297,78,"4MF07_57.206_-169.17383_2007-05-13 3:52_505",0,446,"5/13/2007",234261,"4MF07_49_2",-0.340581818181818,31.7652090909091,"5/13/2007","4MF07_49_2"
"166",685,"2MF03",8,2,"2003-03-05 20:56","2MF03 8 2 60BON 1",0,0,2003,3,57.92733,-169.32683,64,167.31972,67,"2MF03_57.92733_-169.32683_2003-03-05 20:56_333",0,125,"3/5/2003",255366,"2MF03_8_2",2.09392,32.32516,"3/5/2003","2MF03_8_2"
"167",690,"4MF07",51,2,"2007-05-13 7:57","4MF07 51 2 60BON 1",0,0,2007,5,56.9715,-169.91834,133,84.77613,66,"4MF07_56.9715_-169.91834_2007-05-13 7:57_505",0,446,"5/13/2007",234261,"4MF07_51_2",-0.00373,31.81594,"5/13/2007","4MF07_51_2"
"168",692,"2DY12",95,2,"2012-05-23 15:02","2DY12 95 2 60BON 1",1809.72463,2918.9107,2012,5,56.578,-161.0232,143,122.3059,72,"2DY12_56.578_-161.0232_2012-05-23 15:02_505",357,429,"5/23/2012",234044,"2DY12_95_2",0.232554545454545,31.6205545454545,"5/23/2012","2DY12_95_2"
"169",693,"2DY12",98,1,"2012-05-23 19:48","2DY12 98 1 60BON 1",102.09946,179.12186,2012,5,57.14083,-161.0277,143,133.987,67,"2DY12_57.14083_-161.0277_2012-05-23 19:48_505",24,429,"5/23/2012",234044,"2DY12_98_1",-0.417790909090909,31.5429909090909,"5/23/2012","2DY12_98_1"
"170",713,"3MF02",32,2,"2002-05-15 22:02","3MF02 32 2 60BON 1",0,0,2002,5,54.926,-165.48117,135,155.42502,129,"3MF02_54.926_-165.48117_2002-05-15 22:02_505",0,236,"5/15/2002",255755,"3MF02_32_2",4.44086363636364,31.7501818181818,"5/15/2002","3MF02_32_2"
"171",717,"DY14-06",207,1,"2014-06-05 9:35","DY14-06 207 1 60BON 1",35.88763,43.7654,2014,6,58.2865,-171.2538,156,159.9437,91,"DY14-06_58.2865_-171.2538_2014-06-05 9:35_505",7,521,"6/5/2014",228355,"DY14-06_207_1",3.50781818181818,31.7965272727273,"6/5/2014","DY14-06_207_1"
"172",718,"DY14-06",40,1,"2014-05-24 2:27","DY14-06 40 1 60BON 1",0,0,2014,5,55.8452,-164.3587,144,135.72115,94,"DY14-06_55.8452_-164.3587_2014-05-24 2:27_505",0,521,"5/24/2014",228355,"DY14-06_40_1",6.06483636363636,31.5246181818182,"5/24/2014","DY14-06_40_1"
"173",721,"3MF06",50,2,"2006-05-15 4:21","3MF06 50 2 60BON 1",0,0,2006,5,55.07333,-164.11116,135,41.86988,35,"3MF06_55.07333_-164.11116_2006-05-15 4:21_505",0,442,"5/15/2006",242629,"3MF06_50_2",3.52599090909091,31.7618363636364,"5/15/2006","3MF06_50_2"
"174",725,"3MF06",53,3,"2006-05-15 11:54","3MF06 53 3 60BON 1",0,0,2006,5,55.7275,-164.74834,135,135.26627,97,"3MF06_55.7275_-164.74834_2006-05-15 11:54_505",0,442,"5/15/2006",242629,"3MF06_53_3",3.19248181818182,31.9964727272727,"5/15/2006","3MF06_53_3"
"175",726,"3MF06",56,3,"2006-05-15 18:06","3MF06 56 3 60BON 1",0,0,2006,5,55.411,-163.91617,135,127.44311,88,"3MF06_55.411_-163.91617_2006-05-15 18:06_505",0,442,"5/15/2006",242629,"3MF06_56_3",3.60267272727273,31.9418090909091,"5/15/2006","3MF06_56_3"
"176",728,"DY14-06",49,1,"2014-05-24 16:37","DY14-06 49 1 60BON 1",0,0,2014,5,56.3993,-164.413,144,132.07438,83,"DY14-06_56.3993_-164.413_2014-05-24 16:37_505",0,521,"5/24/2014",228355,"DY14-06_49_1",5.56679090909091,31.6046545454545,"5/24/2014","DY14-06_49_1"
"177",731,"2DY10",61,3,"2010-05-12 4:37","2DY10 61 3 60BON 2",19.64377,32.20291,2010,5,56.94233,-163.82983,132,124.21238,71,"2DY10_56.94233_-163.82983_2010-05-12 4:37_500",4,370,"5/12/2010",227957,"2DY10_61_3",0.447672727272727,31.5934636363636,"5/12/2010","2DY10_61_3"
"178",733,"2DY10",69,3,"2010-05-14 10:27","2DY10 69 3 60BON 2",0,0,2010,5,57.07,-170.49966,134,137.11192,72,"2DY10_57.07_-170.49966_2010-05-14 10:27_500",0,370,"5/14/2010",227957,"2DY10_69_3",-0.65924,31.2038,"5/14/2010","2DY10_69_3"
"179",736,"2DY08",8,1,"2008-05-09 7:29","2DY08 8 1 60BON 1",154.48769,237.67337,2008,5,57.653,-169.01534,129,50.48946,67,"2DY08_57.653_-169.01534_2008-05-09 7:29_333",12,331,"5/9/2008",227649,"2DY08_8_1",-1.01135454545455,31.8032727272727,"5/9/2008","2DY08_8_1"
"180",738,"DY14-06",95,1,"2014-05-27 16:21","DY14-06 95 1 60BON 1",0,0,2014,5,56.9857,-163.4413,147,98.20081,68,"DY14-06_56.9857_-163.4413_2014-05-27 16:21_505",0,521,"5/27/2014",228355,"DY14-06_95_1",4.52615454545455,32.0057636363636,"5/27/2014","DY14-06_95_1"
"181",739,"1TT06",55,2,"2006-04-28 5:40","1TT06 55 2 60BON 1",460.9761,542.32482,2006,4,58.57283,-171.52367,118,200.98656,94,"1TT06_58.57283_-171.52367_2006-04-28 5:40_333",109,442,"4/28/2006",242629,"1TT06_55_2",-1.39076,31.97419,"4/28/2006","1TT06_55_2"
"183",741,"2DY10",102,2,"2010-05-17 14:13","2DY10 102 2 60BON 2",0,0,2010,5,55.669,-167.66716,137,269.07407,136,"2DY10_55.669_-167.66716_2010-05-17 14:13_500",0,370,"5/17/2010",227957,"2DY10_102_2",3.25542727272727,31.9594545454545,"5/17/2010","2DY10_102_2"
"184",742,"2DY10",81,3,"2010-05-15 14:12","2DY10 81 3 60BON 2",0,0,2010,5,56.29217,-170.21899,135,198.2233,114,"2DY10_56.29217_-170.21899_2010-05-15 14:12_500",0,370,"5/15/2010",227957,"2DY10_81_3",0.964781818181818,31.4605363636364,"5/15/2010","2DY10_81_3"
"187",751,"DY14-06",34,1,"2014-05-23 15:55","DY14-06 34 1 60BON 1",0,0,2014,5,55.5077,-164.5485,143,187.89381,100,"DY14-06_55.5077_-164.5485_2014-05-23 15:55_505",0,521,"5/23/2014",228355,"DY14-06_34_1",6.4802,31.5668818181818,"5/23/2014","DY14-06_34_1"
"188",752,"DY14-06",55,1,"2014-05-25 3:03","DY14-06 55 1 60BON 1",0,0,2014,5,55.4268,-162.9488,145,56.80991,35,"DY14-06_55.4268_-162.9488_2014-05-25 3:03_505",0,521,"5/25/2014",228355,"DY14-06_55_1",5.12166363636364,31.2962272727273,"5/25/2014","DY14-06_55_1"
"191",765,"1DY12",19,2,"2012-04-30 6:35","1DY12 19 2 60BON 1",5.94395,5.12409,2012,4,54.93983,-165.4812,120,195.1565,125,"1DY12_54.93983_-165.4812_2012-04-30 6:35_505",1,429,"4/30/2012",234044,"1DY12_19_2",1.34245454545455,31.7493,"4/30/2012","1DY12_19_2"
"195",770,"DY13-05",45,2,"2013-05-08 6:39","DY13-05 45 2 60BON 1",180.20665,268.96514,2013,5,57.4265,-166.8142,128,133.84634,71,"DY13-05_57.4265_-166.8142_2013-05-08 6:39_500",36,63,"5/8/2013",234526,"DY13-05_45_2",-1.10259090909091,31.5559818181818,"5/8/2013","DY13-05_45_2"
"197",773,"3MF06",62,2,"2006-05-16 5:13","3MF06 62 2 60BON 1",0,0,2006,5,56.089,-163.57651,136,129.65758,89,"3MF06_56.089_-163.57651_2006-05-16 5:13_505",0,442,"5/16/2006",242629,"3MF06_62_2",2.75789090909091,31.9224636363636,"5/16/2006","3MF06_62_2"
"198",774,"3MF06",63,2,"2006-05-16 7:17","3MF06 63 2 60BON 1",0,0,2006,5,55.86517,-163.35983,136,167.41234,91,"3MF06_55.86517_-163.35983_2006-05-16 7:17_505",0,442,"5/16/2006",242629,"3MF06_63_2",2.80847272727273,31.8867909090909,"5/16/2006","3MF06_63_2"
"199",776,"3MF06",75,2,"2006-05-17 7:18","3MF06 75 2 60BON 1",0,0,2006,5,56.44133,-162.41066,137,116.7461,74,"3MF06_56.44133_-162.41066_2006-05-17 7:18_505",0,442,"5/17/2006",242629,"3MF06_75_2",2.78476363636364,31.9737181818182,"5/17/2006","3MF06_75_2"
"200",782,"5MF00",49,1,"2000-05-11 18:49","5MF00 49 1 60BON 1",0,0,2000,5,55.98517,-162.985,131,142.96753,85,"5MF00_55.98517_-162.985_2000-05-11 18:49_333",0,54,"5/11/2000",248451,"5MF00_49_1",3.10696,31.80187,"5/11/2000","5MF00_49_1"
"204",795,"2DY10",104,2,"2010-05-17 18:24","2DY10 104 2 60BON 2",0,0,2010,5,55.22617,-167.24434,137,269.24841,149,"2DY10_55.22617_-167.24434_2010-05-17 18:24_500",0,370,"5/17/2010",227957,"2DY10_104_2",3.34162727272727,32.0128636363636,"5/17/2010","2DY10_104_2"
"208",816,"2DY10",66,3,"2010-05-14 4:48","2DY10 66 3 60BON 2",0,0,2010,5,57.292,-170.71533,134,139.44179,80,"2DY10_57.292_-170.71533_2010-05-14 4:48_500",0,370,"5/14/2010",227957,"2DY10_66_3",-0.187754545454545,31.3211181818182,"5/14/2010","2DY10_66_3"
"209",820,"5MF05",40,2,"2005-05-14 11:07","5MF05 40 2 60BON 1",16.08749,24.74998,2005,5,57.018,-161.44566,134,121.2122,74,"5MF05_57.018_-161.44566_2005-05-14 11:07_505",3,283,"5/14/2005",249168,"5MF05_40_2",5.42167272727273,32.0095636363636,"5/14/2005","5MF05_40_2"
"210",821,"5MF05",45,2,"2005-05-14 23:46","5MF05 45 2 60BON 2",0,0,2005,5,56.89817,-161.84934,134,93.19004,72,"5MF05_56.89817_-161.84934_2005-05-14 23:46_505",0,283,"5/14/2005",249168,"5MF05_45_2",5.82958,32.08423,"5/14/2005","5MF05_45_2"
"211",824,"2DY10",78,3,"2010-05-15 5:57","2DY10 78 3 60BON 2",13.57146,19.38779,2010,5,56.7495,-169.69783,135,154.73653,79,"2DY10_56.7495_-169.69783_2010-05-15 5:57_500",3,370,"5/15/2010",227957,"2DY10_78_3",-0.802409090909091,30.7879090909091,"5/15/2010","2DY10_78_3"
"212",830,"2DY12",162,1,"2012-05-30 4:40","2DY12 162 1 60BON 1",0,0,2012,5,56.75,-169.701,150,149.1203,78,"2DY12_56.75_-169.701_2012-05-30 4:40_505",0,429,"5/30/2012",234044,"2DY12_162_1",1.09470909090909,31.7216454545455,"5/30/2012","2DY12_162_1"
"213",831,"2DY12",164,1,"2012-05-30 7:47","2DY12 164 1 60BON 1",96.72415,182.4984,2012,5,57.08983,-169.5437,150,158.9055,63,"2DY12_57.08983_-169.5437_2012-05-30 7:47_505",29,429,"5/30/2012",234044,"2DY12_164_1",0.6967,31.3132636363636,"5/30/2012","2DY12_164_1"
"214",835,"5MF05",67,2,"2005-05-16 23:03","5MF05 67 2 60BON 1",0,0,2005,5,55.50467,-164.7455,136,129.27994,101,"5MF05_55.50467_-164.7455_2005-05-16 23:03_505",0,283,"5/16/2005",249168,"5MF05_67_2",5.95513,31.79513,"5/16/2005","5MF05_67_2"
"215",837,"1TT06",60,2,"2006-04-28 21:13","1TT06 60 2 60BON 1",6.37916,9.81409,2006,4,57.1365,-170.66116,118,101.89427,76,"1TT06_57.1365_-170.66116_2006-04-28 21:13_333",1,442,"4/28/2006",242629,"1TT06_60_2",-0.46567,32.06962,"4/28/2006","1TT06_60_2"
"216",838,"3MF06",48,2,"2006-05-15 0:28","3MF06 48 2 60BON 1",0,0,2006,5,55.16933,-164.72617,135,118.56947,101,"3MF06_55.16933_-164.72617_2006-05-15 0:28_505",0,442,"5/15/2006",242629,"3MF06_48_2",3.71367272727273,31.9912545454545,"5/15/2006","3MF06_48_2"
"217",840,"3MF02",28,2,"2002-05-15 13:12","3MF02 28 2 60BON 1",0,0,2002,5,55.40434,-163.93666,135,141.18512,93,"3MF02_55.40434_-163.93666_2002-05-15 13:12_505",0,236,"5/15/2002",255755,"3MF02_28_2",4.75011818181818,31.8026363636364,"5/15/2002","3MF02_28_2"
"219",844,"3MF02",1,2,"2002-05-13 0:28","3MF02 1 2 60BON 1",0,0,2002,5,54.01017,-166.57184,133,179.01001,127,"3MF02_54.01017_-166.57184_2002-05-13 0:28_333",0,236,"5/13/2002",255755,"3MF02_1_2",4.86083636363636,32.5352727272727,"5/13/2002","3MF02_1_2"
"220",845,"3MF02",53,2,"2002-05-18 0:57","3MF02 53 2 60BON 1",0,0,2002,5,56.28433,-164.79233,138,126.72631,93,"3MF02_56.28433_-164.79233_2002-05-18 0:57_505",0,236,"5/18/2002",255755,"3MF02_53_2",4.46563636363636,32.1132545454545,"5/18/2002","3MF02_53_2"
"221",855,"2DY12",17,1,"2012-05-18 7:42","2DY12 17 1 60BON 1",0,0,2012,5,55.145,-165.6808,138,250.99,124,"2DY12_55.145_-165.6808_2012-05-18 7:42_505",0,429,"5/18/2012",234044,"2DY12_17_1",2.27875454545455,31.9766818181818,"5/18/2012","2DY12_17_1"
"223",861,"3MF06",36,2,"2006-05-13 19:32","3MF06 36 2 60BON 1",0,0,2006,5,55.029,-166.07167,133,204.09778,135,"3MF06_55.029_-166.07167_2006-05-13 19:32_505",0,442,"5/13/2006",242629,"3MF06_36_2",3.78809090909091,31.8414636363636,"5/13/2006","3MF06_36_2"
"224",862,"3MF06",60,2,"2006-05-16 1:29","3MF06 60 2 60BON 1",0,0,2006,5,55.73983,-163.75967,136,121.30682,93,"3MF06_55.73983_-163.75967_2006-05-16 1:29_505",0,442,"5/16/2006",242629,"3MF06_60_2",3.43354545454545,31.9370181818182,"5/16/2006","3MF06_60_2"
"225",863,"2DY12",195,1,"2012-06-01 8:44","2DY12 195 1 60BON 1",4.31325,4.35682,2012,6,57.04833,-171.4518,152,229.5254,110,"2DY12_57.04833_-171.4518_2012-06-01 8:44_505",1,429,"6/1/2012",234044,"2DY12_195_1",1.92502727272727,31.9779454545455,"6/1/2012","2DY12_195_1"
"226",867,"1TT06",7,2,"2006-04-17 2:21","1TT06 7 2 60BON 1",3.92836,9.13572,2006,4,57.51534,-164.25301,107,109.4604,55,"1TT06_57.51534_-164.25301_2006-04-17 2:21_333",1,442,"4/17/2006",242629,"1TT06_7_2",-0.624936363636364,31.5663363636364,"4/17/2006","1TT06_7_2"
"228",871,"3MF02",16,2,"2002-05-14 11:22","3MF02 16 2 60BON 1",6.25516,4.63345,2002,5,54.71167,-165.276,134,215.82184,145,"3MF02_54.71167_-165.276_2002-05-14 11:22_505",1,236,"5/14/2002",255755,"3MF02_16_2",4.39281818181818,32.4492272727273,"5/14/2002","3MF02_16_2"
