"","X","CRUISE","STATION","HAUL","GMT_DATE_TIME","HAUL_ID","Cper10m2","Cper1000m3","year","month","lat","lon","doy","vol","bottom_depth","id","count","SS","date","SSB","Link_ID","temperature","salinity","CTD_date","CTD_link","CTD_time","date_diff"
"860",3200,"2DY12",13,1,"2012-05-18 1:16","2DY12 13 1 60BON 1",0,0,2012,5,55.59067,-166.1032,138,268.1696,124,"2DY12_55.59067_-166.1032_2012-05-18 1:16_505",0,429,"2012-05-18",234044,"2DY12_13_1",2.28267272727273,32.1035363636364,"2012-05-18","2DY12_13_1","109",0
"861",3201,"2DY12",154,1,"2012-05-29 14:26","2DY12 154 1 60BON 1",66.10473,46.22708,2012,5,56.30883,-169.267,149,367.7498,153,"2DY12_56.30883_-169.267_2012-05-29 14:26_505",17,429,"2012-05-29",234044,"2DY12_154_1",2.58869090909091,32.2859909090909,"2012-05-29","2DY12_154_1","1419",0
"862",3202,"2DY12",20,2,"2012-05-18 13:03","2DY12 20 2 60BON 1",14.08367,21.3389,2012,5,54.83017,-164.8812,138,187.4511,76,"2DY12_54.83017_-164.8812_2012-05-18 13:03_505",4,429,"2012-05-18",234044,"2DY12_20_2",2.23304545454545,31.8637090909091,"2012-05-18","2DY12_20_2","1257",0
"863",3208,"1DY12",64,2,"2012-05-08 9:06","1DY12 64 2 60BON 1",0,0,2012,5,56.66217,-163.8588,128,172.8963,77,"1DY12_56.66217_-163.8588_2012-05-08 9:06_505",0,429,"2012-05-08",234044,"1DY12_64_2",-0.799036363636364,30.9593363636364,"2012-05-08","1DY12_64_2","906",0
"864",3209,"2DY12",73,1,"2012-05-22 5:07","2DY12 73 1 60BON 1",52.61248,103.16172,2012,5,55.76266,-162.7705,142,106.6287,60,"2DY12_55.76266_-162.7705_2012-05-22 5:07_505",11,429,"2012-05-22",234044,"2DY12_73_1",3.00121818181818,31.7340727272727,"2012-05-22","2DY12_73_1","500",0
"865",3210,"2DY12",158,1,"2012-05-29 21:28","2DY12 158 1 60BON 1",534.91156,581.42561,2012,5,56.41183,-169.8465,149,180.5906,98,"2DY12_56.41183_-169.8465_2012-05-29 21:28_505",105,429,"2012-05-29",234044,"2DY12_158_1",1.15565454545455,31.7006363636364,"2012-05-29","2DY12_158_1","2120",0
"866",3212,"2DY12",161,1,"2012-05-30 3:00","2DY12 161 1 60BON 1",489.21124,549.67555,2012,5,56.63217,-170.0613,150,218.3106,98,"2DY12_56.63217_-170.0613_2012-05-30 3:00_505",120,429,"2012-05-30",234044,"2DY12_161_1",1.14020909090909,31.6688454545455,"2012-05-30","2DY12_161_1","254",0
"867",3213,"7MF00",2,1,"2000-06-22 8:44","7MF00 2 1 60BON 1",0,0,2000,6,56.3325,-166.418,173,245.43095,74,"7MF00_56.3325_-166.418_2000-06-22 8:44_333",0,54,"2000-06-22",248451,"7MF00_2_1",6.01682727272727,31.5139454545455,"2000-06-22","7MF00_2_1","848",0
"868",3214,"7MF00",4,2,"2000-06-24 6:22","7MF00 4 2 60BON 1",25.7215,52.49285,2000,6,56.484,-167.673,175,133.35149,114,"7MF00_56.484_-167.673_2000-06-24 6:22_333",7,54,"2000-06-24",248451,"7MF00_4_2",7.1269,31.58931,"2000-06-24","7MF00_4_2","624",0
"869",3227,"2DY12",60,1,"2012-05-21 1:00","2DY12 60 1 60BON 1",154.47766,190.71316,2012,5,56.08683,-163.5867,141,157.3043,90,"2DY12_56.08683_-163.5867_2012-05-21 1:00_505",30,429,"2012-05-21",234044,"2DY12_60_1",2.52278181818182,31.5213909090909,"2012-05-21","2DY12_60_1","53",0
"871",3231,"DY14-06",157,1,"2014-06-02 2:48","DY14-06 157 1 60BON 1",0,0,2014,6,57.1082,-168.5788,153,138.31923,77,"DY14-06_57.1082_-168.5788_2014-06-02 2:48_505",0,521,"2014-06-02",228355,"DY14-06_157_1",5.48343636363636,31.8200090909091,"2014-06-02","DY14-06_157_1","248",0
"872",3233,"DY14-06",10,1,"2014-05-21 20:56","DY14-06 10 1 60BON 1",65.87796,53.99833,2014,5,55.2492,-166.2745,141,259.26728,133,"DY14-06_55.2492_-166.2745_2014-05-21 20:56_505",14,521,"2014-05-21",228355,"DY14-06_10_1",5.68290909090909,31.7162181818182,"2014-05-21","DY14-06_10_1","2056",0
"873",3234,"DY14-06",17,1,"2014-05-22 8:42","DY14-06 17 1 60BON 1",30.92913,27.37092,2014,5,54.9278,-165.479,142,255.74592,127,"DY14-06_54.9278_-165.479_2014-05-22 8:42_505",7,521,"2014-05-22",228355,"DY14-06_17_1",5.42434545454545,31.7660181818182,"2014-05-22","DY14-06_17_1","842",0
"874",3235,"DY14-06",171,1,"2014-06-03 3:42","DY14-06 171 1 60BON 1",5.87094,9.95074,2014,6,57.0723,-170.5008,154,100.49506,69,"DY14-06_57.0723_-170.5008_2014-06-03 3:42_505",1,521,"2014-06-03",228355,"DY14-06_171_1",3.6064,32.20027,"2014-06-03","DY14-06_171_1","342",0
"875",3236,"DY14-06",180,1,"2014-06-03 16:21","DY14-06 180 1 60BON 1",0,0,2014,6,57.2883,-170.7295,154,124.30264,79,"DY14-06_57.2883_-170.7295_2014-06-03 16:21_505",0,521,"2014-06-03",228355,"DY14-06_180_1",4.63418181818182,32.2205909090909,"2014-06-03","DY14-06_180_1","1621",0
"876",3237,"DY14-06",112,1,"2014-05-28 19:59","DY14-06 112 1 60BON 1",319.55985,259.80475,2014,5,55.9042,-166.9153,148,188.60317,133,"DY14-06_55.9042_-166.9153_2014-05-28 19:59_505",49,521,"2014-05-28",228355,"DY14-06_112_1",6.17873636363636,31.6883818181818,"2014-05-28","DY14-06_112_1","1959",0
"877",3238,"6MF97",43,3,"1997-05-08 18:28","6MF97 43 3 60BON 1",0,0,1997,5,57.85467,-168.87784,128,176.31021,73,"6MF97_57.85467_-168.87784_1997-05-08 18:28_333",0,132,"1997-05-08",247943,"6MF97_43_3",-0.140683333333333,30.8807333333333,"1997-05-08","6MF97_43_3","1828",0
"878",3240,"DY14-06",120,1,"2014-05-29 8:15","DY14-06 120 1 60BON 1",0,0,2014,5,56.8248,-165.8187,149,144.67341,76,"DY14-06_56.8248_-165.8187_2014-05-29 8:15_505",0,521,"2014-05-29",228355,"DY14-06_120_1",5.15844545454546,32.0028363636364,"2014-05-29","DY14-06_120_1","815",0
"879",3258,"DY14-06",14,1,"2014-05-22 3:34","DY14-06 14 1 60BON 1",153.13578,140.49155,2014,5,55.5885,-166.1098,142,234.88958,123,"DY14-06_55.5885_-166.1098_2014-05-22 3:34_505",33,521,"2014-05-22",228355,"DY14-06_14_1",5.82425454545455,31.7037818181818,"2014-05-22","DY14-06_14_1","334",0
"880",3259,"DY14-05",5,2,"2014-05-07 18:30","DY14-05 5 2 60BON 1",11.71442,8.36745,2014,5,54.346,-165.4327,127,239.02157,153,"DY14-05_54.346_-165.4327_2014-05-07 18:30_505",2,521,"2014-05-07",228355,"DY14-05_5_2",4.52694545454545,32.0813727272727,"2014-05-07","DY14-05_5_2","1830",0
"881",3260,"DY14-06",175,1,"2014-06-03 9:18","DY14-06 175 1 60BON 1",0,0,2014,6,57.5458,-169.028,154,85.42546,70,"DY14-06_57.5458_-169.028_2014-06-03 9:18_505",0,521,"2014-06-03",228355,"DY14-06_175_1",3.70351818181818,32.2715181818182,"2014-06-03","DY14-06_175_1","918",0
"884",3292,"4MF07",42,3,"2007-05-12 14:12","4MF07 42 3 60BON 1",1942.92369,1923.68682,2007,5,56.50817,-170.44701,132,133.59763,111,"4MF07_56.50817_-170.44701_2007-05-12 14:12_505",257,446,"2007-05-12",234261,"4MF07_42_3",2.36434545454545,32.0793090909091,"2007-05-12","4MF07_42_3","1407",0
"885",3293,"5MF00",44,1,"2000-05-11 10:40","5MF00 44 1 60BON 1",11.97079,14.42264,2000,5,56.30267,-163.81734,131,138.67085,87,"5MF00_56.30267_-163.81734_2000-05-11 10:40_333",2,54,"2000-05-11",248451,"5MF00_44_1",2.42474,31.92915,"2000-05-11","5MF00_44_1","1040",0
"888",3328,"5MF05",58,3,"2005-05-16 4:03","5MF05 58 3 60BON 1",177.23435,221.54294,2005,5,56.08967,-163.58901,136,94.78975,89,"5MF05_56.08967_-163.58901_2005-05-16 4:03_505",21,283,"2005-05-16",249168,"5MF05_58_3",6.36194,31.8888,"2005-05-16","5MF05_58_3","400",0
"889",3329,"5MF05",63,2,"2005-05-16 14:31","5MF05 63 2 60BON 1",956.35704,1138.52029,2005,5,55.96684,-163.976,136,103.6433,92,"5MF05_55.96684_-163.976_2005-05-16 14:31_505",118,283,"2005-05-16",249168,"5MF05_63_2",6.28707,31.82274,"2005-05-16","5MF05_63_2","1425",0
"890",3330,"1MF99",19,1,"1999-04-15 14:02","1MF99 19 1 60BON 1",0,0,1999,4,55.84717,-164.35921,105,115.47872,97,"1MF99_55.84717_-164.35921_1999-04-15 14:02_505",0,112,"1999-04-15",246131,"1MF99_19_1",1.49306,31.98728,"1999-04-15","1MF99_19_1","1402",0
"891",3331,"1MF99",30,1,"1999-04-16 8:28","1MF99 30 1 60BON 1",0,0,1999,4,55.48383,-165.52181,106,151.89565,118,"1MF99_55.48383_-165.52181_1999-04-16 8:28_505",0,112,"1999-04-16",246131,"1MF99_30_1",2.12987,32.16426,"1999-04-16","1MF99_30_1","828",0
"893",3340,"2DY12",12,1,"2012-05-17 23:31","2DY12 12 1 60BON 1",204.13765,172.99801,2012,5,55.813,-166.3143,137,260.1186,129,"2DY12_55.813_-166.3143_2012-05-17 23:31_505",45,429,"2012-05-17",234044,"2DY12_12_1",1.80659090909091,31.8274363636364,"2012-05-17","2DY12_12_1","2325",0
"894",3341,"5MF05",66,2,"2005-05-16 20:34","5MF05 66 2 60BON 1",28.40506,35.50632,2005,5,55.40233,-163.94217,136,112.656,89,"5MF05_55.40233_-163.94217_2005-05-16 20:34_505",4,283,"2005-05-16",249168,"5MF05_66_2",5.6991,31.57573,"2005-05-16","5MF05_66_2","2027",0
"895",3342,"5MF05",112,1,"2005-05-18 20:07","5MF05 112 1 60BON 1",14.92521,10.29325,2005,5,54.8975,-166.43883,138,194.30209,153,"5MF05_54.8975_-166.43883_2005-05-18 20:07_505",2,283,"2005-05-18",249168,"5MF05_112_1",5.13525,32.25808,"2005-05-18","5MF05_112_1","2002",0
"896",3352,"2DY12",165,1,"2012-05-30 9:17","2DY12 165 1 60BON 1",0,0,2012,5,56.971,-169.914,150,133.5984,69,"2DY12_56.971_-169.914_2012-05-30 9:17_505",0,429,"2012-05-30",234044,"2DY12_165_1",0.906027272727273,31.6538090909091,"2012-05-30","2DY12_165_1","912",0
"897",3353,"2DY12",167,1,"2012-05-30 12:27","2DY12 167 1 60BON 1",425.92784,421.71073,2012,5,56.73367,-170.6533,150,225.2729,112,"2DY12_56.73367_-170.6533_2012-05-30 12:27_505",95,429,"2012-05-30",234044,"2DY12_167_1",2.04555454545455,31.7851636363636,"2012-05-30","2DY12_167_1","1220",0
"899",3357,"2DY12",39,1,"2012-05-19 15:34","2DY12 39 1 60BON 1",144.00802,165.52647,2012,5,55.72783,-164.7407,139,181.2399,98,"2DY12_55.72783_-164.7407_2012-05-19 15:34_505",30,429,"2012-05-19",234044,"2DY12_39_1",1.44697272727273,31.9238272727273,"2012-05-19","2DY12_39_1","1529",0
"900",3361,"4MF07",36,2,"2007-05-12 0:36","4MF07 36 2 60BON 1",95.20892,105.78769,2007,5,56.41217,-169.849,132,141.79343,98,"4MF07_56.41217_-169.849_2007-05-12 0:36_505",15,446,"2007-05-12",234261,"4MF07_36_2",1.88831818181818,32.0929636363636,"2007-05-12","4MF07_36_2","31",0
"901",3362,"4MF07",62,3,"2007-05-14 15:15","4MF07 62 3 60BON 1",54.93226,50.39656,2007,5,56.71017,-171.60201,134,178.5836,119,"4MF07_56.71017_-171.60201_2007-05-14 15:15_505",9,446,"2007-05-14",234261,"4MF07_62_3",2.58414545454545,32.2559818181818,"2007-05-14","4MF07_62_3","1510",0
"902",3363,"4MF07",66,2,"2007-05-14 23:46","4MF07 66 2 60BON 1",7.64097,6.7026,2007,5,56.8115,-172.18066,134,149.1958,124,"4MF07_56.8115_-172.18066_2007-05-14 23:46_505",1,446,"2007-05-14",234261,"4MF07_66_2",2.52992727272727,32.3342545454545,"2007-05-14","4MF07_66_2","2335",0
"904",3368,"4MF07",15,2,"2007-05-10 0:10","4MF07 15 2 60BON 1",147.30797,128.09389,2007,5,56.23033,-167.72316,130,163.94225,134,"4MF07_56.23033_-167.72316_2007-05-10 0:10_505",21,446,"2007-05-10",234261,"4MF07_15_2",2.30432,31.89752,"2007-05-10","4MF07_15_2","5",0
"905",3369,"4MF07",17,2,"2007-05-10 3:58","4MF07 17 2 60BON 1",208.00629,149.64481,2007,5,56.332,-168.308,130,173.74475,156,"4MF07_56.332_-168.308_2007-05-10 3:58_505",26,446,"2007-05-10",234261,"4MF07_17_2",2.16529090909091,31.9451545454545,"2007-05-10","4MF07_17_2","353",0
"909",3387,"DY14-06",25,1,"2014-05-23 0:57","DY14-06 25 1 60BON 1",245.91759,234.20723,2014,5,55.9252,-165.9423,143,226.29532,117,"DY14-06_55.9252_-165.9423_2014-05-23 0:57_505",53,521,"2014-05-23",228355,"DY14-06_25_1",6.18435454545455,31.6664818181818,"2014-05-23","DY14-06_25_1","57",0
"910",3400,"DY14-06",215,1,"2014-06-05 21:46","DY14-06 215 1 60BON 1",0,0,2014,6,58.628,-171.1188,156,146.02962,85,"DY14-06_58.628_-171.1188_2014-06-05 21:46_505",0,521,"2014-06-05",228355,"DY14-06_215_1",3.2876,31.4618454545455,"2014-06-05","DY14-06_215_1","2146",0
"912",3405,"DY14-06",217,1,"2014-06-06 0:38","DY14-06 217 1 60BON 1",0,0,2014,6,58.864,-170.3838,157,142.16958,72,"DY14-06_58.864_-170.3838_2014-06-06 0:38_505",0,521,"2014-06-06",228355,"DY14-06_217_1",3.52851818181818,31.3233909090909,"2014-06-06","DY14-06_217_1","38",0
"913",3409,"2DY08",1,9,"2008-05-07 4:35","2DY08 1 9 60BON 1",0,0,2008,5,56.61083,-164.08733,127,98.56184,73,"2DY08_56.61083_-164.08733_2008-05-07 4:35_333",0,331,"2008-05-07",227649,"2DY08_1_9",-1.06790909090909,31.6809454545455,"2008-05-07","2DY08_1_9","435",0
"914",3417,"DY14-06",201,1,"2014-06-05 0:58","DY14-06 201 1 60BON 1",0,0,2014,6,58.1848,-170.6662,156,145.20783,80,"DY14-06_58.1848_-170.6662_2014-06-05 0:58_505",0,521,"2014-06-05",228355,"DY14-06_201_1",3.60467272727273,31.9076272727273,"2014-06-05","DY14-06_201_1","58",0
"915",3418,"DY14-06",8,1,"2014-05-21 17:36","DY14-06 8 1 60BON 1",5.72886,3.74436,2014,5,54.812,-165.9255,141,267.06865,165,"DY14-06_54.812_-165.9255_2014-05-21 17:36_505",1,521,"2014-05-21",228355,"DY14-06_8_1",5.33539090909091,32.176,"2014-05-21","DY14-06_8_1","1736",0
"917",3421,"1TT06",52,2,"2006-04-27 16:20","1TT06 52 2 60BON 1",0,0,2006,4,58.688,-171.70383,117,170.27502,94,"1TT06_58.688_-171.70383_2006-04-27 16:20_333",0,442,"2006-04-27",242629,"1TT06_52_2",-1.03278181818182,31.8778272727273,"2006-04-27","1TT06_52_2","1620",0
"920",3440,"DY14-06",204,1,"2014-06-05 5:21","DY14-06 204 1 60BON 1",5.05009,8.27883,2014,6,58.6462,-170.1558,156,120.78999,71,"DY14-06_58.6462_-170.1558_2014-06-05 5:21_505",1,521,"2014-06-05",228355,"DY14-06_204_1",3.36144545454545,31.3974272727273,"2014-06-05","DY14-06_204_1","521",0
"921",3446,"2DY10",103,2,"2010-05-17 16:11","2DY10 103 2 60BON 2",8.31296,6.2977,2010,5,55.45533,-167.44901,137,317.57623,140,"2DY10_55.45533_-167.44901_2010-05-17 16:11_500",2,370,"2010-05-17",227957,"2DY10_103_2",3.40507272727273,32.0844636363636,"2010-05-17","2DY10_103_2","1611",0
"922",3448,"2DY10",95,2,"2010-05-16 23:18","2DY10 95 2 60BON 2",37.7409,30.19272,2010,5,55.888,-167.8745,136,231.84396,134,"2DY10_55.888_-167.8745_2010-05-16 23:18_500",7,370,"2010-05-16",227957,"2DY10_95_2",2.98933636363636,31.7972727272727,"2010-05-16","2DY10_95_2","2318",0
"923",3450,"2DY08",9,2,"2008-05-09 20:06","2DY08 9 2 60BON 1",0,0,2008,5,55.55483,-167.70151,129,206.00894,137,"2DY08_55.55483_-167.70151_2008-05-09 20:06_333",0,331,"2008-05-09",227649,"2DY08_9_2",2.40567272727273,32.1326,"2008-05-09","2DY08_9_2","2006",0
"924",3451,"2DY12",166,1,"2012-05-30 10:50","2DY12 166 1 60BON 1",157.72222,187.76455,2012,5,56.85317,-170.2823,150,197.0553,94,"2DY12_56.85317_-170.2823_2012-05-30 10:50_505",37,429,"2012-05-30",234044,"2DY12_166_1",1.28090909090909,31.7353454545455,"2012-05-30","2DY12_166_1","1039",0
"925",3454,"2DY12",30,1,"2012-05-19 6:37","2DY12 30 1 60BON 1",0,0,2012,5,56.60517,-165.6042,139,166.1056,80,"2DY12_56.60517_-165.6042_2012-05-19 6:37_505",0,429,"2012-05-19",234044,"2DY12_30_1",0.695136363636364,31.5081545454545,"2012-05-19","2DY12_30_1","634",0
"926",3455,"2DY12",32,2,"2012-05-19 10:01","2DY12 32 2 60BON 1",0,0,2012,5,56.1655,-165.175,139,166.7071,95,"2DY12_56.1655_-165.175_2012-05-19 10:01_505",0,429,"2012-05-19",234044,"2DY12_32_2",0.6781,31.3942818181818,"2012-05-19","2DY12_32_2","957",0
"927",3461,"1TT06",61,2,"2006-04-29 17:18","1TT06 61 2 60BON 1",0,0,2006,4,58.319,-172.59784,119,183.19611,108,"1TT06_58.319_-172.59784_2006-04-29 17:18_333",0,442,"2006-04-29",242629,"1TT06_61_2",0.55981,32.43501,"2006-04-29","1TT06_61_2","1718",0
"928",3462,"1TT06",38,1,"2006-04-23 17:44","1TT06 38 1 60BON 1",0,0,2006,4,58.20083,-170.31351,113,131.83032,76,"1TT06_58.20083_-170.31351_2006-04-23 17:44_333",0,442,"2006-04-23",242629,"1TT06_38_1",-1.50891818181818,31.7113181818182,"2006-04-23","1TT06_38_1","1744",0
"930",3466,"1TT06",17,2,"2006-04-19 16:49","1TT06 17 2 60BON 1",0,0,2006,4,58.26,-168.7665,109,83.03542,70,"1TT06_58.26_-168.7665_2006-04-19 16:49_333",0,442,"2006-04-19",242629,"1TT06_17_2",-1.00691,31.8735,"2006-04-19","1TT06_17_2","1649",0
"931",3467,"1TT06",2,2,"2006-04-15 22:49","1TT06 2 2 60BON 1",0,0,2006,4,56.89933,-164.04401,105,110.87624,72,"1TT06_56.89933_-164.04401_2006-04-15 22:49_333",0,442,"2006-04-15",242629,"1TT06_2_2",0.605809090909091,31.9676818181818,"2006-04-15","1TT06_2_2","2249",0
"933",3469,"3MF02",50,3,"2002-05-17 16:29","3MF02 50 3 60BON 1",302.62812,414.55907,2002,5,56.541,-163.02367,137,113.37347,83,"3MF02_56.541_-163.02367_2002-05-17 16:29_505",47,236,"2002-05-17",255755,"3MF02_50_3",4.24655454545455,31.9859818181818,"2002-05-17","3MF02_50_3","1624",0
"934",3472,"2DY12",64,1,"2012-05-21 7:36","2DY12 64 1 60BON 1",0,0,2012,5,56.84566,-164.835,141,137.6635,75,"2DY12_56.84566_-164.835_2012-05-21 7:36_505",0,429,"2012-05-21",234044,"2DY12_64_1",0.675690909090909,31.0244909090909,"2012-05-21","2DY12_64_1","731",0
"935",3473,"2DY12",66,1,"2012-05-21 10:28","2DY12 66 1 60BON 1",0,0,2012,5,57.08283,-164.069,141,108.3119,69,"2DY12_57.08283_-164.069_2012-05-21 10:28_505",0,429,"2012-05-21",234044,"2DY12_66_1",0.670418181818182,31.3636181818182,"2012-05-21","2DY12_66_1","1020",0
"936",3478,"1TT06",42,2,"2006-04-24 8:30","1TT06 42 2 60BON 1",0,0,2006,4,58.2975,-171.47316,114,136.28436,96,"1TT06_58.2975_-171.47316_2006-04-24 8:30_333",0,442,"2006-04-24",242629,"1TT06_42_2",-0.2512,32.1666636363636,"2006-04-24","1TT06_42_2","830",0
"937",3480,"3MF02",52,2,"2002-05-17 22:02","3MF02 52 2 60BON 1",23.28507,31.04675,2002,5,56.5255,-164.0215,137,96.62846,84,"3MF02_56.5255_-164.0215_2002-05-17 22:02_505",3,236,"2002-05-17",255755,"3MF02_52_2",4.21486363636364,32.0647181818182,"2002-05-17","3MF02_52_2","2156",0
"938",3481,"3MF02",55,2,"2002-05-18 7:15","3MF02 55 2 60BON 1",277.32997,252.11816,2002,5,55.71217,-165.71516,138,170.55495,120,"3MF02_55.71217_-165.71516_2002-05-18 7:15_505",43,236,"2002-05-18",255755,"3MF02_55_2",4.75280909090909,32.1086727272727,"2002-05-18","3MF02_55_2","706",0
"939",3483,"3MF06",33,2,"2006-05-13 9:52","3MF06 33 2 60BON 1",16.52674,10.66242,2006,5,54.37683,-165.2715,133,281.36212,165,"3MF06_54.37683_-165.2715_2006-05-13 9:52_505",3,442,"2006-05-13",242629,"3MF06_33_2",3.97444545454545,32.2814909090909,"2006-05-13","3MF06_33_2","952",0
"940",3484,"2DY12",152,1,"2012-05-28 9:12","2DY12 152 1 60BON 1",183.30276,156.66903,2012,5,56.07017,-169.9992,148,255.3153,127,"2DY12_56.07017_-169.9992_2012-05-28 9:12_505",40,429,"2012-05-28",234044,"2DY12_152_1",2.14167272727273,32.2172272727273,"2012-05-28","2DY12_152_1","904",0
"941",3486,"DY13-05",7,2,"2013-05-03 8:33","DY13-05 7 2 60BON 1",8.48323,18.04942,2013,5,54.4415,-164.9862,123,166.2103,55,"DY13-05_54.4415_-164.9862_2013-05-03 8:33_500",3,63,"2013-05-03",234526,"DY13-05_7_2",3.3245,31.6531363636364,"2013-05-03","DY13-05_7_2","833",0
"942",3491,"3MF06",38,2,"2006-05-14 0:53","3MF06 38 2 60BON 1",41.47501,37.03126,2006,5,55.36883,-165.89,134,189.02948,122,"3MF06_55.36883_-165.89_2006-05-14 0:53_505",7,442,"2006-05-14",242629,"3MF06_38_2",3.7106,31.7691909090909,"2006-05-14","3MF06_38_2","53",0
"943",3493,"2DY12",179,1,"2012-05-31 8:09","2DY12 179 1 60BON 1",0,0,2012,5,57.751,-170.2108,151,159.6472,74,"2DY12_57.751_-170.2108_2012-05-31 8:09_505",0,429,"2012-05-31",234044,"2DY12_179_1",0.844272727272727,31.5434363636364,"2012-05-31","2DY12_179_1","760",0
"944",3497,"2DY12",51,1,"2012-05-20 10:39","2DY12 51 1 60BON 1",11.58444,15.65465,2012,5,56.40583,-164.4027,140,127.7576,84,"2DY12_56.40583_-164.4027_2012-05-20 10:39_505",2,429,"2012-05-20",234044,"2DY12_51_1",1.28418181818182,31.5807272727273,"2012-05-20","2DY12_51_1","1029",0
"945",3498,"2DY12",53,1,"2012-05-20 13:46","2DY12 53 1 60BON 1",47.93043,57.7475,2012,5,55.96633,-163.9708,140,103.9006,93,"2DY12_55.96633_-163.9708_2012-05-20 13:46_505",6,429,"2012-05-20",234044,"2DY12_53_1",1.99943636363636,31.9272727272727,"2012-05-20","2DY12_53_1","1340",0
"946",3499,"2DY12",76,1,"2012-05-22 10:04","2DY12 76 1 60BON 1",0,0,2012,5,56.1055,-162.5913,142,110.3421,81,"2DY12_56.1055_-162.5913_2012-05-22 10:04_505",0,429,"2012-05-22",234044,"2DY12_76_1",2.61839090909091,31.4927,"2012-05-22","2DY12_76_1","958",0
"947",3500,"2DY12",105,1,"2012-05-24 7:41","2DY12 105 1 60BON 1",0,0,2012,5,57.22967,-160.6552,144,78.8927,67,"2DY12_57.22967_-160.6552_2012-05-24 7:41_505",0,429,"2012-05-24",234044,"2DY12_105_1",1.06766363636364,31.3718363636364,"2012-05-24","2DY12_105_1","737",0
"948",3503,"3MF07",47,1,"2007-04-24 15:05","3MF07 47 1 60BON 1",0,0,2007,4,57.00083,-163.89967,114,69.74257,67,"3MF07_57.00083_-163.89967_2007-04-24 15:05_505",0,446,"2007-04-24",234261,"3MF07_47_1",-0.997672727272727,31.5362181818182,"2007-04-24","3MF07_47_1","1460",0
"950",3509,"3MF06",23,2,"2006-05-12 4:50","3MF06 23 2 60BON 1",11.42581,14.28227,2006,5,54.12617,-166.207,132,140.03381,88,"3MF06_54.12617_-166.207_2006-05-12 4:50_505",2,442,"2006-05-12",242629,"3MF06_23_2",4.06433636363636,32.5295181818182,"2006-05-12","3MF06_23_2","450",0
"951",3511,"2DY12",136,12,"2012-05-27 3:57","2DY12 136 12 60BON 1",0,0,2012,5,57.857,-168.8748,147,125.3135,72,"2DY12_57.857_-168.8748_2012-05-27 3:57_505",0,429,"2012-05-27",234044,"2DY12_136_12",-0.238927272727273,31.6409181818182,"2012-05-27","2DY12_136_12","353",0
"953",3514,"2DY12",11,2,"2012-05-17 21:51","2DY12 11 2 60BON 1",0,0,2012,5,55.93317,-165.9405,137,244.3395,117,"2DY12_55.93317_-165.9405_2012-05-17 21:51_505",0,429,"2012-05-17",234044,"2DY12_11_2",1.10040909090909,31.8779909090909,"2012-05-17","2DY12_11_2","2146",0
"954",3515,"4MF03",35,2,"2003-05-20 22:29","4MF03 35 2 60BON 1",50.81351,86.12459,2003,5,56.464,-161.40801,140,127.72195,69,"4MF03_56.464_-161.40801_2003-05-20 22:29_505",11,125,"2003-05-20",255366,"4MF03_35_2",4.3146,31.56564,"2003-05-20","4MF03_35_2","2229",0
"955",3516,"4MF03",45,2,"2003-05-23 0:14","4MF03 45 2 60BON 1",84.1889,118.57592,2003,5,56.1,-162.60167,143,202.40198,80,"4MF03_56.1_-162.60167_2003-05-23 0:14_505",24,125,"2003-05-23",255366,"4MF03_45_2",5.73856,31.66117,"2003-05-23","4MF03_45_2","14",0
"956",3517,"4MF03",49,2,"2003-05-23 8:01","4MF03 49 2 60BON 1",128.05011,185.57987,2003,5,55.52833,-163.55333,143,177.82101,75,"4MF03_55.52833_-163.55333_2003-05-23 8:01_505",33,125,"2003-05-23",255366,"4MF03_49_2",5.8346,31.60879,"2003-05-23","4MF03_49_2","801",0
"957",3525,"3DY09",60,2,"2009-05-15 3:58","3DY09 60 2 60BON 1",0,0,2009,5,55.17167,-164.71417,135,182.92595,102,"3DY09_55.17167_-164.71417_2009-05-15 3:58_505",0,311,"2009-05-15",225280,"3DY09_60_2",4.4862,31.7127272727273,"2009-05-15","3DY09_60_2","358",0
"958",3535,"4MF03",1,3,"2003-05-18 2:00","4MF03 1 3 60BON 1",17.45786,15.87078,2003,5,54.00933,-166.58833,138,189.02663,119,"4MF03_54.00933_-166.58833_2003-05-18 2:00_505",3,125,"2003-05-18",255366,"4MF03_1_3",5.59172,32.45303,"2003-05-18","4MF03_1_3","200",0
"959",3552,"4MF06",1,1,"2006-05-22 4:23","4MF06 1 1 60BON 1",54.81958,54.27681,2006,5,54.4805,-165.29733,142,202.66481,149,"4MF06_54.4805_-165.29733_2006-05-22 4:23_505",11,442,"2006-05-22",242629,"4MF06_1_1",3.88233636363636,31.8440272727273,"2006-05-22","4MF06_1_1","417",0
"961",3575,"2DY10",23,3,"2010-05-08 15:15","2DY10 23 3 60BON 2",10.28471,8.57059,2010,5,54.925,-165.47116,128,233.35623,127,"2DY10_54.925_-165.47116_2010-05-08 15:15_500",2,370,"2010-05-08",227957,"2DY10_23_3",3.11258,31.90552,"2010-05-08","2DY10_23_3","1515",0
"962",3576,"2DY10",26,2,"2010-05-08 23:09","2DY10 26 2 60BON 2",56.33205,53.14345,2010,5,55.4835,-165.50783,128,206.98695,115,"2DY10_55.4835_-165.50783_2010-05-08 23:09_500",11,370,"2010-05-08",227957,"2DY10_26_2",2.21209090909091,31.6769,"2010-05-08","2DY10_26_2","2309",0
